"","gene_id","colors","locusName","Pathways","Pathways_Desc","GODescription","class","Description","GO","KOG","KO","Pfam","Panther","Best-hit-arabi-defline","gene_metabolite"
"97","Manes.05G073400.v8.1","turquoise","Manes.05G073400","PWY-6724; PWY-622","starch degradation II; starch biosynthesis","catalytic activity; hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process; cation binding","carb","(1 of 1) PTHR10357:SF115 - ISOAMYLASE 2; CHLOROPLASTIC","GO:0003824 GO:0004553 GO:0005975 GO:0043169","KOG0470","","PF00128 PF02922","PTHR10357 PTHR10357:SF115","debranching enzyme 1","gene"
"98","Manes.05G093200.v8.1","grey","Manes.05G093200","PWY-5173; PWY-5464; PYRUVDEHYD-PWY","superpathway of acetyl-CoA biosynthesis; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; pyruvate decarboxylation to acetyl CoA","pyruvate dehydrogenase (acetyl-transferring) activity; acetyl-CoA biosynthetic process from pyruvate; metabolic process; oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor; intracellular membrane-bounded organelle","carb","(1 of 2) PTHR11516//PTHR11516:SF38 - PYRUVATE DEHYDROGENASE E1 COMPONENT; ALPHA SUBUNIT  BACTERIAL AND ORGANELLAR // SUBFAMILY NOT NAMED","GO:0004739 GO:0006086 GO:0008152 GO:0016624 GO:0043231","","K00161","PF00676","PTHR11516 PTHR11516:SF38","pyruvate dehydrogenase complex E1 alpha subunit","gene"
"99","Manes.05G108500.v8.1","green","Manes.05G108500","PWY-7238","sucrose biosynthesis II","1,4-alpha-oligoglucan phosphorylase activity; carbohydrate metabolic process; glycogen phosphorylase activity; pyridoxal phosphate binding","carb","(1 of 1) PTHR11468//PTHR11468:SF14 - GLYCOGEN PHOSPHORYLASE // SUBFAMILY NOT NAMED","GO:0004645 GO:0005975 GO:0008184 GO:0030170","","K00688","PF00343","PTHR11468 PTHR11468:SF14","","gene"
"100","Manes.05G128600.v8.1","cyan","Manes.05G128600","PWY-922; PWY-5910","mevalonate pathway I; superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)","hydroxymethylglutaryl-CoA reductase (NADPH) activity; isoprenoid biosynthetic process; coenzyme A metabolic process; NADP binding","carot","(1 of 5) 1.1.1.34 - Hydroxymethylglutaryl-CoA reductase (NADPH) / HMG-CoA reductase","GO:0004420 GO:0008299 GO:0015936 GO:0016021 GO:0050661 GO:0050662 GO:0055114","","K00021","PF00368","PTHR10572 PTHR10572:SF9","hydroxy methylglutaryl CoA reductase 1","gene"
"101","Manes.05G133800.v8.1","black","Manes.05G133800","GLYCOGENSYNTH-PWY; PWY-622","glycogen biosynthesis I (from ADP-D-Glucose); starch biosynthesis","catalytic activity; 1,4-alpha-glucan branching enzyme activity; hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process; glycogen biosynthetic process; cation binding","carb","(1 of 1) PTHR10357:SF110 - PROTEIN T04A8.7; ISOFORM A","GO:0003824 GO:0003844 GO:0004553 GO:0005975 GO:0005978 GO:0043169","","K00700","PF00128 PF02806 PF02922","PTHR10357 PTHR10357:SF110","","gene"
"102","Manes.05G147500.v8.1","yellow","Manes.05G147500","PWY66-373; PWY-621","sucrose degradation V (sucrose &alpha;-glucosidase); sucrose degradation III (sucrose invertase)","endo-alpha-N-acetylgalactosaminidase activity","carb","(1 of 14) 3.2.1.26 - Beta-fructofuranosidase / Saccharase","GO:0033926","","","PF12899","PTHR31916 PTHR31916:SF13","","gene"
"103","Manes.05G157500.v8.1","blue","Manes.05G157500","PWY-5464; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","","carb","(1 of 2) PTHR10584//PTHR10584:SF153 - SUGAR KINASE // SUBFAMILY NOT NAMED","","KOG2854","","PF00294","PTHR10584 PTHR10584:SF153","pfkB-like carbohydrate kinase family protein","gene"
"104","Manes.05G160800.v8.1","darkred","Manes.05G160800","PWY66-399; PWY-3801; GLUCONEO-PWY; SUCSYN-PWY; PWY-621; PWY-7238; PWY-5659; ANAGLYCOLYSIS-PWY; PWY-622; ANAEROFRUCAT-PWY","gluconeogenesis III; sucrose degradation II (sucrose synthase); gluconeogenesis I; sucrose biosynthesis I (from photosynthesis); sucrose degradation III (sucrose invertase); sucrose biosynthesis II; GDP-mannose biosynthesis; glycolysis III (from glucose); starch biosynthesis; homolactic fermentation","glucose-6-phosphate isomerase activity; gluconeogenesis; glycolytic process","carb","(1 of 2) PTHR11469:SF1 - GLUCOSE-6-PHOSPHATE ISOMERASE; CYTOSOLIC","GO:0004347 GO:0006094 GO:0006096","","K01810","PF00342","PTHR11469 PTHR11469:SF1","Sugar isomerase (SIS) family protein","gene"
"105","Manes.05G189000.v8.1","turquoise","Manes.05G189000","PWY-6724","starch degradation II","ATP binding; kinase activity; phosphorylation","carb","(1 of 2) 2.7.9.4 - Alpha-glucan; water dikinase / Starch-related R1 protein","GO:0005524 GO:0016301 GO:0016310","","K08244","PF01326","PTHR22931 PTHR22931:SF26","phosphoglucan, water dikinase","gene"
"106","Manes.05G193700.v8.1","black","Manes.05G193700","CAROTENOID-PWY; PWY-6475","superpathway of carotenoid biosynthesis; <i>trans</i>-lycopene biosynthesis II (plants)","carotenoid biosynthetic process; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","carot","(1 of 1) K02293 - 15-cis-phytoene desaturase (PDS; crtP)","GO:0016117 GO:0016705 GO:0055114","KOG0029","K02293","PF13450","PTHR10742 PTHR10742:SF278","phytoene desaturase 3","gene"
"107","Manes.05G194300.v8.1","darkgrey","Manes.05G194300","PWY-6724","starch degradation II","ATP binding; kinase activity; phosphorylation; starch binding","carb","(1 of 1) K15535 - phosphoglucan; water dikinase (PWD)","GO:0005524 GO:0016301 GO:0016310 GO:2001070","","K15535","PF00686 PF01326","PTHR22931 PTHR22931:SF2","catalytics;carbohydrate kinases;phosphoglucan, water dikinases","gene"
"108","Manes.05G200900.v8.1","turquoise","Manes.05G200900","PWY66-373; PWY-621","sucrose degradation V (sucrose &alpha;-glucosidase); sucrose degradation III (sucrose invertase)","endo-alpha-N-acetylgalactosaminidase activity","carb","(1 of 14) 3.2.1.26 - Beta-fructofuranosidase / Saccharase","GO:0033926","","","PF12899","PTHR31916 PTHR31916:SF15","Plant neutral invertase family protein","gene"
"109","Manes.05G202700.v8.1","grey","Manes.05G202700","PWY66-399; PWY66-373; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; sucrose degradation V (sucrose &alpha;-glucosidase); oxygenic photosynthesis; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Calvin-Benson-Bassham cycle; glycolysis IV (plant cytosol); sucrose biosynthesis I (from photosynthesis); glycolysis III (from glucose); homolactic fermentation","fructose-bisphosphate aldolase activity; glycolytic process","carb","(1 of 2) PTHR11627:SF19 - FRUCTOSE-BISPHOSPHATE ALDOLASE-RELATED","GO:0004332 GO:0006096","","K01623","PF00274","PTHR11627 PTHR11627:SF19","Aldolase superfamily protein","gene"
"110","Manes.06G005200.v8.1","yellow","Manes.06G005200","PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY; PWY66-399; PWY66-373; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY","glycolysis IV (plant cytosol); sucrose biosynthesis I (from photosynthesis); glycolysis III (from glucose); homolactic fermentation; gluconeogenesis III; sucrose degradation V (sucrose &alpha;-glucosidase); oxygenic photosynthesis; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Calvin-Benson-Bassham cycle","phosphogluconate dehydrogenase (decarboxylating) activity; carbohydrate metabolic process; zinc ion binding; aldehyde-lyase activity; NAD binding","carb","(1 of 1) PF07005 - Putative sugar-binding N-terminal domain (DUF1537)","GO:0004616 GO:0005975 GO:0008270 GO:0016832 GO:0051287 GO:0055114","KOG0409","","PF01116 PF03446 PF07005 PF14833 PF17042","PTHR22981 PTHR22981:SF27","ketose-bisphosphate aldolase class-II family protein","gene"
"111","Manes.06G028100.v8.1","turquoise","Manes.06G028100","PWY-7560","methylerythritol phosphate pathway II","catalytic activity; metabolic process; 1-deoxy-D-xylulose-5-phosphate synthase activity; terpenoid biosynthetic process","carot","(1 of 2) PTHR11624//PTHR11624:SF84 - DEHYDROGENASE RELATED // SUBFAMILY NOT NAMED","GO:0003824 GO:0008152 GO:0008661 GO:0016114","","K01662","PF02779 PF02780 PF13292","PTHR11624 PTHR11624:SF84","","gene"
"112","Manes.06G054000.v8.1","salmon","Manes.06G054000","PWY-6724; PWY-622","starch degradation II; starch biosynthesis","catalytic activity; hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process; cation binding","carb","(1 of 1) PTHR10357:SF169 - ISOAMYLASE 1; CHLOROPLASTIC","GO:0003824 GO:0004553 GO:0005975 GO:0043169","","K01214","PF00128 PF02922","PTHR10357 PTHR10357:SF169","isoamylase 1","gene"
"113","Manes.06G063500.v8.1","green","Manes.06G063500","PWY66-399; PWY66-373; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; sucrose degradation V (sucrose &alpha;-glucosidase); oxygenic photosynthesis; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Calvin-Benson-Bassham cycle; glycolysis IV (plant cytosol); sucrose biosynthesis I (from photosynthesis); glycolysis III (from glucose); homolactic fermentation","fructose-bisphosphate aldolase activity; glycolytic process","carb","(1 of 2) PTHR11627//PTHR11627:SF8 - FRUCTOSE-BISPHOSPHATE ALDOLASE // FRUCTOSE-BISPHOSPHATE ALDOLASE 3; CHLOROPLASTIC-RELATED","GO:0004332 GO:0006096","","K01623","PF00274","PTHR11627 PTHR11627:SF8","Aldolase superfamily protein","gene"
"114","Manes.06G091900.v8.1","blue","Manes.06G091900","PWY66-399; GLUCONEO-PWY; GLYOXYLATE-BYPASS; PWY-5464; PWY-5690; PWY-7115; PWY-561","gluconeogenesis III; gluconeogenesis I; glyoxylate cycle; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; TCA cycle II (plants and fungi); C4 photosynthetic carbon assimilation cycle, NAD-ME type; superpathway of glyoxylate cycle and fatty acid degradation","3-beta-hydroxy-delta5-steroid dehydrogenase (NAD+) activity; malate metabolic process; steroid biosynthetic process; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; carboxylic acid metabolic process; L-malate dehydrogenase (NAD+) activity","carb","(1 of 2) PTHR11540//PTHR11540:SF29 - MALATE AND LACTATE DEHYDROGENASE // SUBFAMILY NOT NAMED","GO:0003854 GO:0006108 GO:0006694 GO:0016616 GO:0019752 GO:0030060 GO:0055114","","K00026","PF01073 PF02866","PTHR11540 PTHR11540:SF29","malate dehydrogenase","gene"
"115","Manes.06G101600.v8.1","darkred","Manes.06G101600","PWY-4302; PWY-5464; PWY-5690; PWY-561; PWY-7279; PWY-3781","aerobic respiration III (alternative oxidase pathway); superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; TCA cycle II (plants and fungi); superpathway of glyoxylate cycle and fatty acid degradation; aerobic respiration II (cytochrome c) (yeast); aerobic respiration I (cytochrome c)","","carb","(1 of 9) 1.3.5.1 - Succinate dehydrogenase (quinone) / Succinic dehydrogenase","","","","","PTHR36041","(1 of 13) 1.3.5.1 - Succinate dehydrogenase (quinone) / Succinic dehydrogenase","gene"
"116","Manes.06G101800.v8.1","green","Manes.06G101800","PWY-4302; PWY-5464; PWY-5690; PWY-561; PWY-7279; PWY-3781","aerobic respiration III (alternative oxidase pathway); superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; TCA cycle II (plants and fungi); superpathway of glyoxylate cycle and fatty acid degradation; aerobic respiration II (cytochrome c) (yeast); aerobic respiration I (cytochrome c)","","carb","(1 of 9) 1.3.5.1 - Succinate dehydrogenase (quinone) / Succinic dehydrogenase","","","","","PTHR36041 PTHR36041:SF1","(1 of 13) 1.3.5.1 - Succinate dehydrogenase (quinone) / Succinic dehydrogenase","gene"
"117","Manes.06G104700.v8.1","grey","Manes.06G104700","PWY-7560","methylerythritol phosphate pathway II","protein binding; isoprenoid biosynthetic process; 1-deoxy-D-xylulose-5-phosphate reductoisomerase activity; metal ion binding; NADPH binding","carot","(1 of 2) 1.1.1.267 - 1-deoxy-D-xylulose-5-phosphate reductoisomerase / DXP-reductoisomerase","GO:0005515 GO:0008299 GO:0030604 GO:0046872 GO:0055114 GO:0070402","","K00099","PF02670 PF08436 PF13288","PTHR30525 PTHR30525:SF2","1-deoxy-D-xylulose 5-phosphate reductoisomerase","gene"
"118","Manes.06G116400.v8.1","pink","Manes.06G116400","PWY66-399; GLUCONEO-PWY; PWY-5464; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; glycolysis IV (plant cytosol); sucrose biosynthesis I (from photosynthesis); glycolysis III (from glucose); homolactic fermentation","glucose metabolic process; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; NADP binding; NAD binding","carb","(1 of 8) K00134 - glyceraldehyde 3-phosphate dehydrogenase (GAPDH; gapA)","GO:0006006 GO:0016620 GO:0050661 GO:0051287 GO:0055114","KOG0657","K00134","PF00044 PF02800","PTHR10836 PTHR10836:SF59","glyceraldehyde-3-phosphate dehydrogenase C2","gene"
"119","Manes.06G141300.v8.1","blue","Manes.06G141300","PWY-3801; GLYCOGENSYNTH-PWY; SUCSYN-PWY; PWY-7238; PWY-7343; GLUCOSE1PMETAB-PWY; PWY-622; PWY66-422","sucrose degradation II (sucrose synthase); glycogen biosynthesis I (from ADP-D-Glucose); sucrose biosynthesis I (from photosynthesis); sucrose biosynthesis II; UDP-glucose biosynthesis; glucose and glucose-1-phosphate degradation; starch biosynthesis; D-galactose degradation V (Leloir pathway)","carbohydrate metabolic process; intramolecular phosphotransferase activity","carb","(1 of 2) 5.4.2.2//5.4.2.5 - Phosphoglucomutase (alpha-D-glucose-1;6-bisphosphate-dependent) / Phosphoglucose mutase // Phosphoglucomutase (glucose-cofactor) / Glucose-1-phosphate phosphotransferase","GO:0005975 GO:0016868 GO:0071704","","K01835","PF00408 PF02878 PF02879 PF02880","PTHR22573 PTHR22573:SF2","phosphoglucomutase","gene"
"120","Manes.06G141400.v8.1","cyan","Manes.06G141400","PWY-4101; PWY-3801; PWY-621","D-sorbitol degradation I; sucrose degradation II (sucrose synthase); sucrose degradation III (sucrose invertase)","ribokinase activity; D-ribose metabolic process","carb","(1 of 1) PTHR10584//PTHR10584:SF192//PTHR10584:SF200 - SUGAR KINASE // FRUCTOKINASE 1 // SUBFAMILY NOT NAMED","GO:0004747 GO:0006014","KOG2855","K00847","PF00294","PTHR10584 PTHR10584:SF192","pfkB-like carbohydrate kinase family protein","gene"
"121","Manes.06G152200.v8.1","turquoise","Manes.06G152200","PWY-5944; CAROTENOID-PWY","zeaxanthin biosynthesis; superpathway of carotenoid biosynthesis","iron ion binding; fatty acid biosynthetic process; oxidoreductase activity","carot","(1 of 3) 1.14.13.129 - Beta-carotene 3-hydroxylase / Beta-carotene 3;3'-monooxygenase","GO:0005506 GO:0006633 GO:0016491 GO:0055114","","K15746","PF04116","PTHR31899 PTHR31899:SF1","beta-carotene hydroxylase 2","gene"
"122","Manes.06G155200.v8.1","red","Manes.06G155200","PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","magnesium ion binding; pyruvate kinase activity; glycolytic process; potassium ion binding","carb","(1 of 2) PTHR11817//PTHR11817:SF2 - PYRUVATE KINASE // PLASTIDIAL PYRUVATE KINASE 2","GO:0000287 GO:0004743 GO:0006096 GO:0030955","","K00873","PF00224 PF02887","PTHR11817 PTHR11817:SF2","plastidic pyruvate kinase beta subunit 1","gene"
"123","Manes.06G161400.v8.1","royalblue","Manes.06G161400","PWY-621; PWY-7238; ANAGLYCOLYSIS-PWY; GLUCOSE1PMETAB-PWY; ANAEROFRUCAT-PWY","sucrose degradation III (sucrose invertase); sucrose biosynthesis II; glycolysis III (from glucose); glucose and glucose-1-phosphate degradation; homolactic fermentation","intracellular glucose homeostasis; hexokinase activity; ATP binding; D-glucose binding; carbohydrate metabolic process; phosphotransferase activity, alcohol group as acceptor; carbohydrate phosphorylation","carb","(1 of 2) PTHR19443:SF6 - HEXOKINASE-3-RELATED","GO:0001678 GO:0004396 GO:0005524 GO:0005536 GO:0005975 GO:0016773 GO:0046835","","K00844","PF00349 PF03727","PTHR19443 PTHR19443:SF6","hexokinase-like 1","gene"
"124","Manes.06G176400.v8.1","greenyellow","Manes.06G176400","PWY66-399; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; oxygenic photosynthesis; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Calvin-Benson-Bassham cycle; glycolysis IV (plant cytosol); sucrose biosynthesis I (from photosynthesis); glycolysis III (from glucose); homolactic fermentation","phosphoglycerate kinase activity; glycolytic process","carb","(1 of 2) PTHR11406:SF8 - PHOSPHOGLYCERATE KINASE 1; CHLOROPLASTIC-RELATED","GO:0004618 GO:0006096","","K00927","PF00162","PTHR11406 PTHR11406:SF8","phosphoglycerate kinase 1","gene"
"125","Manes.06G176500.v8.1","blue","Manes.06G176500","PWY66-399; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; oxygenic photosynthesis; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Calvin-Benson-Bassham cycle; glycolysis IV (plant cytosol); sucrose biosynthesis I (from photosynthesis); glycolysis III (from glucose); homolactic fermentation","phosphoglycerate kinase activity; glycolytic process","carb","(1 of 2) PTHR11406//PTHR11406:SF9 - PHOSPHOGLYCERATE KINASE // PHOSPHOGLYCERATE KINASE","GO:0004618 GO:0006096","","K00927","PF00162","PTHR11406 PTHR11406:SF9","phosphoglycerate kinase","gene"
"126","Manes.06G176700.v8.1","pink","Manes.06G176700","PWY66-399; GLUCONEO-PWY; PWY-5464; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; glycolysis IV (plant cytosol); sucrose biosynthesis I (from photosynthesis); glycolysis III (from glucose); homolactic fermentation","glucose metabolic process; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; NADP binding; NAD binding","carb","(1 of 2) PTHR10836//PTHR10836:SF46 - GLYCERALDEHYDE 3-PHOSPHATE DEHYDROGENASE // SUBFAMILY NOT NAMED","GO:0006006 GO:0016620 GO:0050661 GO:0051287 GO:0055114","KOG0657","K00134","PF00044 PF02800","PTHR10836 PTHR10836:SF46","glyceraldehyde-3-phosphate dehydrogenase of plastid 2","gene"
"127","Manes.07G000100.v8.1","lightgreen","Manes.07G000100","PWY66-399; PWY66-373; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; sucrose degradation V (sucrose &alpha;-glucosidase); oxygenic photosynthesis; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Calvin-Benson-Bassham cycle; glycolysis IV (plant cytosol); sucrose biosynthesis I (from photosynthesis); glycolysis III (from glucose); homolactic fermentation","fructose-bisphosphate aldolase activity; glycolytic process","carb","(1 of 1) PTHR11627//PTHR11627:SF21 - FRUCTOSE-BISPHOSPHATE ALDOLASE // SUBFAMILY NOT NAMED","GO:0004332 GO:0006096","","K01623","PF00274","PTHR11627 PTHR11627:SF21","Aldolase superfamily protein","gene"
"128","Manes.07G000500.v8.1","red","Manes.07G000500","GLYOXYLATE-BYPASS; PWY-5464; PWY-5690; PWY-6549; PWY-561","glyoxylate cycle; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; TCA cycle II (plants and fungi); L-glutamine biosynthesis III; superpathway of glyoxylate cycle and fatty acid degradation","citrate (Si)-synthase activity; citrate metabolic process; acyltransferase activity, acyl groups converted into alkyl on transfer","carb","(1 of 4) 2.3.3.1//2.3.3.16 - Citrate (Si)-synthase / Citrate oxaloacetate-lyase ((pro-3S)-CH(2)COO->acetyl-CoA) // Citrate synthase (unknown stereospecificity) / Oxaloacetate transacetase","GO:0004108 GO:0006101 GO:0046912","","K01647","PF00285","PTHR11739 PTHR11739:SF8","Citrate synthase family protein","gene"
"129","Manes.07G025600.v8.1","grey","Manes.07G025600","CAROTENOID-PWY; PWY-6475","superpathway of carotenoid biosynthesis; <i>trans</i>-lycopene biosynthesis II (plants)","oxidoreductase activity","carot","(1 of 1) PTHR10668//PTHR10668:SF4 - PHYTOENE DEHYDROGENASE // FAD/NAD(P)-BINDING OXIDOREDUCTASE DOMAIN-CONTAINING PROTEIN","GO:0016491 GO:0055114","","","PF01593","PTHR10668 PTHR10668:SF4","FAD/NAD(P)-binding oxidoreductase family protein","gene"
"130","Manes.07G049100.v8.1","grey","Manes.07G049100","PWY66-399; GLUCONEO-PWY; GLYOXYLATE-BYPASS; PWY-5464; PWY-5690; PWY-7115; PWY-561","gluconeogenesis III; gluconeogenesis I; glyoxylate cycle; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; TCA cycle II (plants and fungi); C4 photosynthetic carbon assimilation cycle, NAD-ME type; superpathway of glyoxylate cycle and fatty acid degradation","malate metabolic process; oxidoreductase activity; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; carboxylic acid metabolic process; L-malate dehydrogenase (NAD+) activity","carb","(1 of 2) PTHR11540:SF21 - MALATE DEHYDROGENASE; GLYOXYSOMAL","GO:0006108 GO:0016491 GO:0016616 GO:0019752 GO:0030060 GO:0055114","","K00026","PF00056 PF02866","PTHR11540 PTHR11540:SF21","peroxisomal NAD-malate dehydrogenase 1","gene"
"131","Manes.07G056100.v8.1","purple","Manes.07G056100","PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","magnesium ion binding; pyruvate kinase activity; glycolytic process; potassium ion binding","carb","(1 of 2) PTHR11817//PTHR11817:SF21 - PYRUVATE KINASE // SUBFAMILY NOT NAMED","GO:0000287 GO:0004743 GO:0006096 GO:0030955","KOG2323","K00873","PF00224 PF02887","PTHR11817 PTHR11817:SF21","","gene"
"132","Manes.07G056300.v8.1","blue","Manes.07G056300","PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","magnesium ion binding; pyruvate kinase activity; glycolytic process; potassium ion binding","carb","(1 of 2) PTHR11817//PTHR11817:SF21 - PYRUVATE KINASE // SUBFAMILY NOT NAMED","GO:0000287 GO:0004743 GO:0006096 GO:0030955","KOG2323","K00873","PF00224 PF02887","PTHR11817 PTHR11817:SF21","","gene"
"133","Manes.07G087500.v8.1","turquoise","Manes.07G087500","PWY-922; PWY-5910","mevalonate pathway I; superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)","diphosphomevalonate decarboxylase activity; ATP binding; cytosol; isoprenoid biosynthetic process; carboxy-lyase activity; isopentenyl diphosphate biosynthetic process, mevalonate pathway","carot","(1 of 2) 4.1.1.33 - Diphosphomevalonate decarboxylase / Mevalonate pyrophosphate decarboxylase","GO:0004163 GO:0005524 GO:0005829 GO:0008299 GO:0016831 GO:0019287","","K01597","PF00288","PTHR10977 PTHR10977:SF3","GHMP kinase family protein","gene"
"134","Manes.07G116700.v8.1","grey","Manes.07G116700","PWY66-399; PWY66-373; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; sucrose degradation V (sucrose &alpha;-glucosidase); oxygenic photosynthesis; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Calvin-Benson-Bassham cycle; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","triose-phosphate isomerase activity; metabolic process","carb","(1 of 5) 5.3.1.1 - Triose-phosphate isomerase / Triosephosphate mutase","GO:0004807 GO:0008152","KOG1643","K01803","PF00121","PTHR21139 PTHR21139:SF6","","gene"
"135","Manes.08G008500.v8.1","pink","Manes.08G008500","PWY-5464; PWY-5690; PWY-6549","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; TCA cycle II (plants and fungi); L-glutamine biosynthesis III","magnesium ion binding; isocitrate dehydrogenase (NAD+) activity; tricarboxylic acid cycle; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; NAD binding","carb","(1 of 4) 1.1.1.41 - Isocitrate dehydrogenase (NAD(+)) / Nicotinamide adenine dinucleotide isocitrate dehydrogenase","GO:0000287 GO:0004449 GO:0006099 GO:0016616 GO:0051287 GO:0055114","","K00030","PF00180","PTHR11835","isocitrate dehydrogenase V","gene"
"136","Manes.08G016300.v8.1","blue","Manes.08G016300","CAROTENOID-PWY; PWY-5947","superpathway of carotenoid biosynthesis; lutein biosynthesis","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding","carot","(1 of 1) K09837 - carotene epsilon-monooxygenase (LUT1; CYP97C1)","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","KOG0157","K09837","PF00067","PTHR24291 PTHR24291:SF52","Cytochrome P450 superfamily protein","gene"
"137","Manes.08G018800.v8.1","red","Manes.08G018800","PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","magnesium ion binding; pyruvate kinase activity; glycolytic process; potassium ion binding","carb","(1 of 3) PTHR11817//PTHR11817:SF33 - PYRUVATE KINASE // SUBFAMILY NOT NAMED","GO:0000287 GO:0004743 GO:0006096 GO:0030955","","K00873","PF00224 PF02887","PTHR11817 PTHR11817:SF33","Pyruvate kinase family protein","gene"
