TAG_type,locusName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,direction,Pathways,Pathways_Desc,GODescription,class,Description,GO,KOG,KO,Pfam,Panther,Best-hit-arabi-defline
non-genetic,Manes.01G085400,33.2097128,-0.567581061,0.185767973,-3.055322457,0.002248187,0.037758451,-,,,DNA-binding transcription factor activity; regulation of DNA-templated transcription,NA,(1 of 2) PTHR31190:SF30 - ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR 15-RELATED,GO:0003700 GO:0006355,,K09286,PF00847,PTHR31190 PTHR31190:SF30,ethylene responsive element binding factor 1
non-genetic,Manes.13G123800,10.84408276,-0.506603443,0.16651824,-3.042330028,0.002347544,0.038541438,-,LIPAS-PWY,triacylglycerol degradation,lipid metabolic process,NA,(1 of 2) PTHR21493//PTHR21493:SF142 - CGI-141-RELATED/LIPASE CONTAINING PROTEIN // SUBFAMILY NOT NAMED,GO:0006629,KOG4569,,PF01764,PTHR21493 PTHR21493:SF142,
non-genetic,Manes.13G025000,6.509054512,0.551173417,0.181716573,3.03314887,0.002420162,0.039331911,+,,,,NA,,,,,,,
non-genetic,Manes.01G031001,7.627551379,0.586756112,0.193786694,3.02784521,0.002463042,0.039509458,+,,,DNA binding; DNA-directed 5'-3' RNA polymerase activity; extracellular matrix structural constituent; collagen trimer; DNA-templated transcription; ribonucleoside binding,NA,(1 of 2) PTHR20856:SF20 - DNA-DIRECTED RNA POLYMERASE SUBUNIT BETA,GO:0003677 GO:0003899 GO:0005201 GO:0005581 GO:0006351 GO:0032549,,,PF00562,PTHR20856 PTHR20856:SF20,
non-genetic,Manes.05G019400,8.637134438,-0.531768839,0.177098109,-3.002679383,0.002676142,0.041266826,-,,,GTPase activity; GTP binding; intracellular anatomical structure; intracellular protein transport; nucleocytoplasmic transport; signal transduction; small GTPase-mediated signal transduction; protein transport; membrane,NA,(1 of 3) PTHR24073//PTHR24073:SF345 - FAMILY NOT NAMED // RAS-RELATED PROTEIN RABA3,GO:0003924 GO:0005525 GO:0005622 GO:0006886 GO:0006913 GO:0007165 GO:0007264 GO:0015031 GO:0016020,KOG0087,K07904,PF00025,PTHR24073 PTHR24073:SF345,RAB GTPase homolog A3
non-genetic,Manes.06G056400,17.87290183,-0.597162128,0.199242186,-2.997167115,0.002725013,0.041713459,-,,,electron transfer activity,NA,(1 of 5) PTHR33021:SF55 - BLUE COPPER PROTEIN,GO:0009055,,,PF02298,PTHR33021 PTHR33021:SF55,
non-genetic,Manes.09G031400,24.75297811,-0.502586927,0.168502112,-2.982674342,0.002857419,0.042723059,-,,,protein binding,NA,(1 of 2) PTHR27000//PTHR27000:SF136 - FAMILY NOT NAMED // POLYGALACTURONASE INHIBITOR 1-RELATED,GO:0005515,,,PF00560 PF08263,PTHR27000 PTHR27000:SF136,polygalacturonase inhibiting protein 1
non-genetic,Manes.17G012402,15.89223824,0.538127453,0.180474925,2.981729744,0.002866249,0.042784315,+,PWY-4302; PWY-5083; PWY-3781,aerobic respiration III (alternative oxidase pathway); NAD/NADH phosphorylation and dephosphorylation; aerobic respiration I (cytochrome c),,NA,"(1 of 4) PTHR10849 - NADH DEHYDROGENASE  UBIQUINONE  IRON-SULFUR PROTEIN 8, MITOCHONDRIAL",,KOG3256,,PF00037,PTHR10849,
non-genetic,Manes.07G065400,9.090365282,-0.632646452,0.212945685,-2.970928725,0.002969007,0.043333024,-,,,,NA,(1 of 2) PTHR23201:SF15 - GIBBERELLIN-REGULATED PROTEIN 7,,,,PF02704,PTHR23201 PTHR23201:SF15,Gibberellin-regulated family protein
non-genetic,Manes.13G069350,341.177289,-0.564792839,0.19018344,-2.969726694,0.002980648,0.043333024,-,PWY-1001,cellulose biosynthesis,membrane; cellulose synthase (UDP-forming) activity; cellulose biosynthetic process,NA,(1 of 1) PTHR13301//PTHR13301:SF53 - X-BOX TRANSCRIPTION FACTOR-RELATED // CELLULOSE SYNTHASE-LIKE PROTEIN B1-RELATED,GO:0016020 GO:0016760 GO:0030244,,,PF03552,PTHR13301 PTHR13301:SF53,cellulose synthase-like B4
non-genetic,Manes.14G098000,210.4370388,-0.585254842,0.196979938,-2.97113934,0.002966971,0.043333024,-,,,DNA binding; DNA-binding transcription factor activity; regulation of DNA-templated transcription,NA,(1 of 2) PTHR31140//PTHR31140:SF3 - FAMILY NOT NAMED // AP2/ERF AND B3 DOMAIN-CONTAINING TRANSCRIPTION REPRESSOR RAV2-RELATED,GO:0003677 GO:0003700 GO:0006355,,K09287,PF00847 PF02362,PTHR31140 PTHR31140:SF3,AP2/B3 transcription factor family protein
non-genetic,Manes.04G118400,10.85569477,-0.687350589,0.232788164,-2.952687008,0.003150212,0.044593392,-,,,,NA,,,,,,PTHR34198,
non-genetic,Manes.06G144300,152.4542222,-0.816915397,0.279150153,-2.926437215,0.003428687,0.0469787,-,,,protein binding,NA,(1 of 2) PTHR31960:SF5 - F-BOX PROTEIN PP2-A14,GO:0005515,,,PF14299,PTHR31960 PTHR31960:SF5,phloem protein 2-A14
non-genetic,Manes.11G155400,31.65798162,0.610327129,0.209766843,2.90955006,0.003619494,0.048198948,+,TRIGLSYN-PWY; PWY-7416,"diacylglycerol and triacylglycerol biosynthesis; phospholipid remodeling (phosphatidylcholine, yeast)",lipid metabolic process; O-acyltransferase activity,NA,(1 of 2) PTHR11440//PTHR11440:SF54 - LECITHIN-CHOLESTEROL ACYLTRANSFERASE-RELATED // PHOSPHOLIPID:DIACYLGLYCEROL ACYLTRANSFERASE 2-RELATED,GO:0006629 GO:0008374,KOG2369,K00679,PF02450,PTHR11440 PTHR11440:SF54,Lecithin:cholesterol acyltransferase family protein
non-genetic,Manes.02G151000,105.5872309,-0.710624001,0.244629039,-2.904904522,0.003673651,0.048598025,-,,,,NA,"(1 of 5) PTHR31279//PTHR31279:SF3 - FAMILY NOT NAMED // (PHI-1) PROTEIN, PUTATIVE-RELATED",,,,PF04674,PTHR31279 PTHR31279:SF3,Phosphate-responsive 1 family protein
non-genetic,Manes.14G145700,15.04933277,-1.043432889,0.359670803,-2.901077542,0.003718818,0.049074358,-,,,"hydrolase activity, hydrolyzing O-glycosyl compounds; cell wall; carbohydrate metabolic process; xyloglucan metabolic process; xyloglucan:xyloglucosyl transferase activity; cell wall biogenesis; apoplast",NA,(1 of 13) K14504 - xyloglucan:xyloglucosyl transferase TCH4 (TCH4),GO:0004553 GO:0005618 GO:0005975 GO:0006073 GO:0010411 GO:0016762 GO:0042546 GO:0048046,,K08235 K14504,PF00722 PF06955,PTHR31062 PTHR31062:SF32,xyloglucan endotransglycosylase 6
