TAG_type,locusName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,direction,Pathways,Pathways_Desc,GODescription,class,Description,GO,KOG,KO,Pfam,Panther,Best-hit-arabi-defline
genetic,Manes.17G014801,1.407263302,-1.889381544,0.293938629,-6.427809604,1.29E-10,7.37E-09,-,,,protein serine/threonine phosphatase activity; GTP binding; protein dephosphorylation,NA,(1 of 14) PTHR13832:SF286 - PROTEIN PHOSPHATASE 2C 33-RELATED,GO:0004722 GO:0005525 GO:0006470,,,PF00025,PTHR13832 PTHR13832:SF286,
genetic,Manes.18G012500,6.724525413,-0.791959327,0.123231367,-6.426605049,1.30E-10,7.41E-09,-,,,ATP binding; protein folding; response to stress; unfolded protein binding,NA,(1 of 2) PTHR11528:SF45 - ENDOPLASMIN HOMOLOG,GO:0005524 GO:0006457 GO:0006950 GO:0051082,,K09487,PF00183 PF02518,PTHR11528 PTHR11528:SF45,Chaperone protein htpG family protein
genetic,Manes.02G070700,5.686600356,0.913619706,0.142206656,6.424591731,1.32E-10,7.46E-09,+,,,,NA,(1 of 2) 3.5.1.94 - Gamma-glutamyl-gamma-aminobutyrate hydrolase / Gamma-glutamyl-GABA hydrolase,,,,PF00117,PTHR11922 PTHR11922:SF38,Class I glutamine amidotransferase-like superfamily protein
genetic,Manes.10G105600,13.22128703,0.696655853,0.108507469,6.420349285,1.36E-10,7.61E-09,+,,,,NA,,,,,,PTHR31060 PTHR31060:SF4,
genetic,Manes.03G059601,380.7229962,0.638561105,0.099745098,6.401929695,1.53E-10,8.56E-09,+,,,,NA,(1 of 19) PF10604 - Polyketide cyclase / dehydrase and lipid transport (Polyketide_cyc2),,,,PF10604,PTHR33789,Polyketide cyclase/dehydrase and lipid transport superfamily protein
genetic,Manes.14G026100,97.59307115,0.548752673,0.085933928,6.38575111,1.71E-10,9.37E-09,+,,,,NA,"(1 of 4) PF03763//PF03766 - Remorin, C-terminal region (Remorin_C) // Remorin, N-terminal region (Remorin_N)",,,,PF03763 PF03766,PTHR31775,Remorin family protein
genetic,Manes.05G005340,84.92776156,0.51082485,0.080747309,6.326215184,2.51E-10,1.33E-08,+,,,DNA binding; regulation of DNA-templated transcription,NA,(1 of 18) PTHR31989//PTHR31989:SF21 - FAMILY NOT NAMED // NAC TRANSCRIPTION FACTOR-LIKE 9,GO:0003677 GO:0006355,,,PF02365,PTHR31989 PTHR31989:SF21,
genetic,Manes.06G149700,2.02860242,-1.013247166,0.160526821,-6.312011671,2.75E-10,1.45E-08,-,,,,NA,,,,,,PTHR34937 PTHR34937:SF2,
genetic,Manes.15G151500,2.276522524,0.75587805,0.119777664,6.310676187,2.78E-10,1.46E-08,+,,,DNA binding; regulation of DNA-templated transcription,NA,(1 of 2) PTHR31079:SF2 - F4P13.14 PROTEIN-RELATED,GO:0003677 GO:0006355,,,PF02365,PTHR31079 PTHR31079:SF2,NAC domain containing protein 44
genetic,Manes.14G035200,12.34235985,0.571043894,0.090629341,6.300872189,2.96E-10,1.54E-08,+,,,copper ion binding; oxidoreductase activity,NA,(1 of 2) PTHR11709//PTHR11709:SF123 - MULTI-COPPER OXIDASE // MONOCOPPER OXIDASE-LIKE PROTEIN SKS1-RELATED,GO:0005507 GO:0016491 GO:0055114,,,PF00394 PF07731 PF07732,PTHR11709 PTHR11709:SF123,SKU5 similar 1
genetic,Manes.09G186000,1.257499564,1.35388416,0.215082711,6.29471403,3.08E-10,1.60E-08,+,,,,NA,(1 of 2) PTHR31373//PTHR31373:SF0 - FAMILY NOT NAMED // EMB|CAB86628.1,,,,PF11443,PTHR31373 PTHR31373:SF0,"Uncharacterised conserved protein UCP015417,  vWA"
genetic,Manes.17G076700,169.8720095,0.876403197,0.14024313,6.249170271,4.13E-10,2.11E-08,+,,,,NA,(1 of 115) PF00226 - DnaJ domain (DnaJ),,,,PF00226,PTHR24078,Chaperone DnaJ-domain superfamily protein
genetic,Manes.15G140300,751.13776,-0.603039935,0.096586677,-6.243510542,4.28E-10,2.18E-08,-,,,,NA,(1 of 1) PTHR33122:SF8 - NON-SPECIFIC LIPID-TRANSFER PROTEIN,,,,PF14368,PTHR33122 PTHR33122:SF8,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
genetic,Manes.15G105400,97.25682888,0.553064989,0.088827306,6.226294744,4.78E-10,2.41E-08,+,,,,NA,(1 of 5) PTHR16007//PTHR16007:SF29 - EPIDIDYMAL MEMBRANE PROTEIN E9-RELATED // SUBFAMILY NOT NAMED,,,,PF04819,PTHR16007 PTHR16007:SF29,Family of unknown function (DUF716)
genetic,Manes.06G046875,22.4888433,0.544384114,0.087925411,6.191430995,5.96E-10,2.92E-08,+,,,,NA,,,,,,,
genetic,Manes.14G151300,4.638932553,0.81301719,0.131789123,6.169076539,6.87E-10,3.32E-08,+,,,,NA,(1 of 43) PF05553 - Cotton fibre expressed protein (DUF761),,,,PF05553,PTHR33098 PTHR33098:SF3,(1 of 28) PF05553 - Cotton fibre expressed protein (DUF761)
genetic,Manes.16G117200,6.1592723,-0.793738113,0.129487461,-6.129845378,8.80E-10,4.13E-08,-,PWY-2724; PWY-6054; PWY66-21; PWY66-389,alkane oxidation; dimethylsulfoniopropanoate biosynthesis I (Wollastonia); ethanol degradation II; phytol degradation,metabolic process; oxidoreductase activity,NA,(1 of 2) K12355 - coniferyl-aldehyde dehydrogenase (REF1),GO:0008152 GO:0016491 GO:0055114,,K12355,PF00171,PTHR11699 PTHR11699:SF182,aldehyde dehydrogenase 2C4
genetic,Manes.14G004100,23.03516298,-1.483296548,0.243065111,-6.10246589,1.04E-09,4.82E-08,-,,,ATP binding; membrane; ATP hydrolysis activity,NA,(1 of 3) PTHR19241//PTHR19241:SF247 - ATP-BINDING CASSETTE TRANSPORTER // SUBFAMILY NOT NAMED,GO:0005524 GO:0016020 GO:0016887,,,PF00005 PF01061,PTHR19241 PTHR19241:SF247,ABC-2 type transporter family protein
genetic,Manes.01G051530,29.6116873,0.547222852,0.089705376,6.100223619,1.06E-09,4.86E-08,+,,,,NA,(1 of 67) PF03168 - Late embryogenesis abundant protein (LEA_2),,,,PF03168,PTHR31852 PTHR31852:SF10,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
genetic,Manes.18G022300,12.5993628,-0.813414824,0.133563493,-6.090098474,1.13E-09,5.15E-08,-,PWY-5152; PWY1F-823,leucodelphinidin biosynthesis; leucopelargonidin and leucocyanidin biosynthesis,catalytic activity,NA,(1 of 2) K13082 - bifunctional dihydroflavonol 4-reductase/flavanone 4-reductase (DFR),GO:0003824 GO:0050662,KOG1502,K13082,PF01370,PTHR10366 PTHR10366:SF276,dihydroflavonol 4-reductase
genetic,Manes.03G048300,6.794754961,0.669510467,0.11019763,6.075543247,1.24E-09,5.57E-08,+,,,protein kinase activity; protein tyrosine kinase activity; protein binding; ATP binding; protein phosphorylation,NA,(1 of 25) PF07714//PF08263//PF13855 - Protein tyrosine kinase (Pkinase_Tyr) // Leucine rich repeat N-terminal domain (LRRNT_2) // Leucine rich repeat (LRR_8),GO:0004672 GO:0004713 GO:0005515 GO:0005524 GO:0006468,KOG1187,,PF07714 PF08263 PF13855,PTHR27008 PTHR27008:SF26,
genetic,Manes.02G118300,4.706502915,1.377942187,0.227612497,6.053895129,1.41E-09,6.29E-08,+,,,transporter activity; transport; membrane,NA,(1 of 3) PTHR19139//PTHR19139:SF30 - AQUAPORIN TRANSPORTER // AQUAPORIN TIP3-1-RELATED,GO:0005215 GO:0006810 GO:0016020,KOG0223,K09873,PF00230,PTHR19139 PTHR19139:SF30,beta-tonoplast intrinsic protein
genetic,Manes.10G141500,14.16592077,0.581715586,0.096291118,6.041217464,1.53E-09,6.75E-08,+,,,ADP binding,NA,(1 of 86) PTHR23155//PTHR23155:SF563 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,GO:0043531,KOG4658,,PF00931,PTHR23155 PTHR23155:SF563,
genetic,Manes.15G011300,3.912714257,-1.078490867,0.178627034,-6.037668789,1.56E-09,6.87E-08,-,,,,NA,(1 of 3) PTHR10791//PTHR10791:SF29 - RAG1-ACTIVATING PROTEIN 1 // BIDIRECTIONAL SUGAR TRANSPORTER SWEET16-RELATED,,KOG1623,K15382,PF03083,PTHR10791 PTHR10791:SF29,Nodulin MtN3 family protein
genetic,Manes.02G216800,15.33015892,-0.612123045,0.101692865,-6.019331286,1.75E-09,7.58E-08,-,PWY-2902,cytokinin-<i>O</i>-glucosides biosynthesis,metabolic process; hexosyltransferase activity,NA,(1 of 2) PTHR11926:SF176 - UDP-GLYCOSYLTRANSFERASE 87A2,GO:0008152 GO:0016758,KOG1192,,PF00201,PTHR11926 PTHR11926:SF176,UDP-Glycosyltransferase superfamily protein
genetic,Manes.07G023100,18.28534416,0.632255713,0.105369698,6.000356132,1.97E-09,8.38E-08,+,,,nucleic acid binding; protein binding,NA,(1 of 2) PTHR22891//PTHR22891:SF4 - EUKARYOTIC TRANSLATION INITIATION FACTOR 2C // PROTEIN ARGONAUTE 2-RELATED,GO:0003676 GO:0005515,,K11593,PF02170 PF02171 PF08699 PF16486 PF16488,PTHR22891 PTHR22891:SF4,
genetic,Manes.06G157500,1.395914492,-0.971224711,0.162139855,-5.990043051,2.10E-09,8.89E-08,-,,,,NA,(1 of 4) PTHR10641//PTHR10641:SF620 - MYB-LIKE DNA-BINDING PROTEIN MYB // SUBFAMILY NOT NAMED,,,K09422,PF00249,PTHR10641 PTHR10641:SF620,
genetic,Manes.16G085300,10.16614222,-0.852257894,0.142507,-5.980463381,2.23E-09,9.37E-08,-,,,,NA,(1 of 3) PTHR21654//PTHR21654:SF19 - FAMILY NOT NAMED // DUPLICATED HOMEODOMAIN-LIKE SUPERFAMILY PROTEIN,,,,PF13837,PTHR21654 PTHR21654:SF19,
genetic,Manes.04G068400,11.78963396,0.62822565,0.105928404,5.930662857,3.02E-09,1.23E-07,+,,,electron transfer activity,NA,(1 of 57) PF02298 - Plastocyanin-like domain (Cu_bind_like),GO:0009055,,,PF02298,PTHR33021 PTHR33021:SF31,
genetic,Manes.11G131600,14.42011597,1.187733543,0.200493812,5.924040908,3.14E-09,1.28E-07,+,,,DNA binding; regulation of DNA-templated transcription,NA,"(1 of 45) PF02701 - Dof domain, zinc finger (zf-Dof)",GO:0003677 GO:0006355,,,PF02701,PTHR31992 PTHR31992:SF17,Dof-type zinc finger DNA-binding family protein
genetic,Manes.04G152300,2.730933693,-1.13082572,0.190948548,-5.922148827,3.18E-09,1.29E-07,-,,,nucleotide binding; ATP biosynthetic process; ATP hydrolysis activity; metal ion binding,NA,"(1 of 4) PTHR24093:SF355 - ATPASE 1, PLASMA MEMBRANE-TYPE-RELATED",GO:0000166 GO:0006754 GO:0016021 GO:0016887 GO:0046872,,K01535,PF00122 PF00690 PF00702,PTHR24093 PTHR24093:SF355,autoinhibited H(+)-ATPase isoform 10
genetic,Manes.01G146800,64.66463415,-0.521885097,0.088165811,-5.919359113,3.23E-09,1.30E-07,-,,,,NA,(1 of 36) PF00314 - Thaumatin family (Thaumatin),,,,PF00314,PTHR31048 PTHR31048:SF3,Pathogenesis-related thaumatin superfamily protein
genetic,Manes.13G011600,4.532530618,-0.753580164,0.127984303,-5.888067123,3.91E-09,1.55E-07,-,PWY-5963,thio-molybdenum cofactor biosynthesis,,NA,(1 of 11) 2.8.1.9 - Molybdenum cofactor sulfurtransferase / Molybdenum cofactor sulfurase,,,,,PTHR14237,
genetic,Manes.06G128100,3146.978919,0.534429694,0.090816772,5.884702564,3.99E-09,1.58E-07,+,,,,NA,,,,,,PTHR33919 PTHR33919:SF2,
genetic,Manes.15G180400,9.937589711,-0.598540883,0.101942138,-5.871378555,4.32E-09,1.71E-07,-,,,transporter activity; transport; membrane,NA,(1 of 7) PTHR11654//PTHR11654:SF59 - OLIGOPEPTIDE TRANSPORTER-RELATED // PROTEIN NRT1/ PTR FAMILY 2.10-RELATED,GO:0005215 GO:0006810 GO:0016020,,K14638,PF00854,PTHR11654 PTHR11654:SF59,
genetic,Manes.11G042500,1.357185259,-1.177717756,0.200623073,-5.870300661,4.35E-09,1.71E-07,-,,,protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation,NA,(1 of 1569) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase,GO:0004672 GO:0004713 GO:0005524 GO:0006468,KOG1187,,PF00069,PTHR27001,
genetic,Manes.05G160200,12.59729918,0.625643855,0.106844587,5.855643938,4.75E-09,1.85E-07,+,,,,NA,,,,,,,
genetic,Manes.11G100300,8.309678341,0.61760727,0.105789621,5.83807056,5.28E-09,2.04E-07,+,,,,NA,(1 of 1) PTHR22950//PTHR22950:SF299 - AMINO ACID TRANSPORTER // SUBFAMILY NOT NAMED,,KOG1303,,PF01490,PTHR22950 PTHR22950:SF299,
genetic,Manes.15G003500,6.771798985,-0.642685837,0.110357097,-5.823692827,5.76E-09,2.22E-07,-,,,polysaccharide binding,NA,(1 of 7) PF13947//PF14380 - Wall-associated receptor kinase galacturonan-binding (GUB_WAK_bind) // Wall-associated receptor kinase C-terminal (WAK_assoc),GO:0030247,,,PF13947 PF14380,PTHR33355 PTHR33355:SF6,(1 of 3) PF13947//PF14380 - Wall-associated receptor kinase galacturonan-binding (GUB_WAK_bind)  // Wall-associated receptor kinase C-terminal (WAK_assoc)
genetic,Manes.10G127300,3061.148409,0.720477908,0.123814369,5.819016906,5.92E-09,2.27E-07,+,,,,NA,(1 of 3) PTHR11527//PTHR11527:SF135 - SMALL HEAT-SHOCK PROTEIN  HSP20  FAMILY // 22.0 KDA HEAT SHOCK PROTEIN,,,K13993,PF00011,PTHR11527 PTHR11527:SF135,HSP20-like chaperones superfamily protein
genetic,Manes.04G130100,8.025800009,-0.651322911,0.112023638,-5.814156042,6.09E-09,2.33E-07,-,,,DNA binding; lipid binding,NA,(1 of 2) PTHR24326:SF272 - HOMEOBOX-LEUCINE ZIPPER PROTEIN GLABRA 2,GO:0003677 GO:0008289,KOG0484,K09338,PF00046 PF01852,PTHR24326 PTHR24326:SF272,HD-ZIP IV family of homeobox-leucine zipper protein with lipid-binding START domain
genetic,Manes.01G115400,3.275812907,-0.908597635,0.156920989,-5.790160003,7.03E-09,2.67E-07,-,,,,NA,(1 of 2) PTHR10641//PTHR10641:SF550 - MYB-LIKE DNA-BINDING PROTEIN MYB // SUBFAMILY NOT NAMED,,KOG0048,K09422,PF00249,PTHR10641 PTHR10641:SF550,
genetic,Manes.07G140900,8.972588375,-0.882898706,0.153082137,-5.767483541,8.05E-09,3.00E-07,-,PWY1F-FLAVSYN; PWY-5059; PWY-6787,flavonoid biosynthesis; pinobanksin biosynthesis; flavonoid biosynthesis (in equisetum),intramolecular lyase activity,NA,(1 of 1) PTHR28039:SF4 - CHALCONE--FLAVONONE ISOMERASE 3-RELATED,GO:0016872,,,PF02431,PTHR28039 PTHR28039:SF4,Chalcone-flavanone isomerase family protein
genetic,Manes.04G127667,1.184068987,-1.729559522,0.300032311,-5.764577538,8.19E-09,3.04E-07,-,,,protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation,NA,(1 of 1569) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase,GO:0004672 GO:0004713 GO:0005524 GO:0006468,,,PF00069,PTHR27001,
genetic,Manes.04G113900,155.0373695,-0.524633448,0.09177577,-5.71647011,1.09E-08,3.91E-07,-,PWY-7039; LIPASYN-PWY; PWY-3561,"phosphatidate metabolism, as a signaling molecule; phospholipases; choline biosynthesis III",catalytic activity; phospholipase D activity; calcium ion binding; protein binding; membrane; phosphatidylcholine metabolic process,NA,(1 of 3) PTHR18896:SF11 - PHOSPHOLIPASE D ALPHA 1-RELATED,GO:0003824 GO:0004630 GO:0005509 GO:0005515 GO:0016020 GO:0046470,,K01115,PF00168 PF00614 PF12357,PTHR18896 PTHR18896:SF11,phospholipase D alpha 1
genetic,Manes.06G167400,16.61153787,-0.503960798,0.088387205,-5.701739254,1.19E-08,4.23E-07,-,,,,NA,(1 of 44) PF03140 - Plant protein of unknown function (DUF247),,,,PF03140,PTHR31549 PTHR31549:SF2,
genetic,Manes.13G028600,0.710851956,-1.505144053,0.264275525,-5.695359241,1.23E-08,4.38E-07,-,PWY-1081,homogalacturonan degradation,polygalacturonase activity; carbohydrate metabolic process,NA,(1 of 2) PTHR31375:SF46 - PECTIN LYASE-LIKE PROTEIN,GO:0004650 GO:0005975,,,PF00295,PTHR31375 PTHR31375:SF46,Pectin lyase-like superfamily protein
genetic,Manes.10G034500,3.562239813,0.629018928,0.110476387,5.693695685,1.24E-08,4.41E-07,+,PWY-5084,2-oxoglutarate decarboxylation to succinyl-CoA,"oxoglutarate dehydrogenase (succinyl-transferring) activity; tricarboxylic acid cycle; metabolic process; oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor; thiamine pyrophosphate binding",NA,(1 of 3) 1.2.4.2 - Oxoglutarate dehydrogenase (succinyl-transferring) / Oxoglutarate dehydrogenase (lipoamide),GO:0004591 GO:0006099 GO:0008152 GO:0016624 GO:0030976 GO:0055114,,K00164,PF00676 PF02779 PF16078 PF16870,PTHR23152 PTHR23152:SF8,
genetic,Manes.02G110400,17.08845555,-0.54601377,0.096016155,-5.686686476,1.30E-08,4.58E-07,-,,,,NA,,,,,,PTHR33872 PTHR33872:SF1,
genetic,Manes.14G118700,9.162589836,-0.824515393,0.145707173,-5.658715201,1.53E-08,5.34E-07,-,,,oxidoreductase activity,NA,"(1 of 2) PTHR10209//PTHR10209:SF218 - OXIDOREDUCTASE, 2OG-FE II  OXYGENASE FAMILY PROTEIN // SUBFAMILY NOT NAMED",GO:0016491 GO:0055114,KOG0143,,PF03171 PF14226,PTHR10209 PTHR10209:SF218,
genetic,Manes.06G010675,10.6838706,1.86040931,0.329020382,5.654389247,1.56E-08,5.43E-07,+,,,protein kinase activity; protein serine/threonine kinase activity; protein tyrosine kinase activity; protein binding; ATP binding; protein phosphorylation; recognition of pollen,NA,(1 of 35) PTHR27002//PTHR27002:SF84 - FAMILY NOT NAMED // ATP BINDING / PROTEIN KINASE-RELATED,GO:0004672 GO:0004674 GO:0004713 GO:0005515 GO:0005524 GO:0006468 GO:0048544,KOG1187,,PF00954 PF01453 PF07714 PF08276,PTHR27002 PTHR27002:SF84,
genetic,Manes.01G238300,10.02593236,0.671699452,0.118921765,5.648246591,1.62E-08,5.61E-07,+,,,DNA binding; regulation of DNA-templated transcription,NA,(1 of 18) PTHR31989:SF21 - NAC TRANSCRIPTION FACTOR-LIKE 9,GO:0003677 GO:0006355,,,PF02365,PTHR31989 PTHR31989:SF21,
genetic,Manes.06G006500,11.15406207,0.879950891,0.156152257,5.635210823,1.75E-08,5.99E-07,+,,,"monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,(1 of 11) PTHR24296:SF1 - ALKANE HYDROXYLASE CYP96A15-RELATED,GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114,KOG0157,,PF00067,PTHR24296 PTHR24296:SF1,
genetic,Manes.08G073600,4.861526046,0.843170618,0.149842384,5.627050189,1.83E-08,6.26E-07,+,,,protein binding; zinc ion binding,NA,(1 of 3) PTHR10857:SF34 - COPINE (CALCIUM-DEPENDENT PHOSPHOLIPID-BINDING PROTEIN) FAMILY PROTEIN,GO:0005515 GO:0008270,KOG4172,K16280,PF07002,PTHR10857 PTHR10857:SF34,
genetic,Manes.08G166600,8.497072774,-0.722013949,0.128329937,-5.626231625,1.84E-08,6.26E-07,-,,,,NA,(1 of 2) PTHR31087:SF22 - PROTEIN LURP-ONE-RELATED 8,,,,PF04525,PTHR31087 PTHR31087:SF22,Protein of unknown function (DUF567)
genetic,Manes.09G024786,5.944655259,0.651403537,0.115781325,5.626153745,1.84E-08,6.26E-07,+,,,,NA,(1 of 86) PTHR23155//PTHR23155:SF563 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,,,,,PTHR23155 PTHR23155:SF563,
genetic,Manes.11G071600,10.80941437,0.650165807,0.115743453,5.617300913,1.94E-08,6.54E-07,+,PWY-7511,protein ubiquitylation,ubiquitin-protein transferase activity; protein binding; zinc ion binding; protein ubiquitination; metal ion binding,NA,(1 of 5) K11975 - E3 ubiquitin-protein ligase RNF144 [EC:6.3.2.19] (RNF144),GO:0004842 GO:0005515 GO:0008270 GO:0016567 GO:0046872,,K11975,PF00097 PF01485,PTHR11685 PTHR11685:SF149,RING/U-box superfamily protein
genetic,Manes.15G154400,341.0388416,0.669144968,0.119348907,5.606628362,2.06E-08,6.93E-07,+,,,,NA,(1 of 1) PTHR11527//PTHR11527:SF126 - SMALL HEAT-SHOCK PROTEIN  HSP20  FAMILY // SUBFAMILY NOT NAMED,,,K13993,PF00011,PTHR11527 PTHR11527:SF126,
genetic,Manes.06G027400,3.242085846,-0.993195793,0.177352075,-5.60013629,2.14E-08,7.15E-07,-,,,protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation; signal transduction,NA,(1 of 25) PF03822//PF14531 - NAF domain (NAF) // Kinase-like (Kinase-like),GO:0004672 GO:0004713 GO:0005524 GO:0006468 GO:0007165,KOG0583,,PF03822 PF14531,PTHR24343 PTHR24343:SF123,CBL-interacting protein kinase 21
genetic,Manes.03G022200,3.716608304,0.649183438,0.11637117,5.578558989,2.43E-08,8.06E-07,+,,,,NA,"(1 of 2) PTHR34282//PTHR34282:SF2 - FAMILY NOT NAMED // GENOMIC DNA, CHROMOSOME 3, P1 CLONE:MSD24",,,,PF14383,PTHR34282 PTHR34282:SF2,"(1 of 1) PTHR34282:SF2 - GENOMIC DNA, CHROMOSOME 3, P1 CLONE:MSD24"
genetic,Manes.02G046000,6.084337505,0.587031974,0.10540995,5.569037591,2.56E-08,8.47E-07,+,,,structural constituent of ribosome; intracellular anatomical structure; ribosome; translation,NA,(1 of 3) PTHR10759//PTHR10759:SF1 - 60S RIBOSOMAL PROTEIN L34 // SUBFAMILY NOT NAMED,GO:0003735 GO:0005622 GO:0005840 GO:0006412,,,PF07891,PTHR10759 PTHR10759:SF1,Protein of unknown function (DUF1666)
genetic,Manes.04G127100,8.239487509,-1.043803752,0.187450566,-5.568421457,2.57E-08,8.48E-07,-,,,protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation,NA,(1 of 26) K04730 - interleukin-1 receptor-associated kinase 1 (IRAK1),GO:0004672 GO:0004713 GO:0005524 GO:0006468,KOG1187,K04730,PF00069,PTHR27001,
genetic,Manes.10G015100,3.906631479,0.697798981,0.125392279,5.564927816,2.62E-08,8.63E-07,+,,,,NA,(1 of 4) PTHR34271:SF1 - NUCLEOLAR HISTONE METHYLTRANSFERASE-RELATED PROTEIN,GO:0018024,,,PF10440,PTHR34271 PTHR34271:SF1,
genetic,Manes.03G150000,13.48376108,-0.718510535,0.12931851,-5.55613063,2.76E-08,9.00E-07,-,PWY1F-FLAVSYN; PWY-6787,flavonoid biosynthesis; flavonoid biosynthesis (in equisetum),"lipid biosynthetic process; biosynthetic process; acyltransferase activity, transferring groups other than amino-acyl groups",NA,(1 of 5) K00660 - chalcone synthase (CHS),GO:0008610 GO:0009058 GO:0016747,,K00660,PF00195 PF08541,PTHR11877 PTHR11877:SF27,Chalcone and stilbene synthase family protein
genetic,Manes.05G176700,36.26705893,-0.778000015,0.140247989,-5.547316734,2.90E-08,9.35E-07,-,,,,NA,"(1 of 4) PTHR27000:SF43 - GENOMIC DNA, CHROMOSOME 3, P1 CLONE: MLD14",,,,,PTHR27000 PTHR27000:SF43,
genetic,Manes.12G063000,13.75423436,0.690422111,0.124469501,5.546917956,2.91E-08,9.35E-07,+,,,,NA,(1 of 16) PTHR23130:SF80 - AUXIN-INDUCED IN ROOT CULTURES PROTEIN 12,GO:0016021,KOG4293,,PF03188 PF04526,PTHR23130 PTHR23130:SF80,
genetic,Manes.10G038000,21.82675863,0.588609309,0.106368487,5.533681332,3.14E-08,1.00E-06,+,,,,NA,(1 of 8) PF05056 - Protein of unknown function (DUF674) (DUF674),,,,PF05056,PTHR33103,
genetic,Manes.12G013400,4.574316141,0.503192969,0.09100593,5.529232777,3.22E-08,1.02E-06,+,,,protein kinase activity; protein tyrosine kinase activity; protein binding; ATP binding; protein phosphorylation,NA,(1 of 2) PTHR27008//PTHR27008:SF4 - FAMILY NOT NAMED // LEUCINE-RICH REPEAT PROTEIN KINASE FAMILY PROTEIN,GO:0004672 GO:0004713 GO:0005515 GO:0005524 GO:0006468,KOG1187,,PF07714 PF08263 PF13855,PTHR27008 PTHR27008:SF4,Leucine-rich repeat protein kinase family protein
genetic,Manes.03G120700,124.5964461,0.607413987,0.110032198,5.520329509,3.38E-08,1.07E-06,+,,,"mRNA splicing, via spliceosome; spliceosomal complex; cell redox homeostasis",NA,"(1 of 3) K12859 - U5 snRNP protein, DIM1 family (TXNL4A, DIB1)",GO:0000398 GO:0005681 GO:0045454,KOG3414,K12859,PF00085,PTHR12052,
genetic,Manes.15G128100,18.73366216,0.53206107,0.09648962,5.514179327,3.50E-08,1.10E-06,+,,,,NA,,,,,,PTHR36712 PTHR36712:SF1,
genetic,Manes.14G138300,64.70020335,-0.544668429,0.098844825,-5.510338318,3.58E-08,1.12E-06,-,,,,NA,,,,,,,
genetic,Manes.04G017700,424.2234566,-0.567813177,0.103152386,-5.50460538,3.70E-08,1.15E-06,-,,,,NA,,,,,,,
genetic,Manes.02G084100,5.756815401,-0.626745332,0.114211521,-5.487584152,4.07E-08,1.26E-06,-,,,,NA,,,,,,,
genetic,Manes.14G057700,2.831028273,-0.635844875,0.116495128,-5.458124174,4.81E-08,1.46E-06,-,PWY-5337,stachyose biosynthesis,,NA,(1 of 9) 2.4.1.82 - Galactinol--sucrose galactosyltransferase / Raffinose synthase,,,,PF05691,PTHR31268 PTHR31268:SF10,
genetic,Manes.07G098200,79.4566538,0.831113215,0.152364983,5.454752117,4.90E-08,1.48E-06,+,,,,NA,(1 of 31) PF03181 - BURP domain (BURP),,,,PF03181,PTHR31236 PTHR31236:SF4,unknown seed protein like 1
genetic,Manes.02G053000,212.9356082,-0.656187727,0.120410746,-5.449577801,5.05E-08,1.52E-06,-,,,extracellular region; plant-type cell wall organization,NA,(1 of 43) PF01357//PF03330 - Pollen allergen (Pollen_allerg_1) // Rare lipoprotein A (RlpA)-like double-psi beta-barrel (DPBB_1),GO:0005576 GO:0009664,,,PF01357 PF03330,PTHR31867,
genetic,Manes.10G139300,13.10980233,0.700562731,0.129106405,5.426243024,5.76E-08,1.70E-06,+,,,,NA,,,,,,PTHR33983,
genetic,Manes.13G125300,1.821176578,-0.854676606,0.157500803,-5.426490473,5.75E-08,1.70E-06,-,PWY-6824; PWY-5466; PWY-7445; PWY-7214,justicidin B biosynthesis; matairesinol biosynthesis; luteolin triglucuronide degradation; baicalein degradation (hydrogen peroxide detoxification),peroxidase activity; response to oxidative stress; heme binding,NA,(1 of 91) K00430 - peroxidase (E1.11.1.7),GO:0004601 GO:0006979 GO:0020037 GO:0055114,,K00430,PF00141,PTHR31388 PTHR31388:SF34,
genetic,Manes.17G083500,9.510796229,0.760011302,0.140049485,5.426734003,5.74E-08,1.70E-06,+,PWY-5381,pyridine nucleotide cycling (plants),hydrolase activity,NA,"(1 of 2) PTHR12629//PTHR12629:SF4 - DIPHOSPHOINOSITOL POLYPHOSPHATE PHOSPHOHYDROLASE // NUDIX HYDROLASE 17, MITOCHONDRIAL-RELATED",GO:0016787,KOG2839,K07766,PF00293,PTHR12629 PTHR12629:SF4,nudix hydrolase homolog 17
