gene_id,locusName,Description,colors,class
Manes.04G097500.v8.1,Manes.04G097500,(1 of 5) K11975 - E3 ubiquitin-protein ligase RNF144 [EC:6.3.2.19] (RNF144),blue,NA
Manes.04G097700.v8.1,Manes.04G097700,(1 of 7) PTHR11685//PTHR11685:SF149 - RBR FAMILY  RING FINGER AND IBR DOMAIN-CONTAINING // SUBFAMILY NOT NAMED,blue,NA
Manes.04G103500.v8.1,Manes.04G103500,NA,blue,NA
Manes.04G103600.v8.1,Manes.04G103600,(1 of 3) K02951 - small subunit ribosomal protein S12e (RP-S12e; RPS12),red,NA
Manes.04G103900.v8.1,Manes.04G103900,NA,magenta3,NA
Manes.04G105400.v8.1,Manes.04G105400,(1 of 1569) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase,red,NA
Manes.04G108800.v8.1,Manes.04G108800,NA,blue,NA
Manes.04G112700.v8.1,Manes.04G112700,NA,magenta3,NA
Manes.04G114300.v8.1,Manes.04G114300,(1 of 1) K03025 - DNA-directed RNA polymerase III subunit RPC6 (RPC6; POLR3F),blue,NA
Manes.04G114400.v8.1,Manes.04G114400,(1 of 21) PF01477 - PLAT/LH2 domain (PLAT),blue,NA
Manes.04G117000.v8.1,Manes.04G117000,(1 of 3) K07390 - monothiol glutaredoxin (grxD; GLRX5),red,NA
Manes.04G117200.v8.1,Manes.04G117200,NA,magenta3,NA
Manes.04G118100.v8.1,Manes.04G118100,NA,magenta3,NA
Manes.04G118600.v8.1,Manes.04G118600,(1 of 19) K11251 - histone H2A (H2A),red,NA
Manes.04G120500.v8.1,Manes.04G120500,(1 of 2) PTHR11751//PTHR11751:SF184 - SUBGROUP I AMINOTRANSFERASE RELATED // SUBFAMILY NOT NAMED,magenta3,NA
Manes.04G121200.v8.1,Manes.04G121200,(1 of 1) PF00515//PF12569 - Tetratricopeptide repeat (TPR_1) // NMDA receptor-regulated protein 1 (NARP1),magenta3,NA
Manes.04G122500.v8.1,Manes.04G122500,(1 of 2) K15304 - Ran-binding protein 3 (RANBP3),blue,NA
Manes.04G122700.v8.1,Manes.04G122700,(1 of 3) K17302 - coatomer; subunit beta' (COPB2; SEC27),blue,NA
Manes.04G124200.v8.1,Manes.04G124200,(1 of 4) PF02798//PF14497 - Glutathione S-transferase; N-terminal domain (GST_N) // Glutathione S-transferase; C-terminal domain (GST_C_3),blue,NA
Manes.04G124300.v8.1,Manes.04G124300,(1 of 14) PTHR11260//PTHR11260:SF317 - GLUTATHIONE S-TRANSFERASE; GST; SUPERFAMILY; GST DOMAIN CONTAINING // SUBFAMILY NOT NAMED,blue,NA
Manes.04G124400.v8.1,Manes.04G124400,NA,blue,NA
Manes.04G126300.v8.1,Manes.04G126300,(1 of 1569) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase,magenta3,NA
Manes.04G126462.v8.1,Manes.04G126462,NA,magenta3,NA
Manes.04G127100.v8.1,Manes.04G127100,(1 of 26) K04730 - interleukin-1 receptor-associated kinase 1 (IRAK1),magenta3,NA
Manes.04G127400.v8.1,Manes.04G127400,(1 of 26) K04730 - interleukin-1 receptor-associated kinase 1 (IRAK1),magenta3,NA
Manes.04G131700.v8.1,Manes.04G131700,(1 of 2) PTHR21514:SF0 - AP-4 COMPLEX ACCESSORY SUBUNIT TEPSIN,magenta3,NA
Manes.04G133900.v8.1,Manes.04G133900,(1 of 4) 1.1.1.40 - Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+)) / Pyruvic-malic carboxylase,moccasin,carb
Manes.04G134800.v8.1,Manes.04G134800,(1 of 2) PTHR10682//PTHR10682:SF24 - POLY A  POLYMERASE // SUBFAMILY NOT NAMED,magenta3,NA
Manes.04G135700.v8.1,Manes.04G135700,NA,magenta3,NA
Manes.04G138000.v8.1,Manes.04G138000,(1 of 2) K04354 - serine/threonine-protein phosphatase 2A regulatory subunit B (PPP2R2),blue,NA
Manes.04G141400.v8.1,Manes.04G141400,NA,blue,NA
Manes.04G141500.v8.1,Manes.04G141500,(1 of 5) K03257 - translation initiation factor 4A (EIF4A),blue,NA
Manes.04G141600.v8.1,Manes.04G141600,(1 of 2) 2.3.1.97 - Glycylpeptide N-tetradecanoyltransferase / Peptide N-tetradecanoyltransferase,skyblue3,NA
Manes.04G146000.v8.1,Manes.04G146000,(1 of 2) K03868 - RING-box protein 1 (RBX1; ROC1),blue,NA
Manes.04G146400.v8.1,Manes.04G146400,NA,red,NA
Manes.04G146500.v8.1,Manes.04G146500,(1 of 2) K02730 - 20S proteasome subunit alpha 1 (PSMA6),red,NA
Manes.04G149500.v8.1,Manes.04G149500,(1 of 2) PTHR11200//PTHR11200:SF122 - INOSITOL 5-PHOSPHATASE // PHOSPHOINOSITIDE PHOSPHATASE SAC3-RELATED,blue,NA
Manes.04G150900.v8.1,Manes.04G150900,(1 of 2) K00814 - alanine transaminase (GPT; ALT),blue,NA
Manes.04G151300.v8.1,Manes.04G151300,NA,blue,NA
Manes.04G151900.v8.1,Manes.04G151900,NA,red,NA
Manes.04G155400.v8.1,Manes.04G155400,(1 of 2) PTHR11413//PTHR11413:SF55 - CYSTATIN FAMILY MEMBER // CYSTEINE PROTEINASE INHIBITOR 6,blue,NA
Manes.04G157300.v8.1,Manes.04G157300,NA,blue,NA
Manes.04G161300.v8.1,Manes.04G161300,(1 of 2) K01354 - oligopeptidase B (ptrB),blue,NA
Manes.04G162000.v8.1,Manes.04G162000,(1 of 1) PTHR10799//PTHR10799:SF777 - SWI/SNF-RELATED MATRIX-ASSOCIATED ACTIN-DEPENDENT REGULATOR OF CHROMATIN SUBFAMILY-RELATED // DNA-BINDING PROTEIN-RELATED,blue,NA
Manes.04G163700.v8.1,Manes.04G163700,NA,blue,NA
Manes.04G165900.v8.1,Manes.04G165900,(1 of 4) PTHR23180:SF249 - ADP-RIBOSYLATION FACTOR GTPASE-ACTIVATING PROTEIN AGD11-RELATED,blue,NA
Manes.05G001600.v8.1,Manes.05G001600,NA,blue,NA
Manes.05G003600.v8.1,Manes.05G003600,(1 of 1) PTHR11731:SF117 - GLUTAMYL ENDOPEPTIDASE; CHLOROPLASTIC-RELATED,blue,NA
Manes.05G004000.v8.1,Manes.05G004000,(1 of 2) PTHR22884//PTHR22884:SF237 - SET DOMAIN PROTEINS // HISTONE-LYSINE N-METHYLTRANSFERASE E(Z),blue,NA
Manes.05G012000.v8.1,Manes.05G012000,(1 of 2) PTHR11183//PTHR11183:SF54 - GLYCOGENIN // SUBFAMILY NOT NAMED,blue,carb
Manes.05G009900.v8.1,Manes.05G009900,NA,blue,NA
Manes.05G009000.v8.1,Manes.05G009000,(1 of 1) PTHR30612//PTHR30612:SF4 - SECA INNER MEMBRANE COMPONENT OF SEC PROTEIN SECRETION SYSTEM // SUBFAMILY NOT NAMED,blue,NA
Manes.05G014800.v8.1,Manes.05G014800,(1 of 18) PTHR31989:SF21 - NAC TRANSCRIPTION FACTOR-LIKE 9,blue,NA
Manes.05G016200.v8.1,Manes.05G016200,(1 of 3) PTHR26402//PTHR26402:SF560 - RESPONSE REGULATOR OF TWO-COMPONENT SYSTEM // SUBFAMILY NOT NAMED,blue,NA
Manes.05G017300.v8.1,Manes.05G017300,(1 of 1) PTHR13878//PTHR13878:SF63 - GULONOLACTONE OXIDASE // L-GULONOLACTONE OXIDASE,red,NA
Manes.05G018900.v8.1,Manes.05G018900,(1 of 3) PTHR24298:SF46 - CYTOCHROME P450 78A6-RELATED,blue,NA
Manes.05G020000.v8.1,Manes.05G020000,(1 of 2) PTHR10891//PTHR10891:SF624 - EF-HAND CALCIUM-BINDING DOMAIN CONTAINING PROTEIN // CALCIUM-BINDING PROTEIN KIC,skyblue3,NA
Manes.05G020200.v8.1,Manes.05G020200,(1 of 1) PTHR13902//PTHR13902:SF58 - SERINE/THREONINE-PROTEIN KINASE WNK  WITH NO LYSINE -RELATED // SUBFAMILY NOT NAMED,blue,NA
Manes.05G020600.v8.1,Manes.05G020600,(1 of 45) PF02701 - Dof domain; zinc finger (zf-Dof),blue,NA
Manes.05G022900.v8.1,Manes.05G022900,(1 of 5) 2.3.1.20//2.3.1.75 - Diacylglycerol O-acyltransferase / Diglyceride acyltransferase // Long-chain-alcohol O-fatty-acyltransferase / Wax synthase,blue,NA
Manes.05G027500.v8.1,Manes.05G027500,(1 of 2) PTHR10706//PTHR10706:SF127 - F-BOX FAMILY PROTEIN // SUBFAMILY NOT NAMED,blue,NA
Manes.05G029701.v8.1,Manes.05G029701,(1 of 2) PTHR12100//PTHR12100:SF0 - SEC10 // EXOCYST COMPLEX COMPONENT 5,red,NA
Manes.05G035000.v8.1,Manes.05G035000,(1 of 4) K02920 - large subunit ribosomal protein L36e (RP-L36e; RPL36),red,NA
Manes.05G038000.v8.1,Manes.05G038000,NA,red,NA
Manes.05G043200.v8.1,Manes.05G043200,(1 of 2) PTHR10774//PTHR10774:SF51 - EXTENDED SYNAPTOTAGMIN-RELATED // C2 CALCIUM/LIPID-BINDING ENDONUCLEASE/EXONUCLEASE/PHOSPHATASE-RELATED,blue,NA
Manes.05G047400.v8.1,Manes.05G047400,NA,blue,NA
Manes.05G048800.v8.1,Manes.05G048800,(1 of 1) KOG0027//KOG0028 - Calmodulin and related proteins (EF-Hand superfamily) // Ca2+-binding protein (centrin/caltractin); EF-Hand superfamily protein,blue,NA
Manes.05G048900.v8.1,Manes.05G048900,(1 of 3) PTHR10809:SF50 - VESICLE-ASSOCIATED PROTEIN 1-1-RELATED,blue,NA
Manes.05G049700.v8.1,Manes.05G049700,(1 of 2) PTHR31692:SF3 - BETA EXPANSIN 6-RELATED,red,NA
Manes.05G049800.v8.1,Manes.05G049800,NA,red,NA
Manes.05G051800.v8.1,Manes.05G051800,(1 of 1) PTHR31934//PTHR31934:SF4 - FAMILY NOT NAMED // ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN,blue,carb
Manes.05G052400.v8.1,Manes.05G052400,(1 of 1) PTHR33977//PTHR33977:SF1 - FAMILY NOT NAMED // ZINC ION BINDING PROTEIN,blue,NA
Manes.05G053202.v8.1,Manes.05G053202,NA,blue,NA
Manes.05G055400.v8.1,Manes.05G055400,NA,skyblue3,NA
Manes.05G056701.v8.1,Manes.05G056701,NA,red,NA
Manes.05G059100.v8.1,Manes.05G059100,NA,red,NA
Manes.05G061400.v8.1,Manes.05G061400,(1 of 3) PTHR33509:SF5 - LATE EMBRYOGENESIS ABUNDANT 3 (LEA3) FAMILY PROTEIN,blue,NA
Manes.05G062600.v8.1,Manes.05G062600,NA,blue,NA
Manes.05G062700.v8.1,Manes.05G062700,(1 of 4) PTHR10353//PTHR10353:SF29 - GLYCOSYL HYDROLASE // BETA-GLUCOSIDASE 1-RELATED,red,carb
Manes.05G063000.v8.1,Manes.05G063000,(1 of 3) K16275 - E3 ubiquitin-protein ligase BAH [EC:6.3.2.19] (BAH; NLA),blue,NA
Manes.05G063300.v8.1,Manes.05G063300,NA,red,NA
Manes.05G063800.v8.1,Manes.05G063800,(1 of 4) 2.1.1.229 - tRNA (carboxymethyluridine(34)-5-O)-methyltransferase / tRNA methyltransferase 9,blue,NA
Manes.05G064500.v8.1,Manes.05G064500,NA,blue,NA
Manes.05G065500.v8.1,Manes.05G065500,(1 of 1) PTHR10593//PTHR10593:SF34 - SERINE/THREONINE-PROTEIN KINASE RIO // SUBFAMILY NOT NAMED,blue,NA
Manes.05G065650.v8.1,Manes.05G065650,(1 of 1) K02110 - F-type H+-transporting ATPase subunit c (ATPF0C; atpE),red,NA
Manes.05G066600.v8.1,Manes.05G066600,NA,magenta3,NA
Manes.05G067800.v8.1,Manes.05G067800,(1 of 3) K14485 - transport inhibitor response 1 (TIR1),red,NA
Manes.05G071600.v8.1,Manes.05G071600,(1 of 2) PF01429//PF07496 - Methyl-CpG binding domain (MBD) // CW-type Zinc Finger (zf-CW),magenta3,NA
Manes.05G071900.v8.1,Manes.05G071900,(1 of 1) PTHR13068//PTHR13068:SF24 - CGI-12 PROTEIN-RELATED // MITOCHONDRIAL TRANSCRIPTION TERMINATION FACTOR-LIKE PROTEIN BELAYA SMERT,skyblue3,NA
Manes.05G075700.v8.1,Manes.05G075700,NA,red,NA
Manes.05G076000.v8.1,Manes.05G076000,NA,blue,NA
Manes.05G076600.v8.1,Manes.05G076600,(1 of 4) K14319 - Ran GTPase-activating protein 1 (RANGAP1),blue,NA
Manes.05G077700.v8.1,Manes.05G077700,NA,red,NA
Manes.05G079200.v8.1,Manes.05G079200,(1 of 2) K02895 - large subunit ribosomal protein L24 (RP-L24; MRPL24; rplX),blue,NA
Manes.05G080400.v8.1,Manes.05G080400,(1 of 1) PTHR11814:SF60 - SULFATE TRANSPORTER 3.1-RELATED,magenta3,NA
Manes.05G080800.v8.1,Manes.05G080800,NA,blue,NA
Manes.05G081900.v8.1,Manes.05G081900,NA,red,NA
Manes.05G087400.v8.1,Manes.05G087400,(1 of 2) PTHR12791//PTHR12791:SF34 - GOLGI SNARE BET1-RELATED // SUBFAMILY NOT NAMED,blue,NA
Manes.05G089700.v8.1,Manes.05G089700,(1 of 49) PF00407 - Pathogenesis-related protein Bet v I family (Bet_v_1),red,NA
Manes.05G090700.v8.1,Manes.05G090700,(1 of 259) PF00076 - RNA recognition motif. (a.k.a. RRM; RBD; or RNP domain) (RRM_1),blue,NA
Manes.05G095400.v8.1,Manes.05G095400,NA,blue,NA
Manes.05G097001.v8.1,Manes.05G097001,(1 of 7) K15040 - voltage-dependent anion channel protein 2 (VDAC2),red,NA
Manes.05G100200.v8.1,Manes.05G100200,(1 of 2) K03869 - cullin 3 (CUL3),skyblue3,NA
Manes.05G103000.v8.1,Manes.05G103000,NA,red,NA
Manes.05G105800.v8.1,Manes.05G105800,(1 of 2) PTHR23257//PTHR23257:SF366 - SERINE-THREONINE PROTEIN KINASE // SUBFAMILY NOT NAMED,blue,NA
Manes.05G110700.v8.1,Manes.05G110700,NA,moccasin,NA
Manes.05G111300.v8.1,Manes.05G111300,(1 of 12) K15639 - PHYB activation tagged suppressor 1 (CYP734A1; BAS1),blue,NA
Manes.05G113000.v8.1,Manes.05G113000,(1 of 2) PTHR31096//PTHR31096:SF13 - FAMILY NOT NAMED // ACT DOMAIN-CONTAINING PROTEIN 5,blue,NA
Manes.05G115800.v8.1,Manes.05G115800,(1 of 4) K04710 - ceramide synthetase (CERS),blue,NA
Manes.05G116200.v8.1,Manes.05G116200,(1 of 9) 1.13.11.19 - Cysteamine dioxygenase / Persulfurase,blue,NA
Manes.05G117000.v8.1,Manes.05G117000,NA,red,NA
Manes.05G138900.v8.1,Manes.05G138900,(1 of 2) PTHR11005//PTHR11005:SF17 - LYSOSOMAL ACID LIPASE-RELATED // AB-HYDROLASE ASSOCIATED LIPASE REGION CONTAINING PROTEIN,red,NA
Manes.05G138400.v8.1,Manes.05G138400,NA,red,NA
Manes.05G113988.v8.1,Manes.05G113988,(1 of 2) PTHR12565//PTHR12565:SF94 - STEROL REGULATORY ELEMENT-BINDING PROTEIN // TRANSCRIPTION FACTOR BEE 3,skyblue3,NA
Manes.05G114400.v8.1,Manes.05G114400,NA,red,NA
Manes.05G120100.v8.1,Manes.05G120100,NA,red,NA
Manes.05G131700.v8.1,Manes.05G131700,(1 of 3) K02932 - large subunit ribosomal protein L5e (RP-L5e; RPL5),skyblue3,NA
Manes.05G121700.v8.1,Manes.05G121700,(1 of 4) 1.1.1.54//1.3.1.102//1.3.1.74 - Allyl-alcohol dehydrogenase // 2-alkenal reductase (NADP(+)) / NADPH-dependent alkenal/one oxidoreductase // 2-alkenal reductase (NAD(P)(+)) / NADPH:2-alkenal alpha;beta-hydrogenase,red,NA
Manes.05G123347.v8.1,Manes.05G123347,NA,blue,NA
Manes.05G114300.v8.1,Manes.05G114300,(1 of 1) PTHR10903:SF65 - AIG1 DOMAIN-CONTAINING PROTEIN-RELATED,blue,NA
Manes.05G114200.v8.1,Manes.05G114200,NA,red,NA
Manes.05G113900.v8.1,Manes.05G113900,NA,blue,NA
Manes.05G113300.v8.1,Manes.05G113300,(1 of 1) PTHR22884//PTHR22884:SF295 - SET DOMAIN PROTEINS // HISTONE-LYSINE N-METHYLTRANSFERASE SETD1A,blue,NA
Manes.05G136400.v8.1,Manes.05G136400,NA,blue,NA
Manes.05G125500.v8.1,Manes.05G125500,(1 of 1) PTHR22883//PTHR22883:SF72 - ZINC FINGER DHHC DOMAIN CONTAINING PROTEIN // PROTEIN S-ACYLTRANSFERASE 21,skyblue3,NA
Manes.05G135400.v8.1,Manes.05G135400,(1 of 9) K14500 - BR-signaling kinase (BSK),red,NA
Manes.05G140400.v8.1,Manes.05G140400,(1 of 4) PF00257 - Dehydrin (Dehydrin),blue,NA
Manes.05G146600.v8.1,Manes.05G146600,(1 of 3) PTHR11071//PTHR11071:SF250 - PEPTIDYL-PROLYL CIS-TRANS ISOMERASE // SUBFAMILY NOT NAMED,red,NA
Manes.05G148550.v8.1,Manes.05G148550,NA,red,NA
Manes.05G149100.v8.1,Manes.05G149100,(1 of 3) K12619 - 5'-3' exoribonuclease 2 (XRN2; RAT1),blue,NA
Manes.05G149400.v8.1,Manes.05G149400,(1 of 4) PTHR31374//PTHR31374:SF35 - FAMILY NOT NAMED // AUXIN-INDUCED PROTEIN-RELATED,blue,NA
Manes.05G151200.v8.1,Manes.05G151200,NA,red,NA
Manes.05G153000.v8.1,Manes.05G153000,(1 of 3) PTHR11945//PTHR11945:SF219 - MADS BOX PROTEIN // FLORAL HOMEOTIC PROTEIN APETALA 3,red,NA
Manes.05G153600.v8.1,Manes.05G153600,(1 of 3) 3.1.3.2//3.1.3.41//3.1.3.60 - Acid phosphatase / Phosphomonoesterase // 4-nitrophenylphosphatase // Phosphoenolpyruvate phosphatase,red,NA
Manes.05G154600.v8.1,Manes.05G154600,NA,blue,NA
Manes.05G159500.v8.1,Manes.05G159500,NA,blue,NA
Manes.05G159900.v8.1,Manes.05G159900,NA,blue,NA
Manes.05G160200.v8.1,Manes.05G160200,NA,blue,NA
Manes.05G160600.v8.1,Manes.05G160600,(1 of 3) PTHR32227:SF16 - GLUCAN ENDO-1;3-BETA-GLUCOSIDASE 7-RELATED,blue,carb
Manes.05G163100.v8.1,Manes.05G163100,(1 of 1) KOG2356 - Transcriptional activator; adenine-specific DNA methyltransferase,red,NA
Manes.05G163200.v8.1,Manes.05G163200,(1 of 152) PF02365 - No apical meristem (NAM) protein (NAM),blue,NA
Manes.05G164701.v8.1,Manes.05G164701,NA,magenta3,NA
Manes.05G172300.v8.1,Manes.05G172300,NA,red,NA
Manes.05G173500.v8.1,Manes.05G173500,NA,blue,NA
Manes.05G174700.v8.1,Manes.05G174700,(1 of 2) PTHR21493//PTHR21493:SF104 - CGI-141-RELATED/LIPASE CONTAINING PROTEIN // SUBFAMILY NOT NAMED,blue,NA
Manes.05G180000.v8.1,Manes.05G180000,NA,red,NA
Manes.05G182700.v8.1,Manes.05G182700,NA,red,NA
Manes.05G187100.v8.1,Manes.05G187100,(1 of 2) PTHR31734//PTHR31734:SF18 - FAMILY NOT NAMED // AUXIN-RESPONSIVE PROTEIN IAA8,blue,NA
Manes.05G193700.v8.1,Manes.05G193700,(1 of 1) K02293 - 15-cis-phytoene desaturase (PDS; crtP),blue,carot
Manes.05G195080.v8.1,Manes.05G195080,(1 of 2) PTHR22595:SF42 - CHITINASE-LIKE PROTEIN 1,red,carb
Manes.05G197600.v8.1,Manes.05G197600,(1 of 1) PTHR33231//PTHR33231:SF1 - FAMILY NOT NAMED // 30S RIBOSOMAL PROTEIN-RELATED,red,NA
Manes.05G201800.v8.1,Manes.05G201800,NA,blue,NA
Manes.05G203000.v8.1,Manes.05G203000,(1 of 1) PTHR32175:SF0 - P-LOOP CONTAINING NUCLEOSIDE TRIPHOSPHATE HYDROLASE FAMILY PROTEIN,blue,NA
Manes.05G207200.v8.1,Manes.05G207200,NA,blue,NA
Manes.06G004000.v8.1,Manes.06G004000,NA,red,NA
Manes.06G005200.v8.1,Manes.06G005200,(1 of 1) PF07005 - Putative sugar-binding N-terminal domain (DUF1537),red,carb
Manes.06G005300.v8.1,Manes.06G005300,(1 of 5) PTHR10722 - 60S RIBOSOMAL PROTEIN L19,blue,NA
Manes.06G006100.v8.1,Manes.06G006100,(1 of 4) 3.5.1.4 - Amidase / Acylase,red,NA
Manes.06G007500.v8.1,Manes.06G007500,NA,blue,NA
Manes.06G010600.v8.1,Manes.06G010600,NA,red,NA
Manes.06G010675.v8.1,Manes.06G010675,(1 of 35) PTHR27002//PTHR27002:SF84 - FAMILY NOT NAMED // ATP BINDING / PROTEIN KINASE-RELATED,moccasin,NA
Manes.06G012101.v8.1,Manes.06G012101,(1 of 1) PF13181//PF13424 - Tetratricopeptide repeat (TPR_8) // Tetratricopeptide repeat (TPR_12),red,NA
Manes.06G012225.v8.1,Manes.06G012225,NA,red,NA
Manes.06G012700.v8.1,Manes.06G012700,(1 of 2) K17893 - ubiquinol oxidase (AOX1; AOX2),blue,NA
Manes.06G013700.v8.1,Manes.06G013700,(1 of 2) PF08122 - NADH-ubiquinone oxidoreductase B12 subunit family (NDUF_B12),red,NA
Manes.06G017700.v8.1,Manes.06G017700,(1 of 16) K01537 - Ca2+-transporting ATPase (E3.6.3.8),blue,NA
Manes.06G020300.v8.1,Manes.06G020300,NA,blue,NA
Manes.06G023550.v8.1,Manes.06G023550,(1 of 2) K10739 - replication factor A2 (RFA2; RPA2),magenta3,NA
Manes.06G025800.v8.1,Manes.06G025800,(1 of 3) PTHR14155//PTHR14155:SF138 - RING FINGER DOMAIN-CONTAINING // GH10160P,red,NA
Manes.06G031900.v8.1,Manes.06G031900,NA,red,NA
Manes.06G032800.v8.1,Manes.06G032800,(1 of 1) K17908 - autophagy-related protein 18 (WIPI; ATG18),blue,NA
Manes.06G035100.v8.1,Manes.06G035100,(1 of 5) KOG1773 - Stress responsive protein,magenta3,NA
Manes.06G035575.v8.1,Manes.06G035575,(1 of 1) PTHR11802:SF87 - SERINE CARBOXYPEPTIDASE 24-RELATED,blue,NA
Manes.06G036300.v8.1,Manes.06G036300,NA,blue,NA
Manes.06G037700.v8.1,Manes.06G037700,NA,red,NA
Manes.06G038100.v8.1,Manes.06G038100,(1 of 1) PTHR35769:SF2 - CALCINEURIN-LIKE METALLO-PHOSPHOESTERASE SUPERFAMILY PROTEIN,skyblue3,NA
Manes.06G038600.v8.1,Manes.06G038600,NA,blue,NA
Manes.06G041000.v8.1,Manes.06G041000,(1 of 3) PTHR10766//PTHR10766:SF54 - TRANSMEMBRANE 9 SUPERFAMILY PROTEIN // ENDOMEMBRANE FAMILY PROTEIN 70,blue,NA
Manes.06G041200.v8.1,Manes.06G041200,(1 of 2) PTHR11850//PTHR11850:SF127 - HOMEOBOX PROTEIN TRANSCRIPTION FACTORS // SUBFAMILY NOT NAMED,blue,NA
Manes.06G041300.v8.1,Manes.06G041300,(1 of 2) PTHR22763//PTHR22763:SF49 - RING ZINC FINGER PROTEIN // SUBFAMILY NOT NAMED,moccasin,NA
Manes.06G041350.v8.1,Manes.06G041350,NA,red,NA
Manes.06G048400.v8.1,Manes.06G048400,NA,blue,NA
Manes.06G056600.v8.1,Manes.06G056600,(1 of 5) PTHR33021//PTHR33021:SF55 - FAMILY NOT NAMED // BLUE COPPER PROTEIN,blue,NA
Manes.06G048700.v8.1,Manes.06G048700,(1 of 2) PTHR19297//PTHR19297:SF98 - GLYCOSYLTRANSFERASE 14 FAMILY MEMBER // SUBFAMILY NOT NAMED,magenta3,NA
Manes.06G053600.v8.1,Manes.06G053600,(1 of 74) PF00069//PF07714 - Protein kinase domain (Pkinase) // Protein tyrosine kinase (Pkinase_Tyr),blue,NA
Manes.06G050700.v8.1,Manes.06G050700,NA,moccasin,NA
Manes.06G050900.v8.1,Manes.06G050900,(1 of 3) K13137 - serine-threonine kinase receptor-associated protein (STRAP; UNRIP),blue,NA
Manes.06G054000.v8.1,Manes.06G054000,(1 of 1) PTHR10357:SF169 - ISOAMYLASE 1; CHLOROPLASTIC,red,carb
Manes.06G054300.v8.1,Manes.06G054300,NA,red,NA
Manes.06G051200.v8.1,Manes.06G051200,NA,red,NA
Manes.06G051900.v8.1,Manes.06G051900,(1 of 1) PTHR27000//PTHR27000:SF222 - FAMILY NOT NAMED // LEUCINE-RICH REPEAT PROTEIN KINASE,blue,NA
Manes.06G059100.v8.1,Manes.06G059100,(1 of 3) PTHR32448:SF11 - BERBERINE BRIDGE ENZYME-RELATED,blue,NA
Manes.06G058300.v8.1,Manes.06G058300,(1 of 1) 1.1.1.23 - Histidinol dehydrogenase,blue,NA
Manes.06G055000.v8.1,Manes.06G055000,(1 of 8) PF00046//PF01852//PF08670 - Homeobox domain (Homeobox) // START domain (START) // MEKHLA domain (MEKHLA),blue,NA
Manes.06G055700.v8.1,Manes.06G055700,(1 of 2) PTHR24365//PTHR24365:SF274 - TOLL-LIKE RECEPTOR // SUBFAMILY NOT NAMED,blue,NA
Manes.06G061800.v8.1,Manes.06G061800,NA,blue,NA
Manes.06G062600.v8.1,Manes.06G062600,(1 of 2) K12200 - programmed cell death 6-interacting protein (PDCD6IP; ALIX; RIM20),blue,NA
Manes.06G063600.v8.1,Manes.06G063600,NA,red,NA
Manes.06G064900.v8.1,Manes.06G064900,(1 of 1) PTHR31285:SF0 - PROMOTER OF FILAMENTATION PROTEIN 1,skyblue3,NA
Manes.06G065500.v8.1,Manes.06G065500,(1 of 5) PTHR27005//PTHR27005:SF28 - FAMILY NOT NAMED // PROTEIN KINASE-LIKE PROTEIN,red,NA
Manes.06G066100.v8.1,Manes.06G066100,(1 of 2) 6.1.1.16 - Cysteine--tRNA ligase / Cysteinyl-tRNA synthetase,skyblue3,NA
Manes.06G068300.v8.1,Manes.06G068300,NA,blue,NA
Manes.06G068700.v8.1,Manes.06G068700,NA,skyblue3,NA
Manes.06G071400.v8.1,Manes.06G071400,NA,blue,NA
Manes.06G071500.v8.1,Manes.06G071500,NA,skyblue3,NA
Manes.06G073400.v8.1,Manes.06G073400,(1 of 2) PTHR10106:SF21 - TRANSMEMBRANE ASCORBATE FERRIREDUCTASE 2-RELATED,moccasin,NA
Manes.06G073500.v8.1,Manes.06G073500,(1 of 1) PTHR10106:SF20 - TRANSMEMBRANE ASCORBATE FERRIREDUCTASE 4-RELATED,blue,NA
Manes.06G076200.v8.1,Manes.06G076200,(1 of 85) PF00560//PF08263//PF13855 - Leucine Rich Repeat (LRR_1) // Leucine rich repeat N-terminal domain (LRRNT_2) // Leucine rich repeat (LRR_8),red,NA
Manes.06G077300.v8.1,Manes.06G077300,NA,blue,NA
Manes.06G078200.v8.1,Manes.06G078200,NA,red,NA
Manes.06G079300.v8.1,Manes.06G079300,NA,blue,NA
Manes.06G082100.v8.1,Manes.06G082100,(1 of 9) 5.4.99.30 - UDP-arabinopyranose mutase,blue,carb
Manes.06G093300.v8.1,Manes.06G093300,NA,blue,NA
Manes.06G094500.v8.1,Manes.06G094500,(1 of 163) PF00010 - Helix-loop-helix DNA-binding domain (HLH),red,NA
Manes.06G095400.v8.1,Manes.06G095400,NA,magenta3,NA
Manes.06G101900.v8.1,Manes.06G101900,(1 of 10) K09377 - cysteine and glycine-rich protein (CSRP),skyblue3,NA
Manes.06G106100.v8.1,Manes.06G106100,NA,blue,NA
Manes.06G106400.v8.1,Manes.06G106400,(1 of 3) PTHR10168:SF73 - GLUTAREDOXIN-C1,blue,NA
Manes.06G109200.v8.1,Manes.06G109200,(1 of 3) PTHR10638//PTHR10638:SF34 - COPPER AMINE OXIDASE // SUBFAMILY NOT NAMED,red,NA
Manes.06G110100.v8.1,Manes.06G110100,(1 of 2) K17987 - next to BRCA1 gene 1 protein (NBR1),blue,NA
Manes.06G110300.v8.1,Manes.06G110300,NA,blue,NA
