"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","locusName","Pathways","Pathways_Desc","GODescription","class","Description","GO","KOG","KO","Pfam","Panther","Best-hit-arabi-defline"
"633","Manes.01G251000.v8.1",25.7193198036321,0.300281287285772,0.0914543932031602,3.28339926348552,0.00102563293013318,0.026001574268187,"Manes.01G251000","","","",NA,"(1 of 2) PTHR12526//PTHR12526:SF412 - GLYCOSYLTRANSFERASE // GLYCOSYL TRANSFERASE FAMILY 1 PROTEIN","","","","PF00534","PTHR12526 PTHR12526:SF412","glycosyl transferase family 1 protein"
"634","Manes.09G051100.v8.1",70.9485867595631,0.304874963774412,0.0928450763920415,3.28369554554586,0.00102455539213076,0.026001574268187,"Manes.09G051100","","","",NA,"","","","","","PTHR31071 PTHR31071:SF7",""
"635","Manes.13G016900.v8.1",62.672108576234,0.180365100331966,0.0549745386022074,3.28088429512937,0.00103482185916661,0.0261932153423385,"Manes.13G016900","","","protein binding",NA,"(1 of 69) KOG4412 - 26S proteasome regulatory complex, subunit PSMD10","GO:0005515","KOG4412","","PF12796","PTHR24158 PTHR24158:SF23",""
"636","Manes.11G104500.v8.1",523.803578614757,0.133384525040072,0.0406615031457556,3.28036385083799,0.00103673289316634,0.0262003267167652,"Manes.11G104500","","","nucleic acid binding; zinc ion binding",NA,"(1 of 2) PTHR23002//PTHR23002:SF69 - ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED","GO:0003676 GO:0008270","","","PF00098","PTHR23002 PTHR23002:SF69","zinc knuckle (CCHC-type) family protein"
"637","Manes.02G184400.v8.1",70.0946428060909,0.161280760991149,0.0491848670508977,3.27907282588061,0.00104148755158856,0.0262791670591569,"Manes.02G184400","","","nucleic acid binding; ATP binding",NA,"(1 of 5) PTHR24031//PTHR24031:SF247 - RNA HELICASE // DEAD-BOX ATP-DEPENDENT RNA HELICASE 39","GO:0003676 GO:0005524","KOG0331","","PF00270 PF00271","PTHR24031 PTHR24031:SF247","RH39"
"638","Manes.17G098600.v8.1",149.00027029633,0.149372785832118,0.0455657553283278,3.27818083461582,0.00104478440454618,0.026321034066255,"Manes.17G098600","PWY-7511","protein ubiquitylation","ubiquitin-protein transferase activity; protein binding; zinc ion binding; protein ubiquitination",NA,"(1 of 3) PTHR11685//PTHR11685:SF119 - RBR FAMILY  RING FINGER AND IBR DOMAIN-CONTAINING // E3 UBIQUITIN-PROTEIN LIGASE ARI2-RELATED","GO:0004842 GO:0005515 GO:0008270 GO:0016567","KOG1815","K11968","PF01485","PTHR11685 PTHR11685:SF119","RING/U-box superfamily protein"
"639","Manes.02G007001.v8.1",79.9424229674187,-0.209959309693109,0.0640674158884894,-3.27716213899664,0.00104856137478499,0.0263748465992475,"Manes.02G007001","","","",NA,"","","","","","",""
"640","Manes.04G019800.v8.1",316.606760452041,-0.24271281155976,0.0741235596133923,-3.27443545379744,0.00105873323110338,0.0265821632744313,"Manes.04G019800","","","DNA binding; nucleus; regulation of DNA-templated transcription; response to hormone",NA,"(1 of 6) PTHR31384:SF27 - AUXIN RESPONSE FACTOR 10-RELATED","GO:0003677 GO:0005634 GO:0006355 GO:0009725","","","PF02362 PF06507","PTHR31384 PTHR31384:SF27","auxin response factor 10"
"641","Manes.16G101200.v8.1",113.308299877908,0.192133031419663,0.0586832754747234,3.27406794977591,0.00106011115901888,0.0265821632744313,"Manes.16G101200","","","RNA binding",NA,"(1 of 1) PTHR31846//PTHR31846:SF7 - FAMILY NOT NAMED // CRS1 / YHBY (CRM) DOMAIN-CONTAINING PROTEIN","GO:0003723","KOG1990","","PF01985","PTHR31846 PTHR31846:SF7","CRS1 / YhbY (CRM) domain-containing protein"
"642","Manes.05G155500.v8.1",28.0856494227993,0.262435707642944,0.0802114883041091,3.2717970105225,0.0010686627386445,0.0267548538913287,"Manes.05G155500","","","regulation of cyclin-dependent protein serine/threonine kinase activity; regulation of DNA-templated transcription; protein kinase binding",NA,"(1 of 1) PTHR10026:SF77 - CYCLIN-T1-3","GO:0000079 GO:0006355 GO:0019901","KOG0834","K15188","PF00134","PTHR10026 PTHR10026:SF77",""
"643","Manes.11G004200.v8.1",166.729910415924,-0.180061064631981,0.0550441999004451,-3.27120868243422,0.00107088856471774,0.0267688832048339,"Manes.11G004200","PWY-5686; PWY-7211; PWY0-162","UMP biosynthesis; superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis; superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis","orotate phosphoribosyltransferase activity; orotidine-5'-phosphate decarboxylase activity; 'de novo' pyrimidine nucleobase biosynthetic process; nucleoside metabolic process; 'de novo' UMP biosynthetic process",NA,"(1 of 1) 4.1.1.23 - Orotidine-5'-phosphate decarboxylase / Uridine 5'-monophosphate synthase","GO:0004588 GO:0004590 GO:0006207 GO:0009116 GO:0044205","KOG1377","K13421","PF00156 PF00215","PTHR19278 PTHR19278:SF39","uridine 5'-monophosphate synthase / UMP synthase (PYRE-F) (UMPS)"
"644","Manes.16G015400.v8.1",52.2269695983876,0.39588926870498,0.12104756215583,3.27052657364,0.00107347456006914,0.0267918580807319,"Manes.16G015400","","","protein dimerization activity",NA,"(1 of 2) PTHR16223:SF21 - TRANSCRIPTION FACTOR BHLH103-RELATED","GO:0046983","","","","PTHR16223 PTHR16223:SF21","basic helix-loop-helix (bHLH) DNA-binding superfamily protein"
"645","Manes.01G017151.v8.1",6.43339620872396,0.49167195978992,0.150423389595364,3.26858715996567,0.00108085881550687,0.0268096354037685,"Manes.01G017151","","","",NA,"(1 of 7) PF13191 - AAA ATPase domain (AAA_16)","","","","PF13191","PTHR23155 PTHR23155:SF563",""
"646","Manes.09G001200.v8.1",39.52766397079,0.294834680485746,0.0901911234794171,3.2689988672004,0.00107928733631792,0.0268096354037685,"Manes.09G001200","PWY-6596; SALVADEHYPOX-PWY; PWY-6606; PWY-5381; PWY-5695; PWY-6608; PWY-7185","adenosine nucleotides degradation I; adenosine nucleotides degradation II; guanosine nucleotides degradation II; pyridine nucleotide cycling (plants); urate biosynthesis/inosine 5'-phosphate degradation; guanosine nucleotides degradation III; UTP and CTP dephosphorylation I","",NA,"(1 of 1) PTHR12103:SF12 - 5'-NUCLEOTIDASE DOMAIN-CONTAINING PROTEIN DDB_G0275467","","","","PF05761","PTHR12103 PTHR12103:SF12","HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase"
"647","Manes.09G065100.v8.1",146.585522024537,0.335380679037251,0.10259013174311,3.26913196560716,0.0010787797542844,0.0268096354037685,"Manes.09G065100","","","metabolic process; amino acid binding",NA,"(1 of 2) PTHR31096:SF23 - ACT DOMAIN-CONTAINING PROTEIN","GO:0008152 GO:0016597","","","","PTHR31096 PTHR31096:SF23","ACT-like superfamily protein"
"648","Manes.18G047600.v8.1",150.327123276606,0.223881085997892,0.0684880026011736,3.26890955342381,0.00107962806580316,0.0268096354037685,"Manes.18G047600","","","nucleotide binding; P-type calcium transporter activity; calcium ion transport; metal ion binding",NA,"(1 of 1) 3.6.3.35 - Manganese-transporting ATPase / ABC-type manganese permease complex","GO:0000166 GO:0005388 GO:0006816 GO:0016021 GO:0046872","","K05853","PF00122 PF00689 PF00690 PF13246","PTHR24093 PTHR24093:SF353","endoplasmic reticulum-type calcium-transporting ATPase 3"
"649","Manes.04G031000.v8.1",62.1181644823737,0.297300464992361,0.0909791027577346,3.26778849186976,0.00108391335405159,0.0268439743292313,"Manes.04G031000","","","DNA binding; nucleus",NA,"(1 of 1) PTHR12396:SF10 - METHYL-CPG-BINDING DOMAIN-CONTAINING PROTEIN 1-RELATED","GO:0003677 GO:0005634","KOG4161","","PF01429","PTHR12396 PTHR12396:SF9","methyl-CPG-binding domain 7"
"650","Manes.10G038300.v8.1",270.829526733264,0.245669237628341,0.0752038103134178,3.26671263868806,0.00108804062032678,0.0268774446700745,"Manes.10G038300","","","protein binding",NA,"(1 of 3) PTHR24177:SF10 - ANKYRIN REPEAT-CONTAINING PROTEIN","GO:0005515","KOG0502 KOG0508 KOG4412","","PF12796 PF13637 PF13962","PTHR24177 PTHR24177:SF10","Ankyrin repeat family protein"
"651","Manes.18G069000.v8.1",183.67508275415,-0.272494627768939,0.0834193264049284,-3.26656471003151,0.00108860925030912,0.0268774446700745,"Manes.18G069000","","","DNA-binding transcription factor activity; regulation of DNA-templated transcription",NA,"(1 of 9) PTHR31657:SF9 - ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR CRF5-RELATED","GO:0003700 GO:0006355","","K09286","PF00847","PTHR31657 PTHR31657:SF9","related to AP2 4"
"652","Manes.13G043700.v8.1",590.081893955178,0.30956620236115,0.0948079727265781,3.26519166540903,0.00109390029199933,0.0269666555112044,"Manes.13G043700","","","protein kinase activity; protein tyrosine kinase activity; protein binding; ATP binding; protein phosphorylation",NA,"(1 of 2) PTHR27008//PTHR27008:SF28 - FAMILY NOT NAMED // KINASE-LIKE PROTEIN TMKL1-RELATED","GO:0004672 GO:0004713 GO:0005515 GO:0005524 GO:0006468","KOG1187","","PF07714 PF13855","PTHR27008 PTHR27008:SF28","transmembrane kinase-like 1"
"653","Manes.01G046800.v8.1",149.299250371347,0.442361572380837,0.135616056502126,3.26186724338134,0.0011068096432673,0.0270305359882893,"Manes.01G046800","","","",NA,"(1 of 1) PTHR19376//PTHR19376:SF38 - DNA-DIRECTED RNA POLYMERASE // DNA-DIRECTED RNA POLYMERASE SUBUNIT BETA''","","","K03046","","PTHR19376 PTHR19376:SF38",""
"654","Manes.04G146600.v8.1",58.8033762767802,-0.261335720447231,0.0800807166799856,-3.26340386652091,0.00110082523936584,0.0270305359882893,"Manes.04G146600","","","",NA,"(1 of 3) PTHR10338//PTHR10338:SF114 - VON WILLEBRAND FACTOR, TYPE A DOMAIN CONTAINING // SUBFAMILY NOT NAMED","","","","PF13768","PTHR10338 PTHR10338:SF114","(1 of 2) PTHR10338//PTHR10338:SF114 - VON WILLEBRAND FACTOR, TYPE A DOMAIN CONTAINING"
"655","Manes.06G062500.v8.1",250.823845574163,-0.190378960700665,0.0583522123949309,-3.26258342035379,0.00110401674712819,0.0270305359882893,"Manes.06G062500","","","protein binding",NA,"(1 of 1) PF16669 - Tetratricopeptide repeat protein 5 OB fold domain (TTC5_OB)","GO:0005515","","","PF13414 PF16669","PTHR26312 PTHR26312:SF52",""
"656","Manes.07G098900.v8.1",66.8287284217886,-0.419978230884669,0.128751269883645,-3.26193466879364,0.00110654642410854,0.0270305359882893,"Manes.07G098900","","","protein binding; zinc ion binding; metal ion binding",NA,"(1 of 1) PF00092//PF00097//PF14624//PF17123 - von Willebrand factor type A domain (VWA) // Zinc finger, C3HC4 type (RING finger) (zf-C3HC4) // VWA / Hh  protein intein-like (Vwaint) // RING-like zinc finger (zf-RING_11)","GO:0005515 GO:0008270","","","PF00092 PF14624 PF17123","PTHR10579 PTHR10579:SF61","Zinc finger (C3HC4-type RING finger) family protein"
"657","Manes.09G170000.v8.1",276.034702220421,0.307646541454581,0.0943365539665016,3.26115941826563,0.00110957638759625,0.0270305359882893,"Manes.09G170000","","","",NA,"(1 of 5) PF05755 - Rubber elongation factor protein (REF) (REF)","","","","PF05755","PTHR33732 PTHR33732:SF3","Rubber elongation factor protein (REF)"
"658","Manes.13G101100.v8.1",21.4504819446228,-0.484875856037314,0.14860369760537,-3.26287881022278,0.0011028667061319,0.0270305359882893,"Manes.13G101100","PWY-5203","soybean saponin I biosynthesis","metabolic process; hexosyltransferase activity",NA,"(1 of 4) PTHR11926//PTHR11926:SF199 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // SUBFAMILY NOT NAMED","GO:0008152 GO:0016758","","","PF00201","PTHR11926 PTHR11926:SF199","UDP-Glycosyltransferase superfamily protein"
"659","Manes.15G074800.v8.1",68.7986731942745,0.200781082655824,0.0615657697108548,3.26124539007305,0.00110924000042542,0.0270305359882893,"Manes.15G074800","","","AP-5 adaptor complex",NA,"(1 of 1) K19025 - AP-5 complex subunit zeta-1 (AP5Z1, SPG48)","GO:0044599","","K19025","PF14764","PTHR12181 PTHR12181:SF29","(1 of 1) PTHR12181:SF29 - AP-5 COMPLEX SUBUNIT ZETA-1"
"660","Manes.18G143400.v8.1",123.443279596717,0.262229446530864,0.0804122080681842,3.26106511474615,0.00110994548324961,0.0270305359882893,"Manes.18G143400","","","",NA,"(1 of 82) 5.2.1.8 - Peptidylprolyl isomerase / Rotamase","","","","","",""
"661","Manes.03G133300.v8.1",88.0097180676455,0.196402499232177,0.0602676835036154,3.25883604304113,0.00111870299882057,0.0272025919819108,"Manes.03G133300","GLYCOGENSYNTH-PWY; PWY-622","glycogen biosynthesis I (from ADP-D-Glucose); starch biosynthesis","catalytic activity; 1,4-alpha-glucan branching enzyme activity; hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process; glycogen biosynthetic process; cation binding","carb","(1 of 2) PTHR10357:SF119 - 1,4-ALPHA-GLUCAN-BRANCHING ENZYME 3, CHLOROPLASTIC/AMYLOPLASTIC","GO:0003824 GO:0003844 GO:0004553 GO:0005975 GO:0005978 GO:0043169","","K00700","PF00128 PF02806 PF02922","PTHR10357 PTHR10357:SF119","Alpha amylase family protein"
"662","Manes.11G005800.v8.1",66.8003490518148,-0.495022200542365,0.151939203227943,-3.25802814563744,0.0011218927857683,0.0272354077423823,"Manes.11G005800","","","aspartic-type endopeptidase activity; proteolysis",NA,"(1 of 2) PTHR13683//PTHR13683:SF258 - ASPARTYL PROTEASES // ASPARTYL PROTEASE FAMILY PROTEIN-RELATED","GO:0004190 GO:0006508","KOG1339","","PF00026","PTHR13683 PTHR13683:SF258","Eukaryotic aspartyl protease family protein"
"663","Manes.11G062700.v8.1",11.6128885006311,0.366727156403378,0.112589388143618,3.25720889375101,0.00112513598836196,0.0272354077423823,"Manes.11G062700","","","",NA,"(1 of 38) PF01535//PF12854//PF13041 - PPR repeat (PPR) // PPR repeat (PPR_1) // PPR repeat family (PPR_2)","","","","PF01535 PF12854 PF13041","PTHR24015 PTHR24015:SF812","Pentatricopeptide repeat (PPR) superfamily protein"
"664","Manes.15G087700.v8.1",278.269923860175,0.261379458066589,0.0802453431795763,3.25725391293628,0.00112495754442776,0.0272354077423823,"Manes.15G087700","","","",NA,"(1 of 46) PF05678 - VQ motif (VQ)","","","","PF05678","PTHR33402 PTHR33402:SF6",""
"665","Manes.01G076400.v8.1",422.75066719452,-0.333832178893533,0.102567437880238,-3.25475790165812,0.00113489064978121,0.0273078681809359,"Manes.01G076400","","","copper ion binding; oxidoreductase activity",NA,"(1 of 2) PTHR11709:SF82 - MONOCOPPER OXIDASE-LIKE PROTEIN SKU5","GO:0005507 GO:0016491 GO:0055114","","","PF00394 PF07731 PF07732","PTHR11709 PTHR11709:SF82","Cupredoxin superfamily protein"
"666","Manes.01G223800.v8.1",48.0956704034863,-0.218183640213428,0.0670240239244901,-3.25530500017779,0.00113270650840369,0.0273078681809359,"Manes.01G223800","","","protein binding; membrane",NA,"(1 of 2) K08489 - syntaxin 16 (STX16)","GO:0005515 GO:0016020","KOG0809","K08489","PF05739","PTHR19957 PTHR19957:SF108","syntaxin of plants 42"
"667","Manes.05G152600.v8.1",121.161901324602,-0.181302041940637,0.055686054588539,-3.25578896332784,0.00113077765751068,0.0273078681809359,"Manes.05G152600","","","nucleic acid binding; zinc ion binding",NA,"(1 of 6) K09250 - cellular nucleic acid-binding protein (CNBP)","GO:0003676 GO:0008270","KOG4400","K09250","PF00098 PF14392","PTHR23002 PTHR23002:SF65","zinc knuckle (CCHC-type) family protein"
"668","Manes.15G103700.v8.1",136.516938341832,0.252284302710244,0.0775126705022329,3.25474920520221,0.00113492539941922,0.0273078681809359,"Manes.15G103700","PWY-6773","1,3-&beta;-D-glucan biosynthesis","1,3-beta-D-glucan synthase complex; 1,3-beta-D-glucan synthase activity; (1->3)-beta-D-glucan biosynthetic process; membrane",NA,"(1 of 1) PTHR12741//PTHR12741:SF12 - LYST-INTERACTING PROTEIN LIP5  DOPAMINE RESPONSIVE PROTEIN DRG-1 // CALLOSE SYNTHASE 9","GO:0000148 GO:0003843 GO:0006075 GO:0016020","","K11000","PF02364 PF14288","PTHR12741 PTHR12741:SF12","glucan synthase-like 10"
"669","Manes.01G183500.v8.1",258.175085764212,0.272386557288208,0.0837358425501761,3.25292669175675,0.00114222961105428,0.0273423133259407,"Manes.01G183500","","","",NA,"(1 of 10) PF13589 - Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase (HATPase_c_3)","","","","PF13589","PTHR33566 PTHR33566:SF2","gamma-irradiation and mitomycin c induced 1"
"670","Manes.05G138700.v8.1",19.8009522318924,0.350375183365943,0.107694464814207,3.25341867820602,0.00114025357339232,0.0273423133259407,"Manes.05G138700","","","aminoacyl-tRNA hydrolase activity",NA,"(1 of 1) PTHR17224//PTHR17224:SF5 - PEPTIDYL-TRNA HYDROLASE // SUBFAMILY NOT NAMED","GO:0004045","KOG2255","K01056","PF01195","PTHR17224 PTHR17224:SF5","Peptidyl-tRNA hydrolase family protein"
"671","Manes.13G073400.v8.1",222.128473457912,0.160964444385398,0.049467355333319,3.25395290087359,0.00113811147504375,0.0273423133259407,"Manes.13G073400","","","nucleic acid binding",NA,"(1 of 1) K14787 - multiple RNA-binding domain-containing protein 1 (MRD1, RBM19)","GO:0003676","","K14787","PF00076 PF14259 PF16651","PTHR24012 PTHR24012:SF477","nucleotide binding;nucleic acid binding;RNA binding"
"672","Manes.15G185200.v8.1",120.299910270984,0.221889210015602,0.068217036463324,3.25269495010822,0.00114316148541231,0.0273423133259407,"Manes.15G185200","","","",NA,"(1 of 1) PTHR13748//PTHR13748:SF40 - COBW-RELATED // SUBFAMILY NOT NAMED","","KOG2743","","PF02492 PF07683","PTHR13748 PTHR13748:SF40",""
"673","Manes.03G113100.v8.1",70.1034025796864,0.390634245813456,0.120140904488102,3.25146749542027,0.00114810902823399,0.0274198460784621,"Manes.03G113100","","","",NA,"(1 of 4) PTHR13780:SF39 - CBS DOMAIN-CONTAINING PROTEIN-RELATED","","KOG1764","","PF00571","PTHR13780 PTHR13780:SF39","CBS domain-containing protein"
"674","Manes.14G027700.v8.1",198.673445634426,0.216561718279684,0.0666143890101722,3.25097507456858,0.00115009940223749,0.0274266286233875,"Manes.14G027700","","","DNA-binding transcription factor activity; nucleus; regulation of DNA-templated transcription; sequence-specific DNA binding",NA,"(1 of 3) PTHR10015:SF168 - HEAT STRESS TRANSCRIPTION FACTOR B-2A","GO:0003700 GO:0005634 GO:0006355 GO:0043565","","K09419","PF00447","PTHR10015 PTHR10015:SF168",""
"675","Manes.05G119700.v8.1",135.571662017726,0.260871888531854,0.080264528833148,3.25015162144847,0.00115343494194729,0.0274654219583982,"Manes.05G119700","","","nuclear pore",NA,"(1 of 1) K14310 - nuclear pore complex protein Nup205 (NUP205, NUP192)","GO:0005643","","K14310","PF11894","PTHR31344 PTHR31344:SF0","Protein of unknown function (DUF3414)"
"676","Manes.03G166800.v8.1",2493.45749334802,-0.161678304587697,0.0497752670141972,-3.24816549033444,0.00116151693428909,0.0275761620159949,"Manes.03G166800","","","",NA,"(1 of 4) PF05514 - HR-like lesion-inducing (HR_lesion)","","","","PF05514","PTHR31474 PTHR31474:SF4","HR-like lesion-inducing protein-related"
"677","Manes.07G026700.v8.1",42.0837897981186,-0.26776172115905,0.0824317114668443,-3.24828535516636,0.00116102769855806,0.0275761620159949,"Manes.07G026700","","","electron transfer activity; heme binding",NA,"(1 of 3) K08738 - cytochrome c (CYC)","GO:0009055 GO:0020037","KOG3453","K08738","PF00034","PTHR11961 PTHR11961:SF8","cytochrome c-2"
"678","Manes.01G243000.v8.1",7.42663291400655,-0.483887527238732,0.14901147023794,-3.24731731366764,0.00116498426750911,0.0275893469645344,"Manes.01G243000","","","GTPase activity; GTP binding; intracellular anatomical structure; intracellular protein transport; nucleocytoplasmic transport; signal transduction; small GTPase-mediated signal transduction; protein transport; membrane",NA,"(1 of 3) PTHR24073:SF345 - RAS-RELATED PROTEIN RABA3","GO:0003924 GO:0005525 GO:0005622 GO:0006886 GO:0006913 GO:0007165 GO:0007264 GO:0015031 GO:0016020","KOG0087","K07904","PF00025","PTHR24073 PTHR24073:SF345","RAB GTPase homolog A3"
"679","Manes.04G108800.v8.1",196.671310079942,0.135676868043305,0.0417929776528124,3.24640347884318,0.0011687307132979,0.0275893469645344,"Manes.04G108800","","","",NA,"(1 of 1) PTHR13748//PTHR13748:SF43 - COBW-RELATED // SUBFAMILY NOT NAMED","","KOG2743","","PF02492 PF07683","PTHR13748 PTHR13748:SF43","plastid transcriptionally active 17"
"680","Manes.12G020000.v8.1",39.5843152207545,-0.676368927903495,0.208347318922014,-3.2463529235846,0.00116893829918795,0.0275893469645344,"Manes.12G020000","","","protein binding",NA,"(1 of 1) KOG0265//KOG0645 - U5 snRNP-specific protein-like factor and related proteins // WD40 repeat protein","GO:0005515","KOG0265 KOG0645","","PF00400","PTHR22844 PTHR22844:SF199","Transducin/WD40 repeat-like superfamily protein"
"681","Manes.14G138300.v8.1",64.7002033478214,0.606869930625113,0.186891356533103,3.24718029706003,0.00116554528589235,0.0275893469645344,"Manes.14G138300","","","",NA,"","","","","","",""
"682","Manes.03G088800.v8.1",239.289777891908,0.420951945066001,0.129715403642095,3.24519627774874,0.00117369694138331,0.0276205431022752,"Manes.03G088800","","","",NA,"(1 of 2) PTHR21495//PTHR21495:SF77 - NUCLEOPORIN-RELATED // DIRIGENT PROTEIN 19","","","","PF03018","PTHR21495 PTHR21495:SF77","Disease resistance-responsive (dirigent-like protein) family protein"
"683","Manes.05G093400.v8.1",447.016226634628,0.262742628780293,0.0809533009674211,3.24560735189824,0.00117200366412823,0.0276205431022752,"Manes.05G093400","","","regulation of DNA-templated transcription",NA,"(1 of 3) K11644 - paired amphipathic helix protein Sin3a (SIN3A)","GO:0006355","KOG4204","K11644","PF02671 PF08295 PF16879","PTHR12346 PTHR12346:SF8","SIN3-like 4"
"684","Manes.15G041600.v8.1",233.327696348278,-0.242092726044419,0.0746277923149322,-3.24400224815411,0.001178628159818,0.0276960386151385,"Manes.15G041600","","","methyltransferase activity",NA,"(1 of 2) PTHR10108//PTHR10108:SF906 - METHYLTRANSFERASE // METHYLTRANSFERASE PMT1-RELATED","GO:0008168","","","PF03141","PTHR10108 PTHR10108:SF906","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"
"685","Manes.05G069900.v8.1",104.563234817946,0.192479282280393,0.0593516161872562,3.24303354559234,0.00118264285914394,0.0277093566691261,"Manes.05G069900","","","phosphoprotein phosphatase activity; brassinosteroid mediated signaling pathway; hydrolase activity",NA,"(1 of 3) K01090 - protein phosphatase (E3.1.3.16)","GO:0004721 GO:0009742 GO:0016787","KOG0374","K01090","PF00149 PF13418","PTHR11668 PTHR11668:SF228","BRI1 suppressor 1 (BSU1)-like 1"
"686","Manes.10G140300.v8.1",223.846853558089,0.214092244841487,0.0660131538688676,3.24317552327181,0.00118205365643508,0.0277093566691261,"Manes.10G140300","","","",NA,"(1 of 2) PTHR21736//PTHR21736:SF23 - VERNALIZATION-INSENSITIVE PROTEIN 3 // PROTEIN OBERON 4","","","","PF07227 PF16312","PTHR21736 PTHR21736:SF23","Protein of unknown function (DUF1423)"
"687","Manes.08G138200.v8.1",137.384887734225,-0.141906044682226,0.0437660310376658,-3.24237865115298,0.0011853641639096,0.0277099737591884,"Manes.08G138200","","","hydrolase activity",NA,"(1 of 12) K06269 - serine/threonine-protein phosphatase PP1 catalytic subunit (PPP1C)","GO:0016787","","K06269","PF00149 PF16891","PTHR11668 PTHR11668:SF259",""
"688","Manes.17G006637.v8.1",11.1021815825786,0.482328569276143,0.14876593534845,3.24219767211088,0.00118611721186596,0.0277099737591884,"Manes.17G006637","","","",NA,"(1 of 1) PTHR31421//PTHR31421:SF4 - FAMILY NOT NAMED // PROTEIN BASIC PENTACYSTEINE7","","","","PF06217","PTHR31421 PTHR31421:SF4","basic pentacysteine 7"
"689","Manes.07G084000.v8.1",76.8298871562211,0.316073834993403,0.0975232026042952,3.24101164187446,0.00119106319570787,0.0277851360589443,"Manes.07G084000","","","",NA,"","","","","","PTHR33416 PTHR33416:SF2","(1 of 4) KOG0845 - Nuclear pore complex, Nup98 component (sc Nup145/Nup100/Nup116)"
"690","Manes.02G221381.v8.1",218.240376183107,0.165118533227163,0.0509830690297878,3.23869347941156,0.00120078546031286,0.027797024971127,"Manes.02G221381","","","metal ion binding",NA,"(1 of 2) PTHR23509:SF10 - PHOSPHOLIPASE DDHD1","GO:0046872","","","PF02862","PTHR23509 PTHR23509:SF10","shoot gravitropism 2 (SGR2)"
"691","Manes.05G021700.v8.1",81.0067764168915,0.290120132696062,0.0895762088320584,3.23880789864631,0.00120030387657841,0.027797024971127,"Manes.05G021700","","","DNA binding; nucleus; regulation of DNA-templated transcription; response to hormone",NA,"(1 of 2) PTHR31384:SF17 - AUXIN RESPONSE FACTOR 11-RELATED","GO:0003677 GO:0005634 GO:0006355 GO:0009725","","K14486","PF02309 PF02362 PF06507","PTHR31384 PTHR31384:SF17","auxin response factor 9"
"692","Manes.06G106800.v8.1",11.2349231299737,0.536487911282274,0.165663622520233,3.23841711970745,0.00120194937814554,0.027797024971127,"Manes.06G106800","","","protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation",NA,"(1 of 1) PTHR27002//PTHR27002:SF121 - FAMILY NOT NAMED // CYSTEINE-RICH RECEPTOR-LIKE PROTEIN KINASE 1","GO:0004672 GO:0004713 GO:0005524 GO:0006468","KOG1187","","PF00069 PF01657","PTHR27002 PTHR27002:SF121",""
"693","Manes.08G017600.v8.1",36.2468303375615,0.314254840015562,0.0970163030068698,3.23919619976973,0.00119867087023333,0.027797024971127,"Manes.08G017600","PWY-7511","protein ubiquitylation","ubiquitin-protein transferase activity",NA,"(1 of 1) K10588 - ubiquitin-protein ligase E3 B (UBE3B)","GO:0004842","","K10588","PF00632","PTHR11254","ubiquitin-protein ligase 7"
"694","Manes.12G131100.v8.1",624.461907447414,-0.155773910385671,0.0480751073551435,-3.2402197094419,0.0011943763145454,0.027797024971127,"Manes.12G131100","","","GTPase activity; GTP binding; intracellular anatomical structure; intracellular protein transport; nucleocytoplasmic transport; signal transduction; small GTPase-mediated signal transduction; protein transport; membrane",NA,"(1 of 24) K07904 - Ras-related protein Rab-11A (RAB11A)","GO:0003924 GO:0005525 GO:0005622 GO:0006886 GO:0006913 GO:0007165 GO:0007264 GO:0015031 GO:0016020","KOG0087","K07904","PF00025","PTHR24073 PTHR24073:SF562","RAB GTPase homolog A4A"
"695","Manes.14G066400.v8.1",37.2196258849448,-0.335502016629594,0.103556003848727,-3.23981231565956,0.00119608399685063,0.027797024971127,"Manes.14G066400","","","protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation",NA,"(1 of 3) PTHR23257//PTHR23257:SF475 - SERINE-THREONINE PROTEIN KINASE // SUBFAMILY NOT NAMED","GO:0004672 GO:0004713 GO:0005524 GO:0006468","KOG0192","","PF14531","PTHR23257 PTHR23257:SF475",""
"696","Manes.06G047800.v8.1",12.8854770051655,-0.424796530419886,0.131266110854248,-3.23614775859063,0.00121154652172811,0.0279787173042183,"Manes.06G047800","","","calcium ion binding",NA,"(1 of 2) PTHR10891//PTHR10891:SF546 - EF-HAND CALCIUM-BINDING DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED","GO:0005509","KOG0027","","PF13499","PTHR10891 PTHR10891:SF546",""
