gene_id,locusName,Description,colors,class
Manes.09G143400.v8.1,Manes.09G143400,(1 of 2) PTHR31150:SF9 - PROTEIN BINDING / ZINC ION BINDING PROTEIN,yellow,NA
Manes.09G146400.v8.1,Manes.09G146400,(1 of 1) PTHR11795:SF388 - CURCULIN-LIKE (MANNOSE-BINDING) LECTIN FAMILY PROTEIN,yellow,NA
Manes.09G147800.v8.1,Manes.09G147800,(1 of 4) PTHR11909:SF178 - CASEIN KINASE 1-LIKE PROTEIN 8,brown,NA
Manes.09G148600.v8.1,Manes.09G148600,(1 of 2) PTHR24349//PTHR24349:SF76 - SERINE/THREONINE-PROTEIN KINASE // PHOSPHOENOLPYRUVATE CARBOXYLASE KINASE 1-RELATED,brown,NA
Manes.09G148700.v8.1,Manes.09G148700,(1 of 12) K06269 - serine/threonine-protein phosphatase PP1 catalytic subunit (PPP1C),yellow,NA
Manes.09G149700.v8.1,Manes.09G149700,(1 of 7) K14509 - ethylene receptor (ETR; ERS),brown,NA
Manes.09G150200.v8.1,Manes.09G150200,(1 of 2) PTHR23107:SF6 - GRF1-INTERACTING FACTOR 1,skyblue3,NA
Manes.09G151200.v8.1,Manes.09G151200,(1 of 3) PTHR31282:SF12 - WRKY TRANSCRIPTION FACTOR 39-RELATED,brown,NA
Manes.09G151500.v8.1,Manes.09G151500,(1 of 1) PTHR22904//PTHR22904:SF361//PTHR22904:SF383 - TPR REPEAT CONTAINING PROTEIN // SUBFAMILY NOT NAMED // SUBFAMILY NOT NAMED,yellow,NA
Manes.09G151600.v8.1,Manes.09G151600,(1 of 1) KOG0265//KOG0279//KOG0315//KOG1407 - U5 snRNP-specific protein-like factor and related proteins // G protein beta subunit-like protein // G-protein beta subunit-like protein (contains WD40 repeats) // WD40 repeat protein,yellow,NA
Manes.09G151700.v8.1,Manes.09G151700,(1 of 1) PTHR19317//PTHR19317:SF3 - PRENYLATED RAB ACCEPTOR 1-RELATED // PRA1 FAMILY PROTEIN E,yellow,NA
Manes.09G153400.v8.1,Manes.09G153400,(1 of 2) K10046 - GDP-D-mannose 3'; 5'-epimerase (GME),floralwhite,NA
Manes.09G153500.v8.1,Manes.09G153500,,yellow,NA
Manes.09G156500.v8.1,Manes.09G156500,(1 of 4) K02974 - small subunit ribosomal protein S24e (RP-S24e; RPS24),yellow,NA
Manes.09G156600.v8.1,Manes.09G156600,(1 of 4) K02974 - small subunit ribosomal protein S24e (RP-S24e; RPS24),yellow,NA
Manes.09G160000.v8.1,Manes.09G160000,(1 of 2) PTHR10809:SF59 - VESICLE-ASSOCIATED PROTEIN 2-2,brown,NA
Manes.09G160900.v8.1,Manes.09G160900,(1 of 1) PTHR21089//PTHR21089:SF10 - SHIKIMATE DEHYDROGENASE // SUBFAMILY NOT NAMED,brown,NA
Manes.09G161900.v8.1,Manes.09G161900,(1 of 3) PTHR13268//PTHR13268:SF2 - BREAST CARCINOMA AMPLIFIED SEQUENCE 3 // AUTOPHAGY-RELATED PROTEIN 18G,brown,NA
Manes.09G165200.v8.1,Manes.09G165200,(1 of 2) PTHR34661//PTHR34661:SF3 - FAMILY NOT NAMED // ALPHA-CRYSTALLIN DOMAIN OF HEAT SHOCK PROTEIN-CONTAINING PROTEIN,brown,NA
Manes.09G166400.v8.1,Manes.09G166400,(1 of 3) KOG3114 - Uncharacterized conserved protein,yellow,NA
Manes.09G169800.v8.1,Manes.09G169800,(1 of 2) K02971 - small subunit ribosomal protein S21e (RP-S21e; RPS21),yellow,NA
Manes.09G170000.v8.1,Manes.09G170000,(1 of 5) PF05755 - Rubber elongation factor protein (REF) (REF),brown,NA
Manes.09G170200.v8.1,Manes.09G170200,(1 of 1) K10364 - capping protein (actin filament) muscle Z-line; alpha (CAPZA),yellow,NA
Manes.09G170800.v8.1,Manes.09G170800,(1 of 4) KOG1727 - Microtubule-binding protein (translationally controlled tumor protein),brown,NA
Manes.09G171300.v8.1,Manes.09G171300,(1 of 2) PTHR12899//PTHR12899:SF10 - 39S RIBOSOMAL PROTEIN L18; MITOCHONDRIAL // SUBFAMILY NOT NAMED,yellow,NA
Manes.09G172000.v8.1,Manes.09G172000,(1 of 3) PTHR10791//PTHR10791:SF35 - RAG1-ACTIVATING PROTEIN 1 // SUBFAMILY NOT NAMED,yellow,NA
Manes.09G174000.v8.1,Manes.09G174000,(1 of 4) PTHR13832//PTHR13832:SF198 - PROTEIN PHOSPHATASE 2C // PROTEIN PHOSPHATASE 2C 34-RELATED,yellow,NA
Manes.09G174700.v8.1,Manes.09G174700,(1 of 2) K08489 - syntaxin 16 (STX16),brown,NA
Manes.09G176400.v8.1,Manes.09G176400,(1 of 1) PTHR11079:SF82 - RNA PSEUDOURIDINE SYNTHASE 1,floralwhite,NA
Manes.09G177000.v8.1,Manes.09G177000,(1 of 5) KOG1877 - Putative transmembrane protein cmp44E,brown,NA
Manes.09G179400.v8.1,Manes.09G179400,(1 of 1) PTHR22835:SF275 - GDSL ESTERASE/LIPASE LIP-4,yellow,NA
Manes.09G180500.v8.1,Manes.09G180500,(1 of 2) PTHR32227:SF118 - CARBOHYDRATE-BINDING X8 DOMAIN-CONTAINING PROTEIN,brown,carb
Manes.09G180600.v8.1,Manes.09G180600,,brown,NA
Manes.09G181200.v8.1,Manes.09G181200,(1 of 1) PTHR13683//PTHR13683:SF312 - ASPARTYL PROTEASES // SUBFAMILY NOT NAMED,brown,NA
Manes.09G182200.v8.1,Manes.09G182200,(1 of 1) PTHR11081//PTHR11081:SF30 - XP-G/RAD2 DNA REPAIR ENDONUCLEASE FAMILY // SUBFAMILY NOT NAMED,yellow,NA
Manes.09G183100.v8.1,Manes.09G183100,(1 of 6) PTHR32278//PTHR32278:SF6 - FAMILY NOT NAMED // F-BOX PROTEIN PP2-B1-RELATED,brown,NA
Manes.09G185200.v8.1,Manes.09G185200,(1 of 1) PTHR12506//PTHR12506:SF21//PTHR12506:SF25 - PROTEIN PHOSPHATASE RELATED // SUBFAMILY NOT NAMED // SUBFAMILY NOT NAMED,brown,NA
Manes.09G185400.v8.1,Manes.09G185400,(1 of 2) PTHR11624:SF56 - PYRUVATE DEHYDROGENASE E1 COMPONENT SUBUNIT BETA; MITOCHONDRIAL,yellow,NA
Manes.09G185500.v8.1,Manes.09G185500,(1 of 3) PF16746 - BAR domain of APPL family (BAR_3),yellow,NA
Manes.09G186000.v8.1,Manes.09G186000,(1 of 2) PTHR31373//PTHR31373:SF0 - FAMILY NOT NAMED // EMB|CAB86628.1,brown,NA
Manes.10G003400.v8.1,Manes.10G003400,(1 of 5) PF11331 - Probable zinc-ribbon domain (zinc_ribbon_12),brown,NA
Manes.10G001600.v8.1,Manes.10G001600,,brown,NA
Manes.10G000800.v8.1,Manes.10G000800,(1 of 6) PF01661 - Macro domain (Macro),brown,NA
Manes.10G000100.v8.1,Manes.10G000100,(1 of 2) K02976 - small subunit ribosomal protein S26e (RP-S26e; RPS26),yellow,NA
Manes.10G006600.v8.1,Manes.10G006600,(1 of 2) K15296 - alpha-soluble NSF attachment protein (NAPA; SNAPA; SEC17),yellow,NA
Manes.10G009200.v8.1,Manes.10G009200,(1 of 14) 3.5.1.52 - Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase / N-oligosaccharide glycopeptidase,yellow,NA
Manes.10G012600.v8.1,Manes.10G012600,(1 of 6) PTHR27003//PTHR27003:SF102 - FAMILY NOT NAMED // SERINE/THREONINE-PROTEIN KINASE-LIKE PROTEIN CCR3-RELATED,brown,NA
Manes.10G013400.v8.1,Manes.10G013400,(1 of 1) K11375 - elongator complex protein 4 (ELP4),brown,NA
Manes.10G020100.v8.1,Manes.10G020100,(1 of 10) PTHR11527//PTHR11527:SF152 - SMALL HEAT-SHOCK PROTEIN  HSP20  FAMILY // SUBFAMILY NOT NAMED,brown,NA
Manes.10G020800.v8.1,Manes.10G020800,,brown,NA
Manes.10G021300.v8.1,Manes.10G021300,,brown,NA
Manes.10G022000.v8.1,Manes.10G022000,(1 of 1) KOG0752//KOG0764 - Mitochondrial solute carrier protein // Mitochondrial FAD carrier protein,yellow,NA
Manes.10G023200.v8.1,Manes.10G023200,(1 of 10) PTHR23155//PTHR23155:SF634 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,yellow,NA
Manes.10G026300.v8.1,Manes.10G026300,(1 of 1) PTHR12271//PTHR12271:SF40 - POLY A  POLYMERASE CID  PAP -RELATED // POLY(A) RNA POLYMERASE GLD2,brown,NA
Manes.10G026351.v8.1,Manes.10G026351,,brown,NA
Manes.10G029400.v8.1,Manes.10G029400,(1 of 5) PTHR31867//PTHR31867:SF9 - FAMILY NOT NAMED // EXPANSIN-A6,brown,NA
Manes.10G029532.v8.1,Manes.10G029532,,floralwhite,NA
Manes.10G031200.v8.1,Manes.10G031200,(1 of 2) PTHR31992:SF26 - DOF ZINC FINGER PROTEIN DOF2.4,brown,NA
Manes.10G041600.v8.1,Manes.10G041600,(1 of 17) KOG0149 - Predicted RNA-binding protein SEB4 (RRM superfamily),skyblue3,NA
Manes.10G047400.v8.1,Manes.10G047400,(1 of 3) PTHR10774//PTHR10774:SF62 - EXTENDED SYNAPTOTAGMIN-RELATED // SYNAPTOTAGMIN-3,yellow,NA
Manes.10G048800.v8.1,Manes.10G048800,(1 of 1) PTHR27001//PTHR27001:SF29 - FAMILY NOT NAMED // PROTEIN KINASE FAMILY PROTEIN-RELATED,brown,NA
Manes.10G049400.v8.1,Manes.10G049400,(1 of 1) PTHR22883:SF19 - PROTEIN S-ACYLTRANSFERASE 15-RELATED,yellow,NA
Manes.10G052301.v8.1,Manes.10G052301,(1 of 1) PTHR31989:SF29 - F18K10.6 PROTEIN-RELATED,brown,NA
Manes.10G052900.v8.1,Manes.10G052900,(1 of 10) K11252 - histone H2B (H2B),yellow,NA
Manes.10G055500.v8.1,Manes.10G055500,(1 of 2) PTHR19919//PTHR19919:SF2 - WD REPEAT CONTAINING PROTEIN // PROTEIN TRANSPARENT TESTA GLABRA 1,brown,NA
Manes.10G057200.v8.1,Manes.10G057200,(1 of 1) PTHR21596//PTHR21596:SF14 - RIBONUCLEASE P SUBUNIT P38 // SUBFAMILY NOT NAMED,yellow,NA
Manes.10G059200.v8.1,Manes.10G059200,(1 of 1) 3.1.3.91 - 7-methylguanosine nucleotidase / N(7)-methylguanylate 5'-phosphatase,yellow,NA
Manes.10G059900.v8.1,Manes.10G059900,(1 of 1) 1.7.3.3 - Factor independent urate hydroxylase / Uricase II,yellow,NA
Manes.10G060650.v8.1,Manes.10G060650,(1 of 6) K09503 - DnaJ homolog subfamily A member 2 (DNAJA2),yellow,NA
Manes.10G060800.v8.1,Manes.10G060800,(1 of 6) K09503 - DnaJ homolog subfamily A member 2 (DNAJA2),yellow,NA
Manes.10G061600.v8.1,Manes.10G061600,(1 of 1) PTHR33510//PTHR33510:SF2 - FAMILY NOT NAMED // PROTEIN TIC 20-IV; CHLOROPLASTIC,brown,NA
Manes.10G063001.v8.1,Manes.10G063001,(1 of 3) PTHR10887//PTHR10887:SF372 - DNA2/NAM7 HELICASE FAMILY // SUBFAMILY NOT NAMED,brown,NA
Manes.10G066000.v8.1,Manes.10G066000,(1 of 101) PF02362 - B3 DNA binding domain (B3),yellow,NA
Manes.10G066800.v8.1,Manes.10G066800,(1 of 7) PTHR13068:SF18 - EMB|CAB62602.1,floralwhite,NA
Manes.10G067400.v8.1,Manes.10G067400,(1 of 1) PTHR12111//PTHR12111:SF1 - CELL CYCLE CONTROL PROTEIN CWF16-RELATED // COILED-COIL DOMAIN-CONTAINING PROTEIN 94,brown,NA
Manes.10G063700.v8.1,Manes.10G063700,(1 of 1) PTHR10887//PTHR10887:SF372//PTHR21529 - DNA2/NAM7 HELICASE FAMILY // SUBFAMILY NOT NAMED // MAMMARY TURMOR VIRUS RECEPTOR HOMOLOG 1; 2  MTVR1; 2,brown,NA
Manes.10G065901.v8.1,Manes.10G065901,(1 of 1) PTHR13555//PTHR13555:SF34 - C2H2 ZINC FINGER CGI-62-RELATED // SUBFAMILY NOT NAMED,floralwhite,NA
Manes.10G067800.v8.1,Manes.10G067800,(1 of 4) PTHR12357//PTHR12357:SF21 - YTH  YT521-B HOMOLOGY  DOMAIN-CONTAINING // SUBFAMILY NOT NAMED,brown,NA
Manes.10G068700.v8.1,Manes.10G068700,(1 of 1) K10904 - TIMELESS-interacting protein (TIPIN),brown,NA
Manes.10G072100.v8.1,Manes.10G072100,(1 of 3) K02938 - large subunit ribosomal protein L8e (RP-L8e; RPL8),brown,NA
Manes.10G072200.v8.1,Manes.10G072200,(1 of 5) K14802 - phospholipid-transporting ATPase [EC:3.6.3.1] (DRS2; ATP8A),skyblue3,NA
Manes.10G072400.v8.1,Manes.10G072400,(1 of 1) PTHR24314//PTHR24314:SF6 - FAMILY NOT NAMED // CHLOROPHYLL(IDE) B REDUCTASE NOL; CHLOROPLASTIC,brown,NA
Manes.10G056200.v8.1,Manes.10G056200,(1 of 3) PF08553 - VID27 cytoplasmic protein (VID27),brown,NA
Manes.10G074700.v8.1,Manes.10G074700,(1 of 4) PTHR13832:SF362 - PROTEIN PHOSPHATASE 2C 63-RELATED,yellow,NA
Manes.10G076211.v8.1,Manes.10G076211,(1 of 7) PF05542 - Protein of unknown function (DUF760) (DUF760),yellow,NA
Manes.10G075000.v8.1,Manes.10G075000,(1 of 1) KOG4299 - PHD Zn-finger protein,brown,NA
Manes.10G075700.v8.1,Manes.10G075700,(1 of 3) K15923 - alpha-L-fucosidase 2 (AXY8; FUC95A; afcA),brown,NA
Manes.10G076074.v8.1,Manes.10G076074,,brown,NA
Manes.10G076400.v8.1,Manes.10G076400,(1 of 2) PTHR10994:SF77 - RETICULON-LIKE PROTEIN B10-RELATED,brown,NA
Manes.10G076700.v8.1,Manes.10G076700,(1 of 3) PTHR11695//PTHR11695:SF574 - ALCOHOL DEHYDROGENASE RELATED // CINNAMYL ALCOHOL DEHYDROGENASE 4-RELATED,yellow,NA
Manes.10G077334.v8.1,Manes.10G077334,(1 of 2) K03011 - DNA-directed RNA polymerase II subunit RPB3 (RPB3; POLR2C),brown,NA
Manes.10G077200.v8.1,Manes.10G077200,(1 of 4) PTHR12411:SF344 - CYSTEINE PROTEASE COMPONENT OF PROTEASE-INHIBITOR COMPLEX-RELATED,brown,NA
Manes.10G080100.v8.1,Manes.10G080100,,brown,NA
Manes.10G080400.v8.1,Manes.10G080400,(1 of 18) 3.5.1.98 - Histone deacetylase / HDAC,brown,NA
Manes.10G082700.v8.1,Manes.10G082700,(1 of 1569) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase,yellow,NA
Manes.10G084500.v8.1,Manes.10G084500,(1 of 1) PTHR10177//PTHR10177:SF224 - CYCLINE // SUBFAMILY NOT NAMED,yellow,NA
Manes.10G088500.v8.1,Manes.10G088500,(1 of 36) PTHR11017//PTHR11017:SF162 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,brown,NA
Manes.10G090400.v8.1,Manes.10G090400,(1 of 2) PF02386 - Cation transport protein (TrkH),yellow,NA
Manes.10G097400.v8.1,Manes.10G097400,(1 of 2) PTHR10071//PTHR10071:SF186 - TRANSCRIPTION FACTOR GATA  GATA BINDING FACTOR // SUBFAMILY NOT NAMED,yellow,NA
Manes.10G102300.v8.1,Manes.10G102300,(1 of 3) PTHR24349//PTHR24349:SF102 - SERINE/THREONINE-PROTEIN KINASE // SERINE/THREONINE-PROTEIN KINASE PEPKR2,yellow,NA
Manes.10G102850.v8.1,Manes.10G102850,(1 of 7) PTHR31376//PTHR31376:SF1 - FAMILY NOT NAMED // PURINE PERMEASE 1-RELATED,skyblue3,NA
Manes.10G105156.v8.1,Manes.10G105156,(1 of 2) PTHR31279//PTHR31279:SF12 - FAMILY NOT NAMED // PHI-1-LIKE PROTEIN,brown,NA
Manes.10G105300.v8.1,Manes.10G105300,(1 of 24) 2.4.1.324 - 7-deoxyloganetin glucosyltransferase / UGT85A24,brown,NA
Manes.10G105600.v8.1,Manes.10G105600,,brown,NA
Manes.10G111700.v8.1,Manes.10G111700,(1 of 2) PF00612//PF02179 - IQ calmodulin-binding motif (IQ) // BAG domain (BAG),yellow,NA
Manes.10G109900.v8.1,Manes.10G109900,(1 of 4) K02960 - small subunit ribosomal protein S16e (RP-S16e; RPS16),yellow,NA
Manes.10G110100.v8.1,Manes.10G110100,(1 of 1) PTHR11689//PTHR11689:SF87 - CHLORIDE CHANNEL // SUBFAMILY NOT NAMED,brown,NA
Manes.10G116300.v8.1,Manes.10G116300,(1 of 2) PTHR11208//PTHR11208:SF48 - RNA-BINDING PROTEIN RELATED // SUBFAMILY NOT NAMED,yellow,NA
Manes.10G117400.v8.1,Manes.10G117400,(1 of 11) PF01823 - MAC/Perforin domain (MACPF),yellow,NA
Manes.10G118900.v8.1,Manes.10G118900,(1 of 2) PTHR10361//PTHR10361:SF36 - SODIUM-BILE ACID COTRANSPORTER // SUBFAMILY NOT NAMED,yellow,NA
Manes.10G123000.v8.1,Manes.10G123000,(1 of 12) K14498 - serine/threonine-protein kinase SRK2 (SNRK2),yellow,NA
Manes.10G122600.v8.1,Manes.10G122600,(1 of 3) K04551 - ubiquitin B (UBB),brown,NA
Manes.10G127900.v8.1,Manes.10G127900,(1 of 36) PTHR11017//PTHR11017:SF162 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,yellow,NA
Manes.10G128900.v8.1,Manes.10G128900,(1 of 2) PTHR31561:SF20 - 3-KETOACYL-COA SYNTHASE 7,yellow,NA
Manes.10G129200.v8.1,Manes.10G129200,(1 of 2) PTHR37707:SF1 - MATERNAL EFFECT EMBRYO ARREST 9 PROTEIN,yellow,NA
Manes.10G129300.v8.1,Manes.10G129300,(1 of 4) PTHR22811//PTHR22811:SF68 - TRANSMEMBRANE EMP24 DOMAIN-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,yellow,NA
Manes.10G129700.v8.1,Manes.10G129700,(1 of 1) PTHR33826//PTHR33826:SF4 - FAMILY NOT NAMED // F20B24.21,yellow,NA
Manes.10G133710.v8.1,Manes.10G133710,(1 of 86) PTHR23155//PTHR23155:SF563 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,floralwhite,NA
Manes.10G134500.v8.1,Manes.10G134500,(1 of 22) 2.3.1.75 - Long-chain-alcohol O-fatty-acyltransferase / Wax synthase,brown,NA
Manes.10G136716.v8.1,Manes.10G136716,(1 of 85) PF00560//PF08263//PF13855 - Leucine Rich Repeat (LRR_1) // Leucine rich repeat N-terminal domain (LRRNT_2) // Leucine rich repeat (LRR_8),brown,NA
Manes.10G138200.v8.1,Manes.10G138200,(1 of 1) PF00931//PF02902 - NB-ARC domain (NB-ARC) // Ulp1 protease family; C-terminal catalytic domain (Peptidase_C48),yellow,NA
Manes.10G141500.v8.1,Manes.10G141500,(1 of 86) PTHR23155//PTHR23155:SF563 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,yellow,NA
Manes.10G141533.v8.1,Manes.10G141533,(1 of 86) PTHR23155//PTHR23155:SF563 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,yellow,NA
Manes.10G141601.v8.1,Manes.10G141601,(1 of 86) PTHR23155//PTHR23155:SF563 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,brown,NA
Manes.10G141651.v8.1,Manes.10G141651,(1 of 6) PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,brown,NA
Manes.10G141700.v8.1,Manes.10G141700,(1 of 86) PTHR23155//PTHR23155:SF563 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,brown,NA
Manes.10G142050.v8.1,Manes.10G142050,,floralwhite,NA
Manes.10G141900.v8.1,Manes.10G141900,(1 of 6) PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,brown,NA
Manes.10G142200.v8.1,Manes.10G142200,(1 of 86) PTHR23155//PTHR23155:SF563 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,brown,NA
Manes.10G143800.v8.1,Manes.10G143800,(1 of 5) K19045 - E3 ubiquitin-protein ligase BIG BROTHER and related proteins [EC:6.3.2.19] (BB),brown,NA
Manes.10G144100.v8.1,Manes.10G144100,(1 of 39) K01188 - beta-glucosidase (E3.2.1.21),brown,carb
Manes.10G144600.v8.1,Manes.10G144600,(1 of 1) PTHR31407//PTHR31407:SF20 - FAMILY NOT NAMED // THYLAKOID LUMENAL 19 KDA PROTEIN; CHLOROPLASTIC,yellow,carb
Manes.10G144700.v8.1,Manes.10G144700,(1 of 2) K15687 - E3 ubiquitin-protein ligase makorin [EC:6.3.2.19] (MKRN),yellow,NA
Manes.10G145100.v8.1,Manes.10G145100,,brown,NA
Manes.10G147900.v8.1,Manes.10G147900,(1 of 2) PTHR24078//PTHR24078:SF289 - DNAJ HOMOLOG SUBFAMILY C MEMBER // SUBFAMILY NOT NAMED,brown,NA
Manes.10G149900.v8.1,Manes.10G149900,(1 of 1) PF00232//PF04438 - Glycosyl hydrolase family 1 (Glyco_hydro_1) // HIT zinc finger (zf-HIT),brown,carb
Manes.10G150700.v8.1,Manes.10G150700,(1 of 1) PTHR13789//PTHR13789:SF227 - MONOOXYGENASE // SUBFAMILY NOT NAMED,floralwhite,NA
Manes.11G001200.v8.1,Manes.11G001200,(1 of 1) PTHR10827//PTHR10827:SF52 - RETICULOCALBIN // IP16409P,brown,NA
Manes.11G001300.v8.1,Manes.11G001300,(1 of 6) PTHR24078:SF279 - DUPLICATED SANT DNA-BINDING DOMAIN-CONTAINING PROTEIN,yellow,NA
Manes.11G002700.v8.1,Manes.11G002700,(1 of 1) PTHR18829:SF0 - YAE1 DOMAIN-CONTAINING PROTEIN 1,brown,NA
Manes.11G006900.v8.1,Manes.11G006900,(1 of 2) PTHR12629:SF9 - NUDIX HYDROLASE 16; MITOCHONDRIAL,yellow,NA
Manes.11G007250.v8.1,Manes.11G007250,(1 of 2) K18417 - ERI1 exoribonuclease 2 [EC:3.1.-.-] (ERI2),brown,NA
Manes.11G008800.v8.1,Manes.11G008800,(1 of 2) PTHR10252//PTHR10252:SF40 - HISTONE-LIKE TRANSCRIPTION FACTOR CCAAT-RELATED // SUBFAMILY NOT NAMED,yellow,NA
Manes.11G009500.v8.1,Manes.11G009500,(1 of 10) PF12776 - Myb/SANT-like DNA-binding domain (Myb_DNA-bind_3),brown,NA
Manes.11G009600.v8.1,Manes.11G009600,(1 of 4) K03626 - nascent polypeptide-associated complex subunit alpha (EGD2; NACA),floralwhite,NA
Manes.11G009900.v8.1,Manes.11G009900,(1 of 3) PTHR10641:SF475 - MYB TRANSCRIPTION FACTOR-RELATED,skyblue3,NA
Manes.11G010000.v8.1,Manes.11G010000,(1 of 2) K18460 - exportin-7 (XPO7; EXP7),yellow,NA
Manes.11G011200.v8.1,Manes.11G011200,(1 of 6) PTHR21493:SF131 - ALPHA/BETA-HYDROLASES,brown,NA
Manes.11G011400.v8.1,Manes.11G011400,(1 of 3) K03061 - 26S proteasome regulatory subunit T1 (PSMC2; RPT1),yellow,NA
Manes.11G012200.v8.1,Manes.11G012200,(1 of 446) PF01535 - PPR repeat (PPR),yellow,NA
Manes.11G012500.v8.1,Manes.11G012500,(1 of 3) PTHR31707//PTHR31707:SF55 - FAMILY NOT NAMED // PECTINESTERASE 2-RELATED,yellow,carb
Manes.11G015400.v8.1,Manes.11G015400,(1 of 3) PTHR31307:SF4 - 6B-INTERACTING PROTEIN 1-LIKE 1-RELATED,brown,NA
Manes.11G016500.v8.1,Manes.11G016500,(1 of 1) PTHR10098//PTHR10098:SF117 - RAPSYN-RELATED // SUBFAMILY NOT NAMED,brown,NA
Manes.11G017601.v8.1,Manes.11G017601,(1 of 3) PTHR11562:SF23 - METAL TOLERANCE PROTEIN C2,yellow,NA
Manes.11G018400.v8.1,Manes.11G018400,(1 of 2) K14085 - aldehyde dehydrogenase family 7 member A1 (ALDH7A1),floralwhite,NA
Manes.11G018600.v8.1,Manes.11G018600,(1 of 4) PTHR12266//PTHR12266:SF9 - NA+/CA2+ K+ INDEPENDENT EXCHANGER // CATION/CALCIUM EXCHANGER 3-RELATED,yellow,NA
Manes.11G019300.v8.1,Manes.11G019300,(1 of 1569) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase,brown,NA
Manes.11G019500.v8.1,Manes.11G019500,(1 of 2) PTHR21262//PTHR21262:SF14 - GUANOSINE-3';5'-BIS DIPHOSPHATE  3'-PYROPHOSPHOHYDROLASE // SUBFAMILY NOT NAMED,brown,NA
Manes.11G023100.v8.1,Manes.11G023100,(1 of 2) K03005 - DNA-directed RNA polymerase I subunit RPA49 (RPA49; POLR1E),yellow,NA
Manes.11G025000.v8.1,Manes.11G025000,(1 of 1) PTHR24012:SF318 - RNA-BINDING (RRM/RBD/RNP MOTIFS) FAMILY PROTEIN,brown,NA
Manes.11G025600.v8.1,Manes.11G025600,(1 of 2) PTHR10593//PTHR10593:SF49 - SERINE/THREONINE-PROTEIN KINASE RIO // SUBFAMILY NOT NAMED,yellow,NA
Manes.11G026000.v8.1,Manes.11G026000,(1 of 4) PTHR31301//PTHR31301:SF27 - FAMILY NOT NAMED // LOB DOMAIN-CONTAINING PROTEIN 22-RELATED,yellow,NA
Manes.11G033200.v8.1,Manes.11G033200,(1 of 1) PF01476//PF07714 - LysM domain (LysM) // Protein tyrosine kinase (Pkinase_Tyr),yellow,NA
Manes.11G034400.v8.1,Manes.11G034400,(1 of 4) PTHR11909:SF73 - PROTEIN KINASE FAMILY PROTEIN,brown,NA
Manes.11G040441.v8.1,Manes.11G040441,(1 of 1) PF00069//PF00085//PF02617 - Protein kinase domain (Pkinase) // Thioredoxin (Thioredoxin) // ATP-dependent Clp protease adaptor protein ClpS (ClpS),yellow,NA
Manes.11G044400.v8.1,Manes.11G044400,(1 of 4) K02922 - large subunit ribosomal protein L37e (RP-L37e; RPL37),yellow,NA
Manes.11G052190.v8.1,Manes.11G052190,(1 of 2) PTHR23099//PTHR23099:SF0 - TRANSCRIPTIONAL REGULATOR // ACIDIC REPEAT-CONTAINING PROTEIN,yellow,NA
Manes.11G052100.v8.1,Manes.11G052100,(1 of 1) PTHR16684//PTHR16684:SF11 - CENTROMERE PROTEIN C // CENTROMERE PROTEIN C,floralwhite,NA
Manes.11G051400.v8.1,Manes.11G051400,(1 of 2) K06184 - ATP-binding cassette; subfamily F; member 1 (ABCF1),floralwhite,NA
Manes.11G050000.v8.1,Manes.11G050000,(1 of 20) 3.6.3.25 - Sulfate-transporting ATPase,yellow,NA
Manes.11G049100.v8.1,Manes.11G049100,(1 of 19) K11251 - histone H2A (H2A),brown,NA
Manes.11G051180.v8.1,Manes.11G051180,(1 of 1) K13338 - peroxin-1 (PEX1),brown,NA
Manes.11G052200.v8.1,Manes.11G052200,(1 of 2) K02265 - cytochrome c oxidase subunit 5b (COX5B),brown,NA
Manes.11G052700.v8.1,Manes.11G052700,(1 of 4) PTHR23111//PTHR23111:SF34 - ZINC FINGER PROTEIN // SUBFAMILY NOT NAMED,brown,NA
Manes.11G053700.v8.1,Manes.11G053700,(1 of 225) 3.2.1.15 - Polygalacturonase / Pectinase,floralwhite,carb
Manes.11G054050.v8.1,Manes.11G054050,,yellow,NA
Manes.11G056100.v8.1,Manes.11G056100,(1 of 4) PTHR26312:SF75 - F18B13.21 PROTEIN-RELATED,brown,NA
