gene_id,locusName,Description,colors,class,gene_metabolite
Manes.09G059244.v8.1,Manes.09G059244,(1 of 4) KOG2071 - mRNA cleavage and polyadenylation factor I/II complex; subunit Pcf11,turquoise,NA,gene
Manes.09G059305.v8.1,Manes.09G059305,(1 of 2) PTHR24423:SF514 - HISTIDINE KINASE CKI1,turquoise,NA,gene
Manes.09G060700.v8.1,Manes.09G060700,(1 of 3) K14510 - serine/threonine-protein kinase CTR1 (CTR1),turquoise,NA,gene
Manes.09G060536.v8.1,Manes.09G060536,(1 of 3) PTHR31802:SF5 - HISTONE DEACETYLASE HDT2-RELATED,turquoise,NA,gene
Manes.09G060824.v8.1,Manes.09G060824,(1 of 11) PF07676 - WD40-like Beta Propeller Repeat (PD40),turquoise,NA,gene
Manes.09G061000.v8.1,Manes.09G061000,(1 of 1) PTHR21499//PTHR21499:SF26 - ASPARTATE KINASE // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.09G058000.v8.1,Manes.09G058000,(1 of 38) PF01535//PF12854//PF13041 - PPR repeat (PPR) // PPR repeat (PPR_1) // PPR repeat family (PPR_2),turquoise,NA,gene
Manes.09G058128.v8.1,Manes.09G058128,(1 of 3) PF01301//PF02140//PF02449 - Glycosyl hydrolases family 35 (Glyco_hydro_35) // Galactose binding lectin domain (Gal_Lectin) // Beta-galactosidase (Glyco_hydro_42),turquoise,NA,gene
Manes.09G058083.v8.1,Manes.09G058083,,turquoise,NA,gene
Manes.09G048300.v8.1,Manes.09G048300,(1 of 3) PTHR24098//PTHR24098:SF5 - FAMILY NOT NAMED // ACYL-COA N-ACYLTRANSFERASE WITH RING/FYVE/PHD-TYPE ZINC FINGER DOMAIN-CONTAINING PROTEIN,turquoise,NA,gene
Manes.09G048862.v8.1,Manes.09G048862,(1 of 2) K12185 - ESCRT-I complex subunit VPS37 (VPS37),turquoise,NA,gene
Manes.09G049118.v8.1,Manes.09G049118,(1 of 2) K18655 - ATP-dependent RNA helicase DDX19/DBP5 [EC:3.6.4.13] (DDX19; DBP5),turquoise,NA,gene
Manes.09G063060.v8.1,Manes.09G063060,(1 of 1) PTHR10641//PTHR10641:SF636 - MYB-LIKE DNA-BINDING PROTEIN MYB // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.09G062900.v8.1,Manes.09G062900,(1 of 2) PTHR10257//PTHR10257:SF20 - SERINE/THREONINE PROTEIN PHOSPHATASE 2A  PP2A  REGULATORY SUBUNIT B // SERINE/THREONINE PROTEIN PHOSPHATASE 2A 57 KDA REGULATORY SUBUNIT B' ALPHA ISOFORM-RELATED,turquoise,NA,gene
Manes.09G065100.v8.1,Manes.09G065100,(1 of 2) PTHR31096:SF23 - ACT DOMAIN-CONTAINING PROTEIN,turquoise,NA,gene
Manes.09G066300.v8.1,Manes.09G066300,(1 of 3) PTHR22814:SF113 - HEAVY-METAL-ASSOCIATED DOMAIN-CONTAINING PROTEIN-RELATED,turquoise,NA,gene
Manes.09G066601.v8.1,Manes.09G066601,(1 of 2) PTHR12321:SF31 - PROTEIN TAF-8; ISOFORM B,turquoise,NA,gene
Manes.09G066900.v8.1,Manes.09G066900,(1 of 2) KOG3918 - Predicted membrane protein,turquoise,NA,gene
Manes.09G067140.v8.1,Manes.09G067140,(1 of 2) PTHR21677//PTHR21677:SF3 - CRAMPED PROTEIN // TSL-KINASE INTERACTING PROTEIN 1,turquoise,NA,gene
Manes.09G064200.v8.1,Manes.09G064200,(1 of 1) PTHR10741:SF2 - TRANSLIN,turquoise,NA,gene
Manes.09G063900.v8.1,Manes.09G063900,,turquoise,NA,gene
Manes.09G068812.v8.1,Manes.09G068812,(1 of 4) K02152 - V-type H+-transporting ATPase subunit G (ATPeV1G; ATP6G),purple,NA,gene
Manes.09G069301.v8.1,Manes.09G069301,(1 of 4) 4.2.1.9 - Dihydroxy-acid dehydratase,turquoise,NA,gene
Manes.09G072968.v8.1,Manes.09G072968,(1 of 4) K08506 - syntaxin of plants SYP7 (SYP7),turquoise,NA,gene
Manes.09G078863.v8.1,Manes.09G078863,(1 of 12) PTHR33448:SF4 - ARABIDOPSIS THALIANA GENOMIC DNA; CHROMOSOME 5; P1 CLONE:MOK16-RELATED,turquoise,NA,gene
Manes.09G081400.v8.1,Manes.09G081400,(1 of 4) PTHR32295:SF32 - PROTEIN IQ-DOMAIN 3-RELATED,turquoise,NA,gene
Manes.09G080719.v8.1,Manes.09G080719,(1 of 1) PTHR11064//PTHR11064:SF27//PTHR11064:SF45 - CCAAT-BINDING TRANSCRIPTION FACTOR-RELATED // NUCLEAR TRANSCRIPTION FACTOR Y SUBUNIT B-2-RELATED // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.09G080500.v8.1,Manes.09G080500,(1 of 6) PF07714//PF12819 - Protein tyrosine kinase (Pkinase_Tyr) // Carbohydrate-binding protein of the ER (Malectin_like),turquoise,NA,gene
Manes.09G080009.v8.1,Manes.09G080009,(1 of 3) PF10018 - Vitamin-D-receptor interacting Mediator subunit 4 (Med4),turquoise,NA,gene
Manes.09G070800.v8.1,Manes.09G070800,(1 of 1) PTHR10848//PTHR10848:SF0 - MEIOTIC RECOMBINATION PROTEIN SPO11 // MEIOTIC RECOMBINATION PROTEIN SPO11,turquoise,NA,gene
Manes.09G071000.v8.1,Manes.09G071000,(1 of 3) PTHR27001:SF211 - PROTEIN KINASE FAMILY PROTEIN,black,NA,gene
Manes.09G072500.v8.1,Manes.09G072500,(1 of 3) K12616 - enhancer of mRNA-decapping protein 4 (EDC4),turquoise,NA,gene
Manes.09G076300.v8.1,Manes.09G076300,(1 of 2) PTHR16166//PTHR16166:SF87 - VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN  VPS13 // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.09G076319.v8.1,Manes.09G076319,(1 of 5) K12462 - Rho GDP-dissociation inhibitor (ARHGDI; RHOGDI),turquoise,NA,gene
Manes.09G076472.v8.1,Manes.09G076472,(1 of 2) PTHR10357:SF119 - 1;4-ALPHA-GLUCAN-BRANCHING ENZYME 3; CHLOROPLASTIC/AMYLOPLASTIC,turquoise,carb,gene
Manes.09G076529.v8.1,Manes.09G076529,(1 of 1) PF00027//PF12796//PF13857 - Cyclic nucleotide-binding domain (cNMP_binding) // Ankyrin repeats (3 copies) (Ank_2) // Ankyrin repeats (many copies) (Ank_5),turquoise,NA,gene
Manes.09G076605.v8.1,Manes.09G076605,(1 of 3) K15223 - upstream activation factor subunit UAF30 (UAF30; SPP27),turquoise,NA,gene
Manes.09G070200.v8.1,Manes.09G070200,,turquoise,NA,gene
Manes.09G070500.v8.1,Manes.09G070500,(1 of 2) PTHR31731//PTHR31731:SF16 - FAMILY NOT NAMED // BIFUNCTIONAL INHIBITOR/LIPID-TRANSFER PROTEIN/SEED STORAGE 2S ALBUMIN-LIKE PROTEIN,turquoise,NA,gene
Manes.09G079619.v8.1,Manes.09G079619,(1 of 2) PTHR33179:SF7 - GENOMIC DNA; CHROMOSOME 3; P1 CLONE:MKA23,turquoise,NA,gene
Manes.09G079638.v8.1,Manes.09G079638,(1 of 207) PF01535//PF13041 - PPR repeat (PPR) // PPR repeat family (PPR_2),turquoise,NA,gene
Manes.09G079657.v8.1,Manes.09G079657,(1 of 1) PTHR24291//PTHR24291:SF46 - FAMILY NOT NAMED // CYTOCHROME P450 97B3; CHLOROPLASTIC,turquoise,carot,gene
Manes.09G075018.v8.1,Manes.09G075018,(1 of 1) K10891 - fanconi anemia group D2 protein (FANCD2),turquoise,NA,gene
Manes.09G074700.v8.1,Manes.09G074700,(1 of 1) PTHR11390//PTHR11390:SF25 - PROKARYOTIC DNA TOPOISOMERASE // SUBFAMILY NOT NAMED,black,NA,gene
Manes.09G074500.v8.1,Manes.09G074500,(1 of 1) K01209 - alpha-N-arabinofuranosidase (E3.2.1.55; abfA),turquoise,NA,gene
Manes.09G074219.v8.1,Manes.09G074219,(1 of 1) PTHR19139//PTHR19139:SF128 - AQUAPORIN TRANSPORTER // AQUAPORIN SIP2-1-RELATED,turquoise,NA,gene
Manes.09G073009.v8.1,Manes.09G073009,(1 of 1) PTHR12419//PTHR12419:SF6 - OTU DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.09G072900.v8.1,Manes.09G072900,(1 of 1) PTHR18937//PTHR18937:SF225 - STRUCTURAL MAINTENANCE OF CHROMOSOMES SMC FAMILY MEMBER // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.09G077000.v8.1,Manes.09G077000,(1 of 1) KOG2798 - Putative trehalase,turquoise,NA,gene
Manes.09G077457.v8.1,Manes.09G077457,(1 of 29) PF00646//PF07734 - F-box domain (F-box) // F-box associated (FBA_1),turquoise,NA,gene
Manes.09G082100.v8.1,Manes.09G082100,,turquoise,NA,gene
Manes.09G081700.v8.1,Manes.09G081700,(1 of 74) PF00069//PF07714 - Protein kinase domain (Pkinase) // Protein tyrosine kinase (Pkinase_Tyr),turquoise,NA,gene
Manes.09G081628.v8.1,Manes.09G081628,(1 of 2) PTHR31636:SF45 - SCARECROW-LIKE PROTEIN 13,turquoise,NA,gene
Manes.09G081684.v8.1,Manes.09G081684,(1 of 4) PTHR11615//PTHR11615:SF100 - NITRATE; FROMATE; IRON DEHYDROGENASE // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.09G081692.v8.1,Manes.09G081692,(1 of 1) PTHR11615:SF103 - CYTOSOLIC FE-S CLUSTER ASSEMBLY FACTOR NARFL,turquoise,NA,gene
Manes.09G078400.v8.1,Manes.09G078400,(1 of 2) K11314 - transcriptional adapter 2-alpha (TADA2A; ADA2),turquoise,NA,gene
Manes.09G077799.v8.1,Manes.09G077799,(1 of 3) 2.4.1.10 - Levansucrase / Sucrose 6-fructosyltransferase,black,NA,gene
Manes.09G083100.v8.1,Manes.09G083100,(1 of 1) PTHR20863:SF32 - ACYL CARRIER PROTEIN 3; MITOCHONDRIAL,turquoise,NA,gene
Manes.09G083300.v8.1,Manes.09G083300,(1 of 1) PTHR31573:SF1 - ALPHA-KETOGLUTARATE-DEPENDENT DIOXYGENASE ALKB HOMOLOG 2,turquoise,NA,gene
Manes.09G084632.v8.1,Manes.09G084632,(1 of 1) PTHR23324//PTHR23324:SF80 - SEC14 RELATED PROTEIN // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.09G084400.v8.1,Manes.09G084400,(1 of 2) PTHR10774//PTHR10774:SF90 - EXTENDED SYNAPTOTAGMIN-RELATED // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.09G084900.v8.1,Manes.09G084900,(1 of 37) PF03000 - NPH3 family (NPH3),turquoise,NA,gene
Manes.09G085000.v8.1,Manes.09G085000,(1 of 1) PTHR21297//PTHR21297:SF2 - DNA-DIRECTED RNA POLYMERASE II // DNA-DIRECTED RNA POLYMERASES IV AND V SUBUNIT 4,turquoise,NA,gene
Manes.09G088066.v8.1,Manes.09G088066,(1 of 1) PTHR12873//PTHR12873:SF2 - T7-LIKE MITOCHONDRIAL DNA HELICASE // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.09G088000.v8.1,Manes.09G088000,(1 of 2) PTHR21229//PTHR21229:SF21 - LUNG SEVEN TRANSMEMBRANE RECEPTOR // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.09G088200.v8.1,Manes.09G088200,,black,NA,gene
Manes.09G088600.v8.1,Manes.09G088600,(1 of 1) KOG0502//KOG0508//KOG0512//KOG4412 - Integral membrane ankyrin-repeat protein Kidins220 (protein kinase D substrate) // Ankyrin repeat protein // Fetal globin-inducing factor (contains ankyrin repeats) // 26S proteasome regulatory complex; subunit PSMD10,turquoise,NA,gene
Manes.09G085700.v8.1,Manes.09G085700,(1 of 4) PTHR21726//PTHR21726:SF49 - PHOSPHATIDYLINOSITOL N-ACETYLGLUCOSAMINYLTRANSFERASE SUBUNIT P  DOWN SYNDROME CRITICAL REGION PROTEIN 5 -RELATED // PHOSPHATIDYLINOSITOL N-ACETYGLUCOSAMINLYTRANSFERASE SUBUNIT P-LIKE PROTEIN,turquoise,NA,gene
Manes.09G085800.v8.1,Manes.09G085800,(1 of 2) PTHR26312//PTHR26312:SF76 - FAMILY NOT NAMED // TETRATRICOPEPTIDE REPEAT DOMAIN-CONTAINING PROTEIN,turquoise,NA,gene
Manes.09G090928.v8.1,Manes.09G090928,(1 of 6) PTHR11260//PTHR11260:SF120 - GLUTATHIONE S-TRANSFERASE; GST; SUPERFAMILY; GST DOMAIN CONTAINING // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.09G086500.v8.1,Manes.09G086500,,turquoise,NA,gene
Manes.09G086700.v8.1,Manes.09G086700,,turquoise,NA,gene
Manes.09G087200.v8.1,Manes.09G087200,,turquoise,NA,gene
Manes.09G087400.v8.1,Manes.09G087400,(1 of 1) K12492 - ADP-ribosylation factor GTPase-activating protein 1 (ARFGAP1),black,NA,gene
Manes.09G090000.v8.1,Manes.09G090000,(1 of 2) PTHR14155//PTHR14155:SF180 - RING FINGER DOMAIN-CONTAINING // RING/U-BOX DOMAIN-CONTAINING PROTEIN-RELATED,turquoise,NA,gene
Manes.09G093100.v8.1,Manes.09G093100,(1 of 2) PTHR23249:SF15 - TRAFFICKING PROTEIN PARTICLE COMPLEX SUBUNIT 4,turquoise,NA,gene
Manes.09G092600.v8.1,Manes.09G092600,(1 of 4) PTHR12725//PTHR12725:SF72 - HALOACID DEHALOGENASE-LIKE HYDROLASE // HALOACID DEHALOGENASE-LIKE HYDROLASE (HAD) SUPERFAMILY PROTEIN,turquoise,NA,gene
Manes.09G092500.v8.1,Manes.09G092500,(1 of 2) K08956 - AFG3 family protein [EC:3.4.24.-] (AFG3),turquoise,NA,gene
Manes.09G092200.v8.1,Manes.09G092200,(1 of 1) PF09783 - Vacuolar import and degradation protein (Vac_ImportDeg),turquoise,NA,gene
Manes.09G092274.v8.1,Manes.09G092274,(1 of 1) PTHR14154:SF11 - HIGH-LIGHT-INDUCED PROTEIN; CHLOROPLASTIC,turquoise,NA,gene
Manes.09G092411.v8.1,Manes.09G092411,,turquoise,NA,gene
Manes.09G092822.v8.1,Manes.09G092822,(1 of 3) PTHR13683:SF347 - CYSTEINE-RICH PEPTIDE FAMILY PROTEIN,turquoise,NA,gene
Manes.09G095600.v8.1,Manes.09G095600,(1 of 2) PTHR22870//PTHR22870:SF202 - REGULATOR OF CHROMOSOME CONDENSATION // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.09G096100.v8.1,Manes.09G096100,(1 of 3) PTHR10826//PTHR10826:SF12 - COMPLEMENT COMPONENT 1 // SUBFAMILY NOT NAMED,black,NA,gene
Manes.09G097000.v8.1,Manes.09G097000,(1 of 10) PF11891 - Domain of unknown function (DUF3411) (DUF3411),turquoise,NA,gene
Manes.09G097200.v8.1,Manes.09G097200,(1 of 3) PTHR11654//PTHR11654:SF181 - OLIGOPEPTIDE TRANSPORTER-RELATED // PROTEIN NRT1/ PTR FAMILY 2.8,turquoise,NA,gene
Manes.09G097700.v8.1,Manes.09G097700,(1 of 1) PTHR18934//PTHR18934:SF103 - ATP-DEPENDENT RNA HELICASE // ATP-DEPENDENT RNA HELICASE A-LIKE PROTEIN,turquoise,NA,gene
Manes.09G098300.v8.1,Manes.09G098300,(1 of 1) K06700 - proteasome inhibitor subunit 1 (PI31) (PSMF1),purple,NA,gene
Manes.09G098500.v8.1,Manes.09G098500,,turquoise,NA,gene
Manes.09G098800.v8.1,Manes.09G098800,(1 of 9) PTHR11260//PTHR11260:SF303 - GLUTATHIONE S-TRANSFERASE; GST; SUPERFAMILY; GST DOMAIN CONTAINING // GLUTATHIONE S-TRANSFERASE U1-RELATED,purple,NA,gene
Manes.09G098900.v8.1,Manes.09G098900,(1 of 9) PTHR11260//PTHR11260:SF303 - GLUTATHIONE S-TRANSFERASE; GST; SUPERFAMILY; GST DOMAIN CONTAINING // GLUTATHIONE S-TRANSFERASE U1-RELATED,turquoise,NA,gene
Manes.09G098760.v8.1,Manes.09G098760,(1 of 46) PF00582 - Universal stress protein family (Usp),purple,NA,gene
Manes.09G099500.v8.1,Manes.09G099500,(1 of 4) PF13474 - SnoaL-like domain (SnoaL_3),turquoise,NA,gene
Manes.09G099900.v8.1,Manes.09G099900,(1 of 2) PTHR33649//PTHR33649:SF4 - FAMILY NOT NAMED // PAR1 PROTEIN,turquoise,NA,gene
Manes.09G100100.v8.1,Manes.09G100100,(1 of 1) PTHR33642:SF3 - INTRON MATURASE; TYPE II FAMILY PROTEIN,turquoise,NA,gene
Manes.09G100784.v8.1,Manes.09G100784,(1 of 1) PTHR10584//PTHR10584:SF175 - SUGAR KINASE // FRUCTOKINASE-LIKE 1,turquoise,carb,gene
Manes.09G100900.v8.1,Manes.09G100900,(1 of 3) K02917 - large subunit ribosomal protein L35Ae (RP-L35Ae; RPL35A),turquoise,NA,gene
Manes.09G101000.v8.1,Manes.09G101000,(1 of 1) K15151 - mediator of RNA polymerase II transcription subunit 10 (MED10; NUT2),turquoise,NA,gene
Manes.09G101400.v8.1,Manes.09G101400,(1 of 2) PTHR10994:SF65 - RETICULON-LIKE PROTEIN B12,turquoise,NA,gene
Manes.09G101500.v8.1,Manes.09G101500,(1 of 1) K11863 - Ataxin-3 (ATXN3; MJD),turquoise,NA,gene
Manes.09G101900.v8.1,Manes.09G101900,(1 of 1) 3.2.1.162 - Lambda-carrageenase / Endo-beta-1;4-carrageenose 2;6;2'-trisulfate-hydrolase,turquoise,NA,gene
Manes.09G102000.v8.1,Manes.09G102000,(1 of 5) PF06127 - Protein of unknown function (DUF962) (DUF962),turquoise,NA,gene
Manes.09G103400.v8.1,Manes.09G103400,(1 of 2) KOG2714 - SETA binding protein SB1 and related proteins; contain BTB/POZ domain,turquoise,NA,gene
Manes.09G104300.v8.1,Manes.09G104300,(1 of 1) PTHR23081:SF1 - RNA POLYMERASE II C-TERMINAL DOMAIN PHOSPHATASE-LIKE 2,turquoise,NA,gene
Manes.09G103800.v8.1,Manes.09G103800,(1 of 1) PTHR24089//PTHR24089:SF190 - FAMILY NOT NAMED // THYLAKOID ADP;ATP CARRIER PROTEIN; CHLOROPLASTIC-RELATED,turquoise,NA,gene
Manes.09G104800.v8.1,Manes.09G104800,(1 of 2) K14617 - LMBR1 domain-containing protein 1 (LMBRD1),turquoise,NA,gene
Manes.09G105300.v8.1,Manes.09G105300,(1 of 1) PTHR15245//PTHR15245:SF25 - SYMPLEKIN-RELATED // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.09G107100.v8.1,Manes.09G107100,(1 of 2) 3.5.4.17//3.5.4.6 - Adenosine-phosphate deaminase // AMP deaminase / Myoadenylate deaminase,turquoise,NA,gene
Manes.09G106900.v8.1,Manes.09G106900,(1 of 1) 2.5.1.62 - Chlorophyll synthase,turquoise,NA,gene
Manes.09G106600.v8.1,Manes.09G106600,(1 of 3) K15306 - Ran-binding protein 1 (RANBP1),turquoise,NA,gene
Manes.09G108600.v8.1,Manes.09G108600,(1 of 1) K06910 - uncharacterized protein (K06910),turquoise,NA,gene
Manes.09G108700.v8.1,Manes.09G108700,(1 of 2) K13100 - pre-mRNA-splicing factor CWC22 (CWC22),turquoise,NA,gene
Manes.09G108800.v8.1,Manes.09G108800,(1 of 2) PTHR12329:SF15 - BAG FAMILY MOLECULAR CHAPERONE REGULATOR 4,turquoise,NA,gene
Manes.09G109400.v8.1,Manes.09G109400,(1 of 1) PTHR23083//PTHR23083:SF420 - TETRATRICOPEPTIDE REPEAT PROTEIN; TPR // ETO1-LIKE PROTEIN 2-RELATED,turquoise,NA,gene
Manes.09G110101.v8.1,Manes.09G110101,,black,NA,gene
Manes.09G110300.v8.1,Manes.09G110300,(1 of 4) PF14237 - Domain of unknown function (DUF4339) (DUF4339),turquoise,NA,gene
Manes.09G110700.v8.1,Manes.09G110700,(1 of 28) PF04398 - Protein of unknown function; DUF538 (DUF538),turquoise,NA,gene
Manes.09G111900.v8.1,Manes.09G111900,(1 of 1) K13141 - integrator complex subunit 4 (INTS4),turquoise,NA,gene
Manes.09G112500.v8.1,Manes.09G112500,(1 of 1) PTHR10108//PTHR10108:SF885 - METHYLTRANSFERASE // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.09G113450.v8.1,Manes.09G113450,(1 of 80) PF01535//PF13041//PF14432 - PPR repeat (PPR) // PPR repeat family (PPR_2) // DYW family of nucleic acid deaminases (DYW_deaminase),turquoise,NA,gene
Manes.09G114500.v8.1,Manes.09G114500,(1 of 1) PTHR13856//PTHR13856:SF75 - VHS DOMAIN CONTAINING PROTEIN FAMILY // ENTH/VHS/GAT FAMILY PROTEIN,turquoise,NA,gene
Manes.09G114600.v8.1,Manes.09G114600,(1 of 2) K07204 - regulatory associated protein of mTOR (RAPTOR),turquoise,NA,gene
Manes.09G114900.v8.1,Manes.09G114900,(1 of 3) K00827 - alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase (AGXT2),turquoise,NA,gene
Manes.09G115800.v8.1,Manes.09G115800,,turquoise,NA,gene
Manes.09G116100.v8.1,Manes.09G116100,,turquoise,NA,gene
Manes.09G116300.v8.1,Manes.09G116300,(1 of 2) PTHR23315//PTHR23315:SF63 - BETA CATENIN-RELATED ARMADILLO REPEAT-CONTAINING // U-BOX DOMAIN-CONTAINING PROTEIN 16,turquoise,NA,gene
Manes.09G116400.v8.1,Manes.09G116400,(1 of 3) PTHR33057//PTHR33057:SF22 - FAMILY NOT NAMED // OVATE FAMILY PROTEIN 1-RELATED,black,NA,gene
Manes.09G117100.v8.1,Manes.09G117100,(1 of 2) PTHR23257//PTHR23257:SF531 - SERINE-THREONINE PROTEIN KINASE // PROTEIN KINASE ATN1-LIKE PROTEIN,turquoise,NA,gene
Manes.09G117600.v8.1,Manes.09G117600,(1 of 1569) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase,turquoise,NA,gene
Manes.09G118000.v8.1,Manes.09G118000,,turquoise,NA,gene
Manes.09G118400.v8.1,Manes.09G118400,(1 of 2) PTHR22765:SF58 - VACUOLAR-SORTING RECEPTOR 1-RELATED,turquoise,NA,gene
Manes.09G118800.v8.1,Manes.09G118800,(1 of 1) PTHR12341//PTHR12341:SF38 - 5'->3' EXORIBONUCLEASE // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.09G119200.v8.1,Manes.09G119200,(1 of 2) PTHR27003//PTHR27003:SF22 - FAMILY NOT NAMED // LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE,turquoise,NA,gene
Manes.09G119300.v8.1,Manes.09G119300,(1 of 2) PTHR32116:SF12 - GALACTURONOSYLTRANSFERASE 7-RELATED,turquoise,NA,gene
Manes.09G120200.v8.1,Manes.09G120200,,turquoise,NA,gene
Manes.09G121100.v8.1,Manes.09G121100,(1 of 1) PTHR22763//PTHR22763:SF66 - RING ZINC FINGER PROTEIN // SUBFAMILY NOT NAMED,black,NA,gene
Manes.09G121700.v8.1,Manes.09G121700,(1 of 2) PTHR11208//PTHR11208:SF59 - RNA-BINDING PROTEIN RELATED // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.09G122600.v8.1,Manes.09G122600,,black,NA,gene
Manes.09G122800.v8.1,Manes.09G122800,(1 of 2) PTHR10438:SF240 - THIOREDOXIN H9,turquoise,NA,gene
Manes.09G123000.v8.1,Manes.09G123000,(1 of 12) KOG0594 - Protein kinase PCTAIRE and related kinases,turquoise,NA,gene
Manes.09G123100.v8.1,Manes.09G123100,(1 of 4) K04688 - p70 ribosomal S6 kinase (RPS6KB),black,NA,gene
Manes.09G123200.v8.1,Manes.09G123200,,turquoise,NA,gene
Manes.09G123400.v8.1,Manes.09G123400,(1 of 3) K03145 - transcription elongation factor S-II (TFIIS),turquoise,NA,gene
Manes.09G123600.v8.1,Manes.09G123600,(1 of 5) K14802 - phospholipid-transporting ATPase [EC:3.6.3.1] (DRS2; ATP8A),turquoise,NA,gene
Manes.09G124100.v8.1,Manes.09G124100,(1 of 2) PTHR33697:SF2 - PWWP DOMAIN-CONTAINING PROTEIN,turquoise,NA,gene
Manes.09G124400.v8.1,Manes.09G124400,(1 of 1) PTHR21262//PTHR21262:SF7 - GUANOSINE-3';5'-BIS DIPHOSPHATE  3'-PYROPHOSPHOHYDROLASE // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.09G124600.v8.1,Manes.09G124600,(1 of 2) K14290 - exportin-1 (XPO1; CRM1),turquoise,NA,gene
Manes.09G124700.v8.1,Manes.09G124700,(1 of 2) K10601 - E3 ubiquitin-protein ligase synoviolin (SYVN1; HRD1),turquoise,NA,gene
Manes.09G124800.v8.1,Manes.09G124800,(1 of 1) K18735 - protein SMG9 (SMG9),turquoise,NA,gene
Manes.09G125200.v8.1,Manes.09G125200,(1 of 259) PF00076 - RNA recognition motif. (a.k.a. RRM; RBD; or RNP domain) (RRM_1),black,NA,gene
Manes.09G125300.v8.1,Manes.09G125300,(1 of 1) PTHR10891//PTHR10891:SF290 - EF-HAND CALCIUM-BINDING DOMAIN CONTAINING PROTEIN // CALCIUM-BINDING PROTEIN CML18-RELATED,turquoise,NA,gene
Manes.09G126600.v8.1,Manes.09G126600,(1 of 2) PTHR13856//PTHR13856:SF93 - VHS DOMAIN CONTAINING PROTEIN FAMILY // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.09G127200.v8.1,Manes.09G127200,(1 of 207) PF01535//PF13041 - PPR repeat (PPR) // PPR repeat family (PPR_2),turquoise,NA,gene
Manes.09G128100.v8.1,Manes.09G128100,(1 of 1) PTHR10366//PTHR10366:SF428 - NAD DEPENDENT EPIMERASE/DEHYDRATASE // SUBFAMILY NOT NAMED,black,NA,gene
Manes.09G128300.v8.1,Manes.09G128300,(1 of 1) PF08378 - Nuclease-related domain (NERD),turquoise,NA,gene
Manes.09G128800.v8.1,Manes.09G128800,(1 of 2) 2.7.1.15 - Ribokinase,turquoise,NA,gene
Manes.09G128900.v8.1,Manes.09G128900,(1 of 20) PF04640 - PLATZ transcription factor (PLATZ),turquoise,NA,gene
Manes.09G129000.v8.1,Manes.09G129000,(1 of 3) 2.3.2.4 - Gamma-glutamylcyclotransferase,turquoise,NA,gene
Manes.09G129200.v8.1,Manes.09G129200,(1 of 80) PF01535//PF13041//PF14432 - PPR repeat (PPR) // PPR repeat family (PPR_2) // DYW family of nucleic acid deaminases (DYW_deaminase),turquoise,NA,gene
Manes.09G129500.v8.1,Manes.09G129500,,turquoise,NA,gene
Manes.09G130000.v8.1,Manes.09G130000,,turquoise,NA,gene
Manes.09G130100.v8.1,Manes.09G130100,(1 of 2) PF15249 - Conserved region of unknown function on GLTSCR protein (GLTSCR1),turquoise,NA,gene
Manes.09G130200.v8.1,Manes.09G130200,(1 of 138) KOG0156 - Cytochrome P450 CYP2 subfamily,purple,NA,gene
Manes.09G130600.v8.1,Manes.09G130600,(1 of 1) K13103 - tuftelin-interacting protein 11 (TFIP11),turquoise,NA,gene
Manes.09G131100.v8.1,Manes.09G131100,(1 of 5) 2.3.1.196 - Benzyl alcohol O-benzoyltransferase,turquoise,NA,gene
Manes.09G131200.v8.1,Manes.09G131200,(1 of 5) 2.3.1.196 - Benzyl alcohol O-benzoyltransferase,turquoise,NA,gene
Manes.09G131800.v8.1,Manes.09G131800,(1 of 5) PF16709 - Fused Ig-PH domain of plant-specific actin-binding protein (SCAB-IgPH),turquoise,NA,gene
Manes.09G132400.v8.1,Manes.09G132400,(1 of 5) PTHR11260//PTHR11260:SF327 - GLUTATHIONE S-TRANSFERASE; GST; SUPERFAMILY; GST DOMAIN CONTAINING // SUBFAMILY NOT NAMED,turquoise,NA,gene
