"","Sample_Name","commonID","design_description","filname_1","filname_2"
"65","TCDM_2_X4_46_3_o","TCDM_2_D01_X4_46_3_o","SampleID: TCDM_2_D01_X4_46_3_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: D01 Year: 2022; Accession: ITH21F004P046; Block: 3; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209130_HY5CNBGXT_TCDM_2_D01_X4_46_3_o_TGCACG_S4",NA
"66","TCDM_2_X4_46_1_i","TCDM_2_E01_X4_46_1_i","SampleID: TCDM_2_E01_X4_46_1_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: E01 Year: 2022; Accession: ITH21F004P046; Block: 3; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209131_HY5CNBGXT_TCDM_2_E01_X4_46_1_i_ACATTA_S5",NA
"67","TCDM_2_C14_3_2_o","TCDM_2_F01_C14_3_2_o","SampleID: TCDM_2_F01_C14_3_2_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: F01 Year: 2022; Accession: HIL16C014; Block: 3; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209132_HY5CNBGXT_TCDM_2_F01_C14_3_2_o_GTGTAG_S6",NA
"68","TCDM_2_A03_3_1_o","TCDM_2_G01_A03_3_1_o","SampleID: TCDM_2_G01_A03_3_1_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: G01 Year: 2022; Accession: HIL16A003; Block: 3; Root: 1; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209133_HY5CNBGXT_TCDM_2_G01_A03_3_1_o_CTAGTC_S7",NA
"69","TCDM_2_A03_3_3_o","TCDM_2_H01_A03_3_3_o","SampleID: TCDM_2_H01_A03_3_3_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: H01 Year: 2022; Accession: HIL16A003; Block: 3; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209134_HY5CNBGXT_TCDM_2_H01_A03_3_3_o_TGTGCA_S8",NA
"70","TCDM_2_X4_32_2_i","TCDM_2_A02_X4_32_2_i","SampleID: TCDM_2_A02_X4_32_2_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: A02 Year: 2022; Accession: ITH21F004P032; Block: 3; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209135_HY5CNBGXT_TCDM_2_A02_X4_32_2_i_TCAGGA_S9",NA
"71","TCDM_2_C14_3_2_i","TCDM_2_B02_C14_3_2_i","SampleID: TCDM_2_B02_C14_3_2_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: B02 Year: 2022; Accession: HIL16C014; Block: 3; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209136_HY5CNBGXT_TCDM_2_B02_C14_3_2_i_CGGTTA_S10",NA
"72","TCDM_2_X4_32_3_i","TCDM_2_C02_X4_32_3_i","SampleID: TCDM_2_C02_X4_32_3_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: C02 Year: 2022; Accession: ITH21F004P032; Block: 3; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209137_HY5CNBGXT_TCDM_2_C02_X4_32_3_i_TTAACT_S11",NA
"73","TCDM_2_X4_32_3_o","TCDM_2_D02_X4_32_3_o","SampleID: TCDM_2_D02_X4_32_3_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: D02 Year: 2022; Accession: ITH21F004P032; Block: 3; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209138_HY5CNBGXT_TCDM_2_D02_X4_32_3_o_ATGAAC_S12",NA
"74","TCDM_2_X4_32_1_i","TCDM_2_F02_X4_32_1_i","SampleID: TCDM_2_F02_X4_32_1_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: F02 Year: 2022; Accession: ITH21F004P032; Block: 3; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209140_HY5CNBGXT_TCDM_2_F02_X4_32_1_i_CCGACC_S14",NA
"75","TCDM_2_A04_3_2_i","TCDM_2_G02_A04_3_2_i","SampleID: TCDM_2_G02_A04_3_2_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: G02 Year: 2022; Accession: HIL16A004; Block: 3; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209141_HY5CNBGXT_TCDM_2_G02_A04_3_2_i_GGCTGC_S15",NA
"76","TCDM_2_A04_3_1_o","TCDM_2_H02_A04_3_1_o","SampleID: TCDM_2_H02_A04_3_1_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: H02 Year: 2022; Accession: HIL16A004; Block: 3; Root: 1; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209142_HY5CNBGXT_TCDM_2_H02_A04_3_1_o_TACCTT_S16",NA
"77","TCDM_2_C14_3_3_o","TCDM_2_A03_C14_3_3_o","SampleID: TCDM_2_A03_C14_3_3_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: A03 Year: 2022; Accession: HIL16C014; Block: 3; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209143_HY5CNBGXT_TCDM_2_A03_C14_3_3_o_TCTTAA_S17",NA
"78","TCDM_2_C14_3_1_i","TCDM_2_B03_C14_3_1_i","SampleID: TCDM_2_B03_C14_3_1_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: B03 Year: 2022; Accession: HIL16C014; Block: 3; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209144_HY5CNBGXT_TCDM_2_B03_C14_3_1_i_GTCAGG_S18",NA
"79","TCDM_2_A27_3_3_i","TCDM_2_D03_A27_3_3_i","SampleID: TCDM_2_D03_A27_3_3_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: D03 Year: 2022; Accession: HIL16A027; Block: 3; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209146_HY5CNBGXT_TCDM_2_D03_A27_3_3_i_TATGTC_S20",NA
"80","TCDM_2_A03_3_3_i","TCDM_2_G03_A03_3_3_i","SampleID: TCDM_2_G03_A03_3_3_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: G03 Year: 2022; Accession: HIL16A003; Block: 3; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209149_HY5CNBGXT_TCDM_2_G03_A03_3_3_i_CACACT_S23",NA
"81","TCDM_2_X4_32_1_o","TCDM_2_H03_X4_32_1_o","SampleID: TCDM_2_H03_X4_32_1_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: H03 Year: 2022; Accession: ITH21F004P032; Block: 3; Root: 1; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209150_HY5CNBGXT_TCDM_2_H03_X4_32_1_o_CCGCAA_S24",NA
"82","TCDM_2_A04_3_3_i","TCDM_2_A04_A04_3_3_i","SampleID: TCDM_2_A04_A04_3_3_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: A04 Year: 2022; Accession: HIL16A004; Block: 3; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209151_HY5CNBGXT_TCDM_2_A04_A04_3_3_i_TTTATG_S25",NA
"83","TCDM_2_A27_3_1_o","TCDM_2_C04_A27_3_1_o","SampleID: TCDM_2_C04_A27_3_1_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: C04 Year: 2022; Accession: HIL16A027; Block: 3; Root: 1; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209153_HY5CNBGXT_TCDM_2_C04_A27_3_1_o_CAAGCA_S27",NA
"84","TCDM_2_A27_3_3_o","TCDM_2_D04_A27_3_3_o","SampleID: TCDM_2_D04_A27_3_3_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: D04 Year: 2022; Accession: HIL16A027; Block: 3; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209154_HY5CNBGXT_TCDM_2_D04_A27_3_3_o_GCTCGA_S28",NA
"85","TCDM_2_A27_3_2_o","TCDM_2_E04_A27_3_2_o","SampleID: TCDM_2_E04_A27_3_2_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: E04 Year: 2022; Accession: HIL16A027; Block: 3; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209155_HY5CNBGXT_TCDM_2_E04_A27_3_2_o_GCGAAT_S29",NA
"86","TCDM_2_X5_66_3_o","TCDM_2_F04_X5_66_3_o","SampleID: TCDM_2_F04_X5_66_3_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: F04 Year: 2022; Accession: ITH21F005P066; Block: 3; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209156_HY5CNBGXT_TCDM_2_F04_X5_66_3_o_TGGATT_S30",NA
"87","TCDM_2_C17_3_1_i","TCDM_2_G04_C17_3_1_i","SampleID: TCDM_2_G04_C17_3_1_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: G04 Year: 2022; Accession: HIL16C017; Block: 3; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209157_HY5CNBGXT_TCDM_2_G04_C17_3_1_i_ACCTAC_S31",NA
"88","TCDM_2_C17_3_1_o","TCDM_2_H04_C17_3_1_o","SampleID: TCDM_2_H04_C17_3_1_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: H04 Year: 2022; Accession: HIL16C017; Block: 3; Root: 1; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209158_HY5CNBGXT_TCDM_2_H04_C17_3_1_o_CGAAGG_S32",NA
"89","TCDM_2_C17_3_2_i","TCDM_2_A05_C17_3_2_i","SampleID: TCDM_2_A05_C17_3_2_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: A05 Year: 2022; Accession: HIL16C017; Block: 3; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209159_HY5CNBGXT_TCDM_2_A05_C17_3_2_i_AGATAG_S33",NA
"90","TCDM_2_C17_3_2_o","TCDM_2_B05_C17_3_2_o","SampleID: TCDM_2_B05_C17_3_2_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: B05 Year: 2022; Accession: HIL16C017; Block: 3; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209160_HY5CNBGXT_TCDM_2_B05_C17_3_2_o_TTGGTA_S34",NA
"91","TCDM_2_X5_66_2_i","TCDM_2_C05_X5_66_2_i","SampleID: TCDM_2_C05_X5_66_2_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: C05 Year: 2022; Accession: ITH21F005P066; Block: 3; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209161_HY5CNBGXT_TCDM_2_C05_X5_66_2_i_GTTACC_S35",NA
"92","TCDM_2_X5_66_1_i","TCDM_2_D05_X5_66_1_i","SampleID: TCDM_2_D05_X5_66_1_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: D05 Year: 2022; Accession: ITH21F005P066; Block: 3; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209162_HY5CNBGXT_TCDM_2_D05_X5_66_1_i_CGCAAC_S36",NA
"93","TCDM_2_C17_3_3_o","TCDM_2_E05_C17_3_3_o","SampleID: TCDM_2_E05_C17_3_3_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: E05 Year: 2022; Accession: HIL16C017; Block: 3; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209163_HY5CNBGXT_TCDM_2_E05_C17_3_3_o_TGGCGA_S37",NA
"94","TCDM_2_A03_3_2_o","TCDM_2_F05_A03_3_2_o","SampleID: TCDM_2_F05_A03_3_2_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: F05 Year: 2022; Accession: HIL16A003; Block: 3; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209164_HY5CNBGXT_TCDM_2_F05_A03_3_2_o_ACCGTG_S38",NA
"95","TCDM_2_X5_66_3_i","TCDM_2_G05_X5_66_3_i","SampleID: TCDM_2_G05_X5_66_3_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: G05 Year: 2022; Accession: ITH21F005P066; Block: 3; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209165_HY5CNBGXT_TCDM_2_G05_X5_66_3_i_CAACAG_S39",NA
"96","TCDM_2_X5_66_2_o","TCDM_2_A06_X5_66_2_o","SampleID: TCDM_2_A06_X5_66_2_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: A06 Year: 2022; Accession: ITH21F005P066; Block: 3; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209167_HY5CNBGXT_TCDM_2_A06_X5_66_2_o_CTCTCG_S41",NA
"97","TCDM_2_A27_3_2_i","TCDM_2_B06_A27_3_2_i","SampleID: TCDM_2_B06_A27_3_2_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: B06 Year: 2022; Accession: HIL16A027; Block: 3; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209168_HY5CNBGXT_TCDM_2_B06_A27_3_2_i_TGACAC_S42",NA
"98","TCDM_2_C64_3_1_o","TCDM_2_C06_C64_3_1_o","SampleID: TCDM_2_C06_C64_3_1_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: C06 Year: 2022; Accession: HIL16C064; Block: 3; Root: 1; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209169_HY5CNBGXT_TCDM_2_C06_C64_3_1_o_AAGACA_S43",NA
"99","TCDM_2_X9_35_2_i","TCDM_2_D06_X9_35_2_i","SampleID: TCDM_2_D06_X9_35_2_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: D06 Year: 2022; Accession: ITH21F009P035; Block: 3; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209170_HY5CNBGXT_TCDM_2_D06_X9_35_2_i_ACAGAT_S44",NA
"100","TCDM_2_C64_3_1_i","TCDM_2_E06_C64_3_1_i","SampleID: TCDM_2_E06_C64_3_1_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: E06 Year: 2022; Accession: HIL16C064; Block: 3; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209171_HY5CNBGXT_TCDM_2_E06_C64_3_1_i_TAGGCT_S45",NA
"101","TCDM_2_C14_3_1_o","TCDM_2_F06_C14_3_1_o","SampleID: TCDM_2_F06_C14_3_1_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: F06 Year: 2022; Accession: HIL16C014; Block: 3; Root: 1; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209172_HY5CNBGXT_TCDM_2_F06_C14_3_1_o_CTCCAT_S46",NA
"102","TCDM_2_X9_35_2_o","TCDM_2_G06_X9_35_2_o","SampleID: TCDM_2_G06_X9_35_2_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: G06 Year: 2022; Accession: ITH21F009P035; Block: 3; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209173_HY5CNBGXT_TCDM_2_G06_X9_35_2_o_GCATGG_S47",NA
"103","TCDM_2_C64_3_2_o","TCDM_2_H06_C64_3_2_o","SampleID: TCDM_2_H06_C64_3_2_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: H06 Year: 2022; Accession: HIL16C064; Block: 3; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209174_HY5CNBGXT_TCDM_2_H06_C64_3_2_o_AATAGC_S48",NA
"104","TCDM_2_X9_35_1_i","TCDM_2_A07_X9_35_1_i","SampleID: TCDM_2_A07_X9_35_1_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: A07 Year: 2022; Accession: ITH21F009P035; Block: 3; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209175_HY5CNBGXT_TCDM_2_A07_X9_35_1_i_GTGCCA_S49",NA
"105","TCDM_2_C64_3_3_i","TCDM_2_B07_C64_3_3_i","SampleID: TCDM_2_B07_C64_3_3_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: B07 Year: 2022; Accession: HIL16C064; Block: 3; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209176_HY5CNBGXT_TCDM_2_B07_C64_3_3_i_TCGAGG_S50",NA
"106","TCDM_2_C17_3_3_i","TCDM_2_C07_C17_3_3_i","SampleID: TCDM_2_C07_C17_3_3_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: C07 Year: 2022; Accession: HIL16C017; Block: 3; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209177_HY5CNBGXT_TCDM_2_C07_C17_3_3_i_CACTAA_S51",NA
"107","TCDM_2_X2_24_3_i","TCDM_2_E07_X2_24_3_i","SampleID: TCDM_2_E07_X2_24_3_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: E07 Year: 2022; Accession: ITH21F002P024; Block: 4; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209179_HY5CNBGXT_TCDM_2_E07_X2_24_3_i_CGCCTG_S53",NA
"108","TCDM_2_X2_24_2_o","TCDM_2_F07_X2_24_2_o","SampleID: TCDM_2_F07_X2_24_2_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: F07 Year: 2022; Accession: ITH21F002P024; Block: 4; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209180_HY5CNBGXT_TCDM_2_F07_X2_24_2_o_AATGAA_S54",NA
"109","TCDM_2_X2_24_1_o","TCDM_2_G07_X2_24_1_o","SampleID: TCDM_2_G07_X2_24_1_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: G07 Year: 2022; Accession: ITH21F002P024; Block: 4; Root: 1; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209181_HY5CNBGXT_TCDM_2_G07_X2_24_1_o_ACAACG_S55",NA
"110","TCDM_2_X10_39_2_i","TCDM_2_H07_X10_39_2_i","SampleID: TCDM_2_H07_X10_39_2_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: H07 Year: 2022; Accession: ITH21F010P039; Block: 4; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209182_HY5CNBGXT_TCDM_2_H07_X10_39_2_i_ATATCC_S56",NA
"111","TCDM_2_X2_24_3_o","TCDM_2_A08_X2_24_3_o","SampleID: TCDM_2_A08_X2_24_3_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: A08 Year: 2022; Accession: ITH21F002P024; Block: 4; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209183_HY5CNBGXT_TCDM_2_A08_X2_24_3_o_AGTACT_S57",NA
"112","TCDM_2_X2_24_2_i","TCDM_2_B08_X2_24_2_i","SampleID: TCDM_2_B08_X2_24_2_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: B08 Year: 2022; Accession: ITH21F002P024; Block: 4; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209184_HY5CNBGXT_TCDM_2_B08_X2_24_2_i_ATAAGA_S58",NA
"113","TCDM_2_X10_39_3_o","TCDM_2_C08_X10_39_3_o","SampleID: TCDM_2_C08_X10_39_3_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: C08 Year: 2022; Accession: ITH21F010P039; Block: 4; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209185_HY5CNBGXT_TCDM_2_C08_X10_39_3_o_GGTGAG_S59",NA
"114","TCDM_2_X10_39_2_o","TCDM_2_D08_X10_39_2_o","SampleID: TCDM_2_D08_X10_39_2_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: D08 Year: 2022; Accession: ITH21F010P039; Block: 4; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209186_HY5CNBGXT_TCDM_2_D08_X10_39_2_o_TTCCGC_S60",NA
"115","TCDM_2_X2_24_1_i","TCDM_2_E08_X2_24_1_i","SampleID: TCDM_2_E08_X2_24_1_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: E08 Year: 2022; Accession: ITH21F002P024; Block: 4; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209187_HY5CNBGXT_TCDM_2_E08_X2_24_1_i_GAAGTG_S61",NA
"116","TCDM_2_X10_39_3_i","TCDM_2_F08_X10_39_3_i","SampleID: TCDM_2_F08_X10_39_3_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: F08 Year: 2022; Accession: ITH21F010P039; Block: 4; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209188_HY5CNBGXT_TCDM_2_F08_X10_39_3_i_CAATGC_S62",NA
"117","TCDM_2_X5_36_3_i","TCDM_2_G08_X5_36_3_i","SampleID: TCDM_2_G08_X5_36_3_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: G08 Year: 2022; Accession: ITH21F005P036; Block: 4; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209189_HY5CNBGXT_TCDM_2_G08_X5_36_3_i_ACGTCT_S63",NA
"118","TCDM_2_C64_4_2_i","TCDM_2_H08_C64_4_2_i","SampleID: TCDM_2_H08_C64_4_2_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: H08 Year: 2022; Accession: HIL16C064; Block: 4; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209190_HY5CNBGXT_TCDM_2_H08_C64_4_2_i_CAGGAC_S64",NA
"119","TCDM_2_C64_4_3_i","TCDM_2_A09_C64_4_3_i","SampleID: TCDM_2_A09_C64_4_3_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: A09 Year: 2022; Accession: HIL16C064; Block: 4; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209191_HY5CNBGXT_TCDM_2_A09_C64_4_3_i_AAGCTC_S65",NA
"120","TCDM_2_X5_36_2_i","TCDM_2_B09_X5_36_2_i","SampleID: TCDM_2_B09_X5_36_2_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: B09 Year: 2022; Accession: ITH21F005P036; Block: 4; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209192_HY5CNBGXT_TCDM_2_B09_X5_36_2_i_GACGAT_S66",NA
"121","TCDM_2_C64_4_1_i","TCDM_2_C09_C64_4_1_i","SampleID: TCDM_2_C09_C64_4_1_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: C09 Year: 2022; Accession: HIL16C064; Block: 4; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209193_HY5CNBGXT_TCDM_2_C09_C64_4_1_i_TCGTTC_S67",NA
"122","TCDM_2_C14_4_3_o","TCDM_2_D09_C14_4_3_o","SampleID: TCDM_2_D09_C14_4_3_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: D09 Year: 2022; Accession: HIL16C014; Block: NA; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209194_HY5CNBGXT_TCDM_2_D09_C14_4_3_o_CCAATT_S68",NA
"123","TCDM_2_C64_4_2_o","TCDM_2_E09_C64_4_2_o","SampleID: TCDM_2_E09_C64_4_2_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: E09 Year: 2022; Accession: HIL16C064; Block: 4; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209195_HY5CNBGXT_TCDM_2_E09_C64_4_2_o_AGTTGA_S69",NA
"124","TCDM_2_C64_4_1_o","TCDM_2_F09_C64_4_1_o","SampleID: TCDM_2_F09_C64_4_1_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: F09 Year: 2022; Accession: HIL16C064; Block: 4; Root: 1; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209196_HY5CNBGXT_TCDM_2_F09_C64_4_1_o_AACCGA_S70",NA
"125","TCDM_2_X5_36_1_i","TCDM_2_G09_X5_36_1_i","SampleID: TCDM_2_G09_X5_36_1_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: G09 Year: 2022; Accession: ITH21F005P036; Block: 4; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209197_HY5CNBGXT_TCDM_2_G09_X5_36_1_i_CAGATG_S71",NA
"126","TCDM_2_X5_36_2_o","TCDM_2_H09_X5_36_2_o","SampleID: TCDM_2_H09_X5_36_2_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: H09 Year: 2022; Accession: ITH21F005P036; Block: 4; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209198_HY5CNBGXT_TCDM_2_H09_X5_36_2_o_GTAGAA_S72",NA
"127","TCDM_2_A03_4_2_i","TCDM_2_A10_A03_4_2_i","SampleID: TCDM_2_A10_A03_4_2_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: A10 Year: 2022; Accession: HIL16A003; Block: 4; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209199_HY5CNBGXT_TCDM_2_A10_A03_4_2_i_GACATC_S73",NA
"128","TCDM_2_A03_4_3_o","TCDM_2_B10_A03_4_3_o","SampleID: TCDM_2_B10_A03_4_3_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: B10 Year: 2022; Accession: HIL16A003; Block: 4; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209200_HY5CNBGXT_TCDM_2_B10_A03_4_3_o_CGATCT_S74",NA
